,PROMOTER_ID,PROMOTER_NAME,POS_1,SIGMA_FACTOR,PROMOTER_STRAND,BOX_10_LEFT,BOX_10_RIGHT,BOX_35_LEFT,BOX_35_RIGHT
830,PM8J2-794,PM8J2-794,2456875,sigma-A,reverse,,,,
831,PM8J2-795,PM8J2-795,327497,sigma-A,forward,,,,
832,PM8J2-796,PM8J2-796,325266,sigma-A,reverse,,,,
833,PM8J2-797,PM8J2-797,3711394,sigma-A,reverse,,,,
834,PM8J2-798,PM8J2-798,203507,sigma-A,reverse,,,,
835,PM8J2-8,PM8J2-8,3008860,sigma-A,forward,,,,
836,PM8J2-80,PM8J2-80,,,,,,,
837,PM8J2-800,PM8J2-800,4118886,sigma-A,forward,,,,
838,PM8J2-801,PM8J2-801,1136292,sigma-A,forward,,,,
839,PM8J2-802,PM8J2-802,203608,sigma-A,forward,,,,
840,PM8J2-803,PM8J2-803,3040051,sigma-A,forward,,,,
841,PM8J2-804,PM8J2-804,3039961,sigma-A,reverse,,,,
842,PM8J2-805,PM8J2-805,3016390,sigma-A,reverse,,,,
843,PM8J2-808,PM8J2-808,2950139,sigma-A,reverse,,,,
844,PM8J2-809,PM8J2-809,,,,,,,
845,PM8J2-81,PM8J2-81,3833545,sigma-A,reverse,,,,
846,PM8J2-810,PM8J2-810,,,,,,,
847,PM8J2-811,PM8J2-811,,,reverse,,,,
848,PM8J2-812,PM8J2-812,,,forward,,,,
849,PM8J2-813,PM8J2-813,,,reverse,,,,
850,PM8J2-814,PM8J2-814,,,forward,,,,
851,PM8J2-815,PM8J2-815,,,forward,,,,
852,PM8J2-816,PM8J2-816,,,reverse,,,,
853,PM8J2-817,PM8J2-817,,,reverse,,,,
854,PM8J2-818,PM8J2-818,,,forward,,,,
855,PM8J2-819,PM8J2-819,,,reverse,,,,
856,PM8J2-820,PM8J2-820,,,forward,,,,
857,PM8J2-821,PM8J2-821,,,reverse,,,,
858,PM8J2-822,PM8J2-822,,,reverse,,,,
859,PM8J2-824,PM8J2-824,,,forward,,,,
860,PM8J2-825,PM8J2-825,,sigma-A,,,,,
861,PM8J2-826,PM8J2-826,,,forward,,,,
862,PM8J2-827,PM8J2-827,,,,,,,
863,PM8J2-828,PM8J2-828,,,,,,,
864,PM8J2-83,PM8J2-83,1372753,sigma-A,forward,,,,
865,PM8J2-830,PM8J2-830,,,forward,,,,
866,PM8J2-831,PM8J2-831,,,reverse,,,,
867,PM8J2-834,PM8J2-834,,sigma-A,,,,,
868,PM8J2-835,PM8J2-835,,,reverse,,,,
869,PM8J2-836,PM8J2-836,,,forward,,,,
870,PM8J2-837,PM8J2-837,,sigma-A,,,,,
871,PM8J2-838,PM8J2-838,,,forward,,,,
872,PM8J2-839,PM8J2-839,,,reverse,,,,
873,PM8J2-840,PM8J2-840,,,forward,,,,
874,PM8J2-841,PM8J2-841,,sigma-A,,,,,
875,PM8J2-843,PM8J2-843,,,reverse,,,,
876,PM8J2-844,PM8J2-844,,,reverse,,,,
877,PM8J2-845,PM8J2-845,,,forward,,,,
878,PM8J2-846,PM8J2-846,,,reverse,,,,
879,PM8J2-847,PM8J2-847,,sigma-A,,,,,
880,PM8J2-848,PM8J2-848,,,forward,,,,
881,PM8J2-849,PM8J2-849,,,,,,,
882,PM8J2-85,PM8J2-85,,sigma-A,,,,,
883,PM8J2-850,PM8J2-850,,,forward,,,,
884,PM8J2-851,PM8J2-851,,,reverse,,,,
885,PM8J2-852,PM8J2-852,,sigma-A,,,,,
886,PM8J2-853,PM8J2-853,,sigma-G,,,,,
887,PM8J2-855,PM8J2-855,,sigma-H,,,,,
888,PM8J2-856,PM8J2-856,,sigma-H,,,,,
889,PM8J2-857,PM8J2-857,,sigma-H,,,,,
890,PM8J2-858,PM8J2-858,,sigma-H,,,,,
891,PM8J2-859,PM8J2-859,,,,,,,
892,PM8J2-860,PM8J2-860,,,forward,,,,
893,PM8J2-862,PM8J2-862,,sigma-G,,,,,
894,PM8J2-863,PM8J2-863,,sigma-F,,,,,
895,PM8J2-864,PM8J2-864,,,,,,,
896,PM8J2-865,PM8J2-865,,,,,,,
897,PM8J2-866,PM8J2-866,,sigma-A,,,,,
898,PM8J2-867,PM8J2-867,,,forward,,,,
899,PM8J2-868,PM8J2-868,,sigma-A,,,,,
900,PM8J2-869,PM8J2-869,,,forward,,,,
901,PM8J2-87,PM8J2-87,,,,,,,
902,PM8J2-870,PM8J2-870,,sigma-A,,,,,
903,PM8J2-871,PM8J2-871,,,reverse,,,,
904,PM8J2-872,PM8J2-872,,,reverse,,,,
905,PM8J2-873,PM8J2-873,,,forward,,,,
906,PM8J2-874,PM8J2-874,,sigma-A,,,,,
907,PM8J2-875,PM8J2-875,,sigma-A,,,,,
908,PM8J2-876,PM8J2-876,,sigma-A,,,,,
909,PM8J2-877,PM8J2-877,,sigma-A,,,,,
910,PM8J2-878,PM8J2-878,,sigma-A,,,,,
911,PM8J2-879,PM8J2-879,,sigma-A,,,,,
912,PM8J2-88,PM8J2-88,,sigma-M,forward,,,,
913,PM8J2-880,PM8J2-880,,sigma-A,,,,,
914,PM8J2-881,PM8J2-881,,sigma-A,,,,,
915,PM8J2-882,PM8J2-882,,,,,,,
916,PM8J2-883,PM8J2-883,,sigma-A,,,,,
917,PM8J2-884,PM8J2-884,,sigma-A,reverse,,,,
918,PM8J2-885,PM8J2-885,,pro-&sigma;K,,,,,
919,PM8J2-886,PM8J2-886,,pro-&sigma;K,,,,,
920,PM8J2-887,PM8J2-887,,pro-&sigma;K,,,,,
921,PM8J2-888,PM8J2-888,,pro-&sigma;K,,,,,
922,PM8J2-889,PM8J2-889,,pro-&sigma;K,,,,,
923,PM8J2-89,PM8J2-89,,sigma-M,reverse,,,,
924,PM8J2-890,PM8J2-890,,,forward,,,,
925,PM8J2-891,PM8J2-891,,,,,,,
926,PM8J2-892,PM8J2-892,,sigma-A,reverse,,,,
927,PM8J2-893,PM8J2-893,,sigma-A,,,,,
928,PM8J2-894,PM8J2-894,,sigma-A,,,,,
929,PM8J2-895,PM8J2-895,,sigma-A,,,,,
930,PM8J2-896,PM8J2-896,,,reverse,,,,
931,PM8J2-897,PM8J2-897,,,,,,,
932,PM8J2-898,PM8J2-898,,,,,,,
933,PM8J2-899,PM8J2-899,,,reverse,,,,
934,PM8J2-9,PM8J2-9,3008842,sigma-A,reverse,,,,
935,PM8J2-90,PM8J2-90,,sigma-M,,,,,
936,PM8J2-900,PM8J2-900,,,reverse,,,,
937,PM8J2-901,PM8J2-901,,,,,,,
938,PM8J2-902,PM8J2-902,,,,,,,
939,PM8J2-903,PM8J2-903,,,forward,,,,
940,PM8J2-904,PM8J2-904,,,,,,,
941,PM8J2-905,PM8J2-905,,,,,,,
942,PM8J2-906,PM8J2-906,,,,,,,
943,PM8J2-907,PM8J2-907,,,,,,,
944,PM8J2-908,PM8J2-908,,,,,,,
945,PM8J2-909,PM8J2-909,,,forward,,,,
946,PM8J2-910,PM8J2-910,,,reverse,,,,
947,PM8J2-911,PM8J2-911,,,forward,,,,
948,PM8J2-912,PM8J2-912,,,forward,,,,
949,PM8J2-913,PM8J2-913,,,reverse,,,,
950,PM8J2-914,PM8J2-914,,,forward,,,,
951,PM8J2-915,PM8J2-915,,,forward,,,,
952,PM8J2-916,PM8J2-916,,,forward,,,,
953,PM8J2-917,PM8J2-917,,sigma-A,,,,,
954,PM8J2-918,PM8J2-918,,,forward,,,,
955,PM8J2-919,PM8J2-919,,,forward,,,,
956,PM8J2-92,PM8J2-92,3758522,sigma-M,forward,,,,
957,PM8J2-920,PM8J2-920,,,,,,,
958,PM8J2-921,PM8J2-921,,,forward,,,,
959,PM8J2-922,PM8J2-922,,,reverse,,,,
960,PM8J2-923,PM8J2-923,,,,,,,
961,PM8J2-924,PM8J2-924,,,,,,,
962,PM8J2-925,PM8J2-925,,,forward,,,,
963,PM8J2-926,PM8J2-926,,,forward,,,,
964,PM8J2-927,PM8J2-927,,,forward,,,,
965,PM8J2-928,PM8J2-928,,,reverse,,,,
966,PM8J2-929,PM8J2-929,,,,,,,
967,PM8J2-93,PM8J2-93,,sigma-M,,,,,
968,PM8J2-930,PM8J2-930,,,,,,,
969,PM8J2-931,PM8J2-931,,,reverse,,,,
970,PM8J2-932,PM8J2-932,,,reverse,,,,
971,PM8J2-933,PM8J2-933,,,,,,,
972,PM8J2-934,PM8J2-934,,,forward,,,,
973,PM8J2-935,PM8J2-935,,,forward,,,,
974,PM8J2-936,PM8J2-936,,,,,,,
975,PM8J2-937,PM8J2-937,,,,,,,
976,PM8J2-938,PM8J2-938,,,,,,,
977,PM8J2-939,PM8J2-939,,,reverse,,,,
978,PM8J2-940,PM8J2-940,,,forward,,,,
979,PM8J2-941,PM8J2-941,,,,,,,
980,PM8J2-943,PM8J2-943,,,reverse,,,,
981,PM8J2-944,PM8J2-944,,sigma-E,reverse,,,,
982,PM8J2-945,PM8J2-945,,sigma-A,,,,,
983,PM8J2-946,PM8J2-946,,,,,,,
984,PM8J2-947,PM8J2-947,,,reverse,,,,
985,PM8J2-948,PM8J2-948,,,forward,,,,
986,PM8J2-949,PM8J2-949,,sigma-A,,,,,
987,PM8J2-95,PM8J2-95,3882101,sigma-L,reverse,,,,
988,PM8J2-950,PM8J2-950,,sigma-A,,,,,
989,PM8J2-951,PM8J2-951,,,forward,,,,
990,PM8J2-952,PM8J2-952,,,reverse,,,,
991,PM8J2-953,PM8J2-953,,,reverse,,,,
992,PM8J2-954,PM8J2-954,,,forward,,,,
993,PM8J2-955,PM8J2-955,,,forward,,,,
994,PM8J2-956,PM8J2-956,,sigma-A,,,,,
995,PM8J2-957,PM8J2-957,,,forward,,,,
996,PM8J2-958,PM8J2-958,,,forward,,,,
997,PM8J2-959,PM8J2-959,,,,,,,
998,PM8J2-96,PM8J2-96,4145553,sigma-L,reverse,,,,
999,PM8J2-960,PM8J2-960,,sigma-G,,,,,
1000,PM8J2-961,PM8J2-961,,sigma-G,,,,,
1001,PM8J2-962,PM8J2-962,,sigma-G,,,,,
1002,PM8J2-963,PM8J2-963,,,reverse,,,,
1003,PM8J2-964,PM8J2-964,,sigma-E,,,,,
1004,PM8J2-965,PM8J2-965,,sigma-E,,,,,
1005,PM8J2-966,PM8J2-966,,sigma-E,,,,,
1006,PM8J2-967,PM8J2-967,,sigma-E,,,,,
1007,PM8J2-968,PM8J2-968,,sigma-E,,,,,
1008,PM8J2-969,PM8J2-969,,pro-&sigma;K,,,,,
1009,PM8J2-97,PM8J2-97,3880550,sigma-L,reverse,,,,
1010,PM8J2-970,PM8J2-970,,,forward,,,,
1011,PM8J2-971,PM8J2-971,,,reverse,,,,
1012,PM8J2-972,PM8J2-972,,,forward,,,,
1013,PM8J2-973,PM8J2-973,,,forward,,,,
1014,PM8J2-974,PM8J2-974,,,,,,,
1015,PM8J2-975,PM8J2-975,,,forward,,,,
1016,PM8J2-976,PM8J2-976,,sigma-A,,,,,
1017,PM8J2-977,PM8J2-977,,sigma-A,,,,,
1018,PM8J2-978,PM8J2-978,,,forward,,,,
1019,PM8J2-979,PM8J2-979,,,forward,,,,
1020,PM8J2-98,PM8J2-98,2504692,sigma-L,reverse,,,,
1021,PM8J2-980,PM8J2-980,,,forward,,,,
1022,PM8J2-981,PM8J2-981,,,reverse,,,,
1023,PM8J2-982,PM8J2-982,,,forward,,,,
1024,PM8J2-983,PM8J2-983,,sigma-A,,,,,
1025,PM8J2-984,PM8J2-984,,,,,,,
1026,PM8J2-985,PM8J2-985,,,reverse,,,,
1027,PM8J2-986,PM8J2-986,,,,,,,
1028,PM8J2-987,PM8J2-987,,,,,,,
1029,PM8J2-989,PM8J2-989,,,,,,,
1030,PM8J2-99,PM8J2-99,2762862,sigma-L,reverse,,,,
1031,PM8J2-990,PM8J2-990,,sigma-A,,,,,
1032,PM8J2-991,PM8J2-991,,,,,,,
1033,PM8J2-992,PM8J2-992,,,,,,,
1034,PM8J2-993,PM8J2-993,,,,,,,
1035,PM8J2-994,PM8J2-994,,,,,,,
1036,PM8J2-995,PM8J2-995,,,forward,,,,
1037,PM8J2-996,PM8J2-996,,,reverse,,,,
1038,PM8J2-997,PM8J2-997,,,reverse,,,,
1039,PM8J2-998,PM8J2-998,,,reverse,,,,
1040,PM8J2-999,PM8J2-999,,,reverse,,,,
1041,PM8J2-1131,proBp,1378226,sigma-A,forward,,,,
1042,PM8J2-1166,proHp,2017746,sigma-A,reverse,,,,
1043,PM8J2-1130,proIp,2472882,sigma-A,forward,,,,
1044,PM8J2-823,psdAp,,,reverse,,,,
1045,PM8J2-1134,psdRp,,,reverse,,,,
1046,PM8J2-617,pssA-P1,,sigma-A,,,,,
1047,PM8J2-616,pssA-P2,,sigma-A,forward,,,,
1048,PM8J2-27,pssA-P3,247711,sigma-X,forward,,,,
1049,PM8J2-613,ptsGp,,sigma-A,forward,,,,
1050,PM8J2-610,pucFp,3343697,sigma-A,reverse,,,,
1051,PM8J2-1172,putBp,344511,,forward,,,,
1052,PM8J2-1171,putRp,,,forward,,,,
1053,PM8J2-29,PX,3663197,sigma-X,forward,,,,
1054,PM8J2-1279,pycAp,1554155,sigma-A,forward,,,,
1055,PM8J2-603,pyrRp,1618154,sigma-A,forward,,,,
1056,PM8J2-385,P_D-2,1435279,sigma-D,reverse,,,,
1057,PM8J2-393,P_D-6,3635993,sigma-D,reverse,,,,
1058,PM8J2-370,P_D-8,3634778,sigma-D,reverse,,,,
1059,PM8J2-988,qdoIp,4107289,,reverse,,,,
1060,PM8J2-1164,qdoRp,4107963,,reverse,,,,
1061,PM8J2-599,rapCp,428799,sigma-A,forward,,,,
1062,PM8J2-596,rapHp,750928,sigma-A,forward,,,,
1063,PM8J2-1180,ratAp,2678565,sigma-A,reverse,,,,
1064,PM8J2-1212,rhaEWp,3203965,sigma-A,reverse,,,,
1065,PM8J2-1100,ribDp,2431637,,reverse,2431645,2431650,2431668,2431673
1066,PM8J2-1202,rnjBp,1749377,sigma-A,forward,1749365,1749370,1749341,1749346
1067,PM8J2-1226,rodZp,,,forward,,,,
1068,PM8J2-1272,rosAp,1056390,sigma-A,forward,1056378,1056383,1056355,1056360
1069,PM8J2-1230,roxSp,1233405,,forward,,,,
1070,PM8J2-1211,rplJp,119848,sigma-A,forward,119832,119840,119812,119817
1071,PM8J2-1168,rpmEBp,3139258,sigma-A,reverse,,,,
1072,PM8J2-1169,rpmEBp2,3139297,sigma-B,reverse,,,,
1073,PM8J2-591,rpmH-TR1,4215426,sigma-A,reverse,,,,
1074,PM8J2-590,rpmH-TR2,4215495,sigma-A,reverse,,,,
1075,PM8J2-1161,rpoEp,3813147,sigma-A,reverse,,,,
1076,PM8J2-1201,rpoYp,1525039,sigma-A,reverse,,,,
1077,PM8J2-1107,rpsFp,,,reverse,,,,
1078,PM8J2-1170,rpsNBp,965875,sigma-A,forward,,,,
1079,PM8J2-585,rrnA-P1,30085,sigma-A,forward,,,,
1080,PM8J2-584,rrnA-P2,30168,sigma-A,forward,,,,
1081,PM8J2-583,rrnB-P1,3178908,sigma-A,reverse,,,,
1082,PM8J2-582,rrnB-P2,3178818,sigma-A,reverse,,,,
1083,PM8J2-581,rrnD-P1,946424,sigma-A,forward,,,,
1084,PM8J2-580,rrnD-P2,946521,sigma-A,forward,,,,
1085,PM8J2-1125,rrnJ-P1,90339,,forward,,,,
1086,PM8J2-1126,rrnJ-P2,90424,,forward,,,,
1087,PM8J2-579,rrnO-P1,9540,sigma-A,forward,,,,
1088,PM8J2-578,rrnO-P2,9637,sigma-A,forward,,,,
1089,PM8J2-1229,rsbQp,,,forward,,,,
1090,PM8J2-577,rsbRp,519362,sigma-A,forward,,,,
1091,PM8J2-1085,rsbVp,522056,sigma-B,forward,,,,
1092,PM8J2-1092,rtpAp,276798,sigma-A,forward,,,,
1093,PM8J2-573,sboAp,3836013,sigma-A,forward,,,,
1094,PM8J2-482,scmKp,4062223,sigma-A,reverse,,,,
1095,PM8J2-861,scoCp,,sigma-A,reverse,,,,
1096,PM8J2-571,sdap,2647372,sigma-A,forward,,,,
1097,PM8J2-569,sdhCp,2908827,sigma-A,reverse,,,,
1098,PM8J2-1144,secGp,3455354,sigma-A,reverse,,,,
1099,PM8J2-499,sigA-P1,,sigma-A,,,,,
1100,PM8J2-500,sigA-P2,,sigma-A,,,,,
1101,PM8J2-187,sigA-P3,,sigma-H,,,,,
1102,PM8J2-188,sigA-P4,,sigma-H,,,,,
1103,PM8J2-69,sigA-P5,2603970,,reverse,,,,
1104,PM8J2-383,sigA-P6,,sigma-D,,,,,
1105,PM8J2-413,sigA-P7,2604066,sigma-B,reverse,,,,
1106,PM8J2-793,sigA-P8,2602969,sigma-A,forward,,,,
1107,PM8J2-162,sigI-S2,1411776,heat stress responsive,forward,1411763,1411766,1411737,1411742
1108,PM8J2-1247,sigIp,1411870,sigma-A,forward,,,,
1109,PM8J2-564,sigM-PA,1030162,sigma-A,reverse,,,,
1110,PM8J2-94,sigM-PM,1030086,sigma-M,reverse,,,,
1111,PM8J2-829,sigOp,3410048,,reverse,,,,
1112,PM8J2-1176,sigVp,,sigma-V,forward,,,,
1113,PM8J2-562,sinI-P1 (RNAI),2552324,sigma-A,forward,,,,
1114,PM8J2-561,sinI-P2 (RNAII),2552393,sigma-A,forward,,,,
1115,PM8J2-560,sinR-P3 (RNAIII),,sigma-A,,,,,
1116,PM8J2-77,sipS-T5-1,,sigma-A,,,,,
1117,PM8J2-76,sipS-T5-2,2433586,,reverse,,,,
1118,PM8J2-75,sipS-T6,2432899,,reverse,,,,
1119,PM8J2-536,Site I,,sigma-A,forward,,,,
1120,PM8J2-1146,smpBp,3451765,sigma-A,reverse,,,,
1121,PM8J2-238,splA-P1,1461437,sigma-G,forward,,,,
1122,PM8J2-237,splB-P3,,sigma-G,,,,,
1123,PM8J2-173,spo0A-P2,2518871,sigma-H,reverse,,,,
1124,PM8J2-172,spo0F-P2,3809966,sigma-H,reverse,,,,
1125,PM8J2-554,spo0F-P2,3809998,sigma-A,reverse,,,,
1126,PM8J2-271,spoIIQp,,sigma-F,reverse,,,,
1127,PM8J2-343,spoIVA-P1,2387825,sigma-E,reverse,,,,
1128,PM8J2-344,spoIVA-P2,2387738,sigma-E,reverse,,,,
1129,PM8J2-1105,spoVAAp,2443331,sigma-G,reverse,,,,
1130,PM8J2-338,spoVDp,1584186,sigma-E,forward,,,,
1131,PM8J2-336,spoVE-P1,,sigma-E,,,,,
1132,PM8J2-337,spoVE-P2,,sigma-E,,,,,
1133,PM8J2-169,spoVG-P1,55830,sigma-H,forward,,,,
1134,PM8J2-1109,spoVIFp,1253359,pro-&sigma;K,forward,,,,
1135,PM8J2-334,spoVK-P1,1874073,sigma-E,forward,,,,
1136,PM8J2-135,spoVK-P2,1874186,pro-&sigma;K,forward,,,,
1137,PM8J2-62,sppAp,3021074,sigma-W,reverse,,,,
1138,PM8J2-134,spsAp,3893159,pro-&sigma;K,reverse,,,,
1139,PM8J2-1120,spxAp,1227619,,forward,,,,
1140,PM8J2-1271,sr7p1,3036525,sigma-B,reverse,,,,
1141,PM8J2-1154,sscAp,1071379,pro-&sigma;K,forward,,,,
1142,PM8J2-1155,sscBp,1071581,pro-&sigma;K,forward,,,,
1143,PM8J2-229,sspE-P7,,sigma-G,,,,,
1144,PM8J2-225,sspI-P1,2931642,sigma-G,forward,,,,
1145,PM8J2-226,sspI-P2,2931663,sigma-G,forward,,,,
1146,PM8J2-1147,ssrAp,3451200,,reverse,,,,
1147,PM8J2-1148,ssrApHS,3451125,,reverse,,,,
1148,PM8J2-778,ssrSAp,,sigma-A,reverse,,,,
1149,PM8J2-832,sunAp,,,reverse,,,,
1150,PM8J2-486,tapAp,2555307,sigma-A,reverse,,,,
1151,PM8J2-1117,tkmAp,3733304,,reverse,3733312,3733317,3733334,3733339
1152,PM8J2-1244,tlrBp,4005313,sigma-A,reverse,4005320,4005325,4005343,4005348
1153,PM8J2-541,trpEp,2377619,sigma-A,reverse,,,,
1154,PM8J2-1086,tuaAp,3658936,sigma-A,reverse,,,,
1155,PM8J2-501,txpAp,2678195,,forward,,,,
1156,PM8J2-167,ureA-P2,3769378,sigma-H,reverse,,,,
1157,PM8J2-538,ureA-P3,3769947,sigma-A,reverse,,,,
1158,PM8J2-535,wapAp,4030583,sigma-A,reverse,,,,
1159,PM8J2-1268,xisp,531748,,forward,,,,
1160,PM8J2-534,xptp,2320210,sigma-A,reverse,,,,
1161,PM8J2-529,yaaA-TR5,3180,sigma-A,forward,,,,
1162,PM8J2-528,yaaB-TR6,,sigma-A,,,,,
1163,PM8J2-1181,yabEp,48688,,forward,,,,
1164,PM8J2-525,ycdHp,308272,sigma-A,forward,,,,
1165,PM8J2-523,yciAp,364221,sigma-A,forward,,,,
1166,PM8J2-1167,yciCp,365802,sigma-A,forward,,,,
1167,PM8J2-1264,yclIp,426445,sigma-A,reverse,,,,
1168,PM8J2-1266,yclJp,426547,,forward,,,,
1169,PM8J2-1273,ycnKp,,,reverse,,,,
1170,PM8J2-1232,ydcFp,524327,,forward,,,,
1171,PM8J2-1115,ydhEp,618045,sigma-A,forward,,,,
1172,PM8J2-1095,ydhUp,,,reverse,,,,
1173,PM8J2-1278,ydjMp,679365,sigma-A,forward,,,,
1174,PM8J2-129,yfhP-P1(Fujita),,pro-&sigma;K,,,,,
1175,PM8J2-72,yfhP-P1(Yamamoto),935589,,reverse,,,,
1176,PM8J2-128,yfhP-P2(Fujita),,pro-&sigma;K,reverse,,,,
1177,PM8J2-71,yfhQ-P2,935582,,forward,,,,
1178,PM8J2-730,yfhR-P3,,sigma-A,,,,,
1179,PM8J2-86,yfhR-P4,,,,,,,
1180,PM8J2-729,yfhR-P5,,sigma-A,,,,,
1181,PM8J2-1195,yfkQp,,,reverse,,,,
1182,PM8J2-833,yflSp,829343,,forward,,,,
1183,PM8J2-518,yfmPp,812116,sigma-A,forward,,,,
1184,PM8J2-474,yhcYp,1008642,sigma-A,forward,,,,
1185,PM8J2-1221,yisIp,,,reverse,,,,
1186,PM8J2-1118,yitJp,1180830,,reverse,,,,
1187,PM8J2-1242,yitPp,,,reverse,,,,
1188,PM8J2-54,yjbC-P1,1226830,,forward,,,,
1189,PM8J2-24,yjbC-P2,1226862,sigma-X,forward,,,,
1190,PM8J2-55,yjbC-P2,,extracytoplasmic function,,,,,
1191,PM8J2-425,yjbC-PB,,sigma-B,,,,,
1192,PM8J2-477,yjbD-P3,,sigma-A,,,,,
1193,PM8J2-91,yjbD-Pm,,sigma-M,,,,,
1194,PM8J2-1136,yjbIp,,,reverse,,,,
1195,PM8J2-312,yjcA-P1,1252149,sigma-E,forward,,,,
1196,PM8J2-121,yjcB-P2,,pro-&sigma;K,,,,,
1197,PM8J2-120,yjcZ-P3,,pro-&sigma;K,,,,,
1198,PM8J2-1110,yjcZp,1253081,pro-&sigma;K,forward,,,,
1199,PM8J2-1274,yjgCp,,,forward,,,,
1200,PM8J2-1141,yjlCp,1298355,sigma-A,forward,,,,
1201,PM8J2-1111,yjzKp,1252802,pro-&sigma;K,forward,,,,
1202,PM8J2-1265,ykcBp,1354267,sigma-A,forward,,,,
1203,PM8J2-1140,ykfAp,,,forward,,,,
1204,PM8J2-1270,ykoLp,1398153,,forward,,,,
1205,PM8J2-510,ykuNp,1486997,sigma-A,forward,,,,
1206,PM8J2-1258,ykuNp2,,heat stress responsive,forward,1486782,1486785,1486756,1486761
1207,PM8J2-70,ykzBp,1397909,,forward,,,,
1208,PM8J2-1243,ylbPp,1577274,,reverse,,,,
1209,PM8J2-1217,ylbQp,1577385,sigma-A,forward,1577372,1577377,1577344,1577349
1210,PM8J2-1139,ylmAp,1606506,sigma-A,forward,,,,
1211,PM8J2-1263,yngAp,1946238,sigma-A,forward,,,,
1212,PM8J2-1121,yocJp,,,reverse,,,,
1213,PM8J2-1216,yojEp,2123947,sigma-A,reverse,2123955,2123960,2123978,2123983
1214,PM8J2-1215,yoyCp,2122979,sigma-A,reverse,2122986,2122991,2123010,2123015
1215,PM8J2-1214,ypjDp,2360512,sigma-A,reverse,2360519,2360524,2360542,2360547
1216,PM8J2-1260,ypmAp,,,reverse,,,,
1217,PM8J2-1103,ypuBp,,sigma-B,reverse,,,,
1218,PM8J2-1190,yqiHp,2515932,sigma-A,reverse,2515938,2515943,2515961,2515966
1219,PM8J2-1275,yrhEp,,,forward,,,,
1220,PM8J2-1235,yrzPp,2755953,,forward,,,,
1221,PM8J2-1185,ytpPp,3054567,sigma-A,reverse,,,,
1222,PM8J2-496,ytrGp,3119483,sigma-A,reverse,,,,
1223,PM8J2-408,ytxG-PB,3048041,sigma-B,reverse,,,,
1224,PM8J2-165,ytxG-PH,3048090,sigma-H,reverse,,,,
1225,PM8J2-1206,yukEp,,,reverse,,,,
1226,PM8J2-1227,yutDp,,,reverse,,,,
1227,PM8J2-494,yuxHp,3259299,sigma-A,reverse,,,,
1228,PM8J2-1145,yvaKp,3454991,sigma-B,reverse,,,,
1229,PM8J2-1119,yvmCp,,,reverse,,,,
1230,PM8J2-1133,yvrJp,,,forward,,,,
1231,PM8J2-405,yvyD-P1,3631608,sigma-B,reverse,3631618,3631623,3631638,3631643
1232,PM8J2-164,yvyD-P2,3631600,sigma-H,reverse,,,,
1233,PM8J2-1106,yvyIp,3688717,sigma-A,reverse,,,,
1234,PM8J2-1209,ywaEp,,,forward,,,,
1235,PM8J2-1175,ywoBp,3756541,sigma-A,reverse,,,,
1236,PM8J2-1072,yxbBp,4097007,sigma-A,forward,,,,
1237,PM8J2-1267,yycAp,,,forward,,,,
1238,PM8J2-1222,zinTp,,,reverse,,,,
