,tu_id,gene_id,gene_name,sigma,actual_b10,predicted_b10
854,ECK120011139,b2479,gcvR,Sigma70,2599871.0,2599866
855,ECK120011140,b1324,tpx,Sigma70,1388851.0,1388851
856,ECK120011141,b2156,lysP,Sigma70,2248567.0,2248567
857,ECK120011151,b2509,xseA,Sigma70,2634193.0,2634190
858,ECK120011153,b0871,poxB,Sigma38,911084.0,911084
859,ECK120011153,b0871,poxB,Sigma70,911084.0,911084
860,ECK120011154,b1749,xthA,Sigma38,1832392.0,1832392
861,ECK120011162,b3995,rsd,Sigma38,4196962.0,4196851
862,ECK120011163,b3995,rsd,Sigma70,4196863.0,4196863
863,ECK120011164,b3916,pfkA,Sigma70,4107466.0,4107506
864,ECK120011164,b3916,pfkA,Sigma38,4107466.0,4107539
865,ECK120011165,b1594,mlc,Sigma70,1668604.0,1668595
866,ECK120011166,b1594,mlc,Sigma70,1668595.0,1668595
867,ECK120011166,b1594,mlc,Sigma32,1668595.0,1668609
868,ECK120015150,b3632,waaQ,Sigma70,3808245.0,3808153
869,ECK120015152,b4616,istR,Sigma70,3853265.0,3853295
870,ECK120015171,b2943,galP,Sigma70,3088247.0,3088247
871,ECK120015173,b3633,waaA,Sigma70,3808508.0,3808508
872,ECK120015174,b3633,waaA,Sigma70,3808254.0,3808508
873,ECK120015177,b0330,prpR,Sigma70,348481.0,348492
874,ECK120015309,b3368,cysG,Sigma70,3497746.0,3497812
875,ECK120015311,b3500,gor,Sigma70,3646106.0,3646268
876,ECK120015311,b3500,gor,Sigma38,3646106.0,3646268
877,ECK120015313,b1090,plsX,Sigma70,1147569.0,1147576
878,ECK120015315,b2392,mntH,Sigma70,2512742.0,2512742
879,ECK120015317,b2465,tktB,Sigma38,2579301.0,2579617
880,ECK120015318,b1742,ves,Sigma28,1824991.0,1824991
881,ECK120015320,b2388,glk,Sigma70,2509467.0,2509450
882,ECK120015320,b2388,glk,Sigma38,2509467.0,2509450
883,ECK120015322,b1927,amyA,Sigma70,2006108.0,2006108
884,ECK120015323,b2132,bglX,Sigma70,2222127.0,2221994
885,ECK120015325,b2369,evgA,Sigma70,2483629.0,2483754
886,ECK120015326,b2369,evgA,Sigma38,2483634.0,2483715
887,ECK120015327,b0060,polB,Sigma70,65810.0,65843
888,ECK120015331,b0507,gcl,Sigma70,533901.0,533888
889,ECK120015332,b0517,allD,Sigma70,546417.0,546417
890,ECK120015333,b1897,otsB,Sigma38,1982448.0,1982448
891,ECK120015335,b2085,yegR,Sigma70,2168354.0,2168371
892,ECK120015341,b1513,lsrA,Sigma38,1601455.0,1601463
893,ECK120015342,b2074,mdtA,Sigma38,2153972.0,2153972
894,ECK120015343,b2149,mglA,Sigma70,2239392.0,2239293
895,ECK120015344,b1201,dhaR,Sigma38,1250996.0,1251020
896,ECK120015345,b1200,dhaK,Sigma38,1250958.0,1250857
897,ECK120015347,b2926,pgk,Sigma70,3072865.0,3072640
898,ECK120015348,b2927,epd,Sigma70,3073830.0,3073732
899,ECK120015348,b2927,epd,Sigma38,3073830.0,3073732
900,ECK120015349,b2926,pgk,Sigma70,3072865.0,3072640
901,ECK120015353,b1453,ansP,Sigma38,1526015.0,1526050
902,ECK120015354,b1453,ansP,Sigma38,1526021.0,1526050
903,ECK120015355,b0576,pheP,Sigma70,601922.0,601922
904,ECK120015356,b0860,artJ,Sigma70,900633.0,900649
905,ECK120015357,b1723,pfkB,Sigma38,1806322.0,1806345
906,ECK120015358,b1864,yebC,Sigma70,1948190.0,1948153
907,ECK120015359,b1863,ruvC,Sigma70,1947450.0,1947450
908,ECK120015360,b1865,nudB,Sigma70,1948682.0,1948693
909,ECK120015362,b1862,yebB,Sigma70,1946102.0,1946224
910,ECK120015363,b1728,ydjM,Sigma70,1810169.0,1810180
911,ECK120015364,b3558,insK,Sigma24,3721062.0,3721163
912,ECK120015365,b4613,dinQ,Sigma70,3647988.0,3647813
913,ECK120015366,b4347,symE,Sigma70,4579919.0,4579911
914,ECK120015367,b0685,ybfE,Sigma32,711945.0,711949
915,ECK120015368,b4700,sokE,Sigma24,607725.0,607725
916,ECK120015369,b1741,cho,Sigma70,1823485.0,1823485
917,ECK120015371,b2297,pta,Sigma70,2414480.0,2414733
918,ECK120015372,b3640,dut,Sigma70,3813841.0,3813866
919,ECK120015373,b1209,lolB,Sigma28,1263563.0,1263563
920,ECK120015474,b3441,yhhY,Sigma70,3581101.0,3581101
921,ECK120015476,b4367,fhuF,Sigma70,4605699.0,4605699
922,ECK120015478,b1501,ydeP,Sigma70,1586672.0,1586510
923,ECK120015482,b2374,frc,Sigma70,2493447.0,2493287
924,ECK120015484,b2375,yfdX,Sigma70,2494441.0,2494441
925,ECK120015491,b0154,hemL,Sigma28,174929.0,174909
926,ECK120015499,b0809,glnQ,Sigma70,846638.0,846494
927,ECK120015501,b2470,acrD,Sigma70,2587468.0,2587533
928,ECK120015505,b2464,talA,Sigma38,2578565.0,2578649
929,ECK120015506,b3555,yiaG,Sigma38,3719424.0,3719424
930,ECK120015507,b4217,ytfK,Sigma38,4439504.0,4439520
931,ECK120015508,b1051,msyB,Sigma38,1114220.0,1114220
932,ECK120015509,b1651,gloA,Sigma70,1727793.0,1727793
933,ECK120015510,b0865,ybjP,Sigma38,904529.0,904529
934,ECK120015511,b2922,yggE,Sigma38,3068134.0,3068134
935,ECK120015512,b2922,yggE,Sigma38,3068191.0,3068134
936,ECK120015766,b2616,recN,Sigma70,2751752.0,2751752
937,ECK120015944,b3912,cpxR,Sigma38,4105693.0,4105671
938,ECK120015944,b3912,cpxR,Sigma70,4105693.0,4105724
939,ECK120015945,b4355,tsr,Sigma70,4591402.0,4591585
940,ECK120015947,b3070,yqjH,Sigma70,3216542.0,3216542
941,ECK120015950,b1973,zinT,Sigma70,2041336.0,2041338
942,ECK120015958,b1223,narK,Sigma70,1277816.0,1277924
943,ECK120015960,b0464,acrR,Sigma70,485695.0,485695
944,ECK120016181,b2558,mltF,Sigma70,2695754.0,2695754
945,ECK120016218,b1937,fliE,Sigma28,2013100.0,2013014
946,ECK120016221,b2726,hypA,Sigma54,2850617.0,2850617
947,ECK120016328,b4125,dcuS,Sigma70,4351693.0,4351693
948,ECK120016329,b3532,bcsB,Sigma70,3692679.0,3692614
949,ECK120016331,b3519,treF,Sigma38,3669544.0,3669544
950,ECK120016332,b0143,pcnB,Sigma70,159162.0,159178
951,ECK120016333,b0143,pcnB,Sigma70,159203.0,159178
952,ECK120016334,b1235,rssB,Sigma38,1290214.0,1290214
953,ECK120016337,b1234,rssA,Sigma38,1289098.0,1289216
954,ECK120016338,b1993,cobU,Sigma70,2065981.0,2065781
955,ECK120016403,b1060,bssS,Sigma32,1121064.0,1120957
956,ECK120016404,b1060,bssS,Sigma32,1121042.0,1120957
957,ECK120016405,b1380,ldhA,Sigma32,1442922.0,1442922
958,ECK120016408,b0492,ybbN,Sigma32,518500.0,518314
959,ECK120016547,b1743,spy,Sigma70,1825694.0,1825688
960,ECK120016549,b2419,yfeK,Sigma24,2537308.0,2537308
961,ECK120016550,b2494,bepA,Sigma24,2616062.0,2616062
962,ECK120016551,b2512,bamB,Sigma24,2638981.0,2638704
963,ECK120016552,b3025,qseB,Sigma70,3169742.0,3169757
964,ECK120016553,b0884,infA,Sigma70,926483.0,926483
965,ECK120016554,b0884,infA,Sigma70,926692.0,926483
966,ECK120016555,b2595,bamD,Sigma24,2735954.0,2736106
967,ECK120016556,b2893,dsbC,Sigma24,3039638.0,3038840
968,ECK120016557,b3055,ygiM,Sigma24,3201036.0,3201140
969,ECK120016558,b3025,qseB,Sigma70,3169796.0,3169757
970,ECK120016559,b3150,yraP,Sigma24,3296066.0,3296364
971,ECK120016561,b3201,lptB,Sigma24,3343391.0,3343923
972,ECK120016562,b0177,bamA,Sigma24,197019.0,197893
973,ECK120016563,b0691,ybfG,Sigma24,716647.0,716647
974,ECK120016589,b2822,recC,Sigma70,2962514.0,2962497
975,ECK120016691,b1084,rne,Sigma70,1144735.0,1144380
976,ECK120016692,b1937,fliE,Sigma70,2013045.0,2013045
977,ECK120016693,b3416,malQ,Sigma24,3550405.0,3550080
978,ECK120016694,b3527,yhjJ,Sigma24,3682022.0,3681966
979,ECK120016695,b4041,plsB,Sigma24,4256601.0,4256534
980,ECK120016696,b1013,rutR,Sigma24,1074127.0,1074181
981,ECK120016697,b1643,ydhI,Sigma24,1720991.0,1720991
982,ECK120016698,b3657,yicJ,Sigma24,3836670.0,3835992
983,ECK120016699,b0606,ahpF,Sigma24,638995.0,639712
984,ECK120016700,b1902,ftnB,Sigma24,1986769.0,1986861
985,ECK120016722,b1938,fliF,Sigma70,2013136.0,2013211
986,ECK120016723,b0655,gltI,Sigma70,687898.0,687797
987,ECK120016724,b3712,yieE,Sigma24,3893824.0,3893822
988,ECK120016725,b0554,essD,Sigma24,576868.0,577337
989,ECK120016726,b1466,narW,Sigma24,1538694.0,1537324
990,ECK120016727,b1653,lhr,Sigma24,1728347.0,1729036
991,ECK120016728,b2631,rnlB,Sigma24,2766700.0,2766917
992,ECK120016729,b3323,gspA,Sigma24,3455640.0,3455467
993,ECK120017003,b2097,fbaB,Sigma38,2178668.0,2178632
994,ECK120020424,b2818,argA,Sigma70,2949150.0,2949169
995,ECK120020425,b1634,dtpA,Sigma70,1712659.0,1712745
996,ECK120020427,b4596,yciZ,Sigma38,1344641.0,1344620
997,ECK120020428,b3171,metY,Sigma70,3318382.0,3318305
998,ECK120020431,b4458,oxyS,Sigma70,4158403.0,4158445
999,ECK120020440,b1849,purT,Sigma70,1930850.0,1930850
1000,ECK120020462,b4449,psrO,Sigma70,3311175.0,3311176
1001,ECK120020465,b4459,ryjA,Sigma38,4278073.0,4278100
1002,ECK120020467,b4585,chiX,Sigma70,507197.0,507197
1003,ECK120020533,b0564,appY,Sigma70,583560.0,583665
1004,ECK120021017,b3491,yhiM,Sigma38,3634735.0,3634777
1005,ECK120021054,b4326,iraD,Sigma38,4556849.0,4556977
1006,ECK120021054,b4326,iraD,Sigma70,4556849.0,4556936
1007,ECK120021059,b4567,yjjZ,Sigma70,4605769.0,4605769
1008,ECK120021071,b1760,ynjH,Sigma28,1842170.0,1842152
1009,ECK120021072,b1816,yoaE,Sigma70,1901778.0,1901626
1010,ECK120021089,b3830,ysgA,Sigma70,4016349.0,4016204
1011,ECK120021104,b0959,sxy,Sigma70,1021075.0,1021122
1012,ECK120021107,b1025,ycdT,Sigma70,1092834.0,1092834
1013,ECK120021116,b1220,ychO,Sigma70,1273753.0,1273763
1014,ECK120021130,b1537,ydeJ,Sigma70,1624684.0,1624714
1015,ECK120021133,b1664,ydhQ,Sigma32,1746212.0,1746177
1016,ECK120021140,b1915,yecF,Sigma28,1995710.0,1995814
1017,ECK120021169,b2670,alaE,Sigma70,2799081.0,2799133
1018,ECK120021184,b3227,dcuD,Sigma54,3374572.0,3374846
1019,ECK120021188,b3665,adeD,Sigma70,3843903.0,3843948
1020,ECK120021202,b0839,dacC,Sigma70,880646.0,880699
1021,ECK120021206,b1954,dsrA,Sigma70,2025318.0,2025318
1022,ECK120021213,b1385,feaB,Sigma70,1447485.0,1447485
1023,ECK120021219,b1654,grxD,Sigma70,1734168.0,1734142
1024,ECK120021222,b4480,hdfR,Sigma38,3948028.0,3948028
1025,ECK120021233,b2193,narP,Sigma32,2290409.0,2290458
1026,ECK120021238,b4427,micC,Sigma70,1437114.0,1437091
1027,ECK120026296,b3384,trpS,Sigma70,3513705.0,3513692
1028,ECK120026302,b0385,yaiC,Sigma38,403683.0,403683
1029,ECK120026304,b0237,pepD,Sigma70,255748.0,255746
1030,ECK120026317,b3800,aslB,Sigma54,3982768.0,3982913
1031,ECK120026516,b0045,yaaU,Sigma54,45585.0,45802
1032,ECK120026521,b0065,yabI,Sigma38,71266.0,71339
1033,ECK120026522,b0069,sgrR,Sigma70,77344.0,77330
1034,ECK120026523,b4577,sgrS,Sigma70,77359.0,77339
1035,ECK120026523,b4577,sgrS,Sigma38,77359.0,77348
1036,ECK120026524,b0076,leuO,Sigma70,84180.0,84304
1037,ECK120026525,b0080,cra,Sigma32,87942.0,87981
1038,ECK120026526,b0096,lpxC,Sigma70,106499.0,106499
1039,ECK120026528,b0108,ppdD,Sigma70,117711.0,117562
1040,ECK120026537,b0159,mtn,Sigma70,179188.0,179188
1041,ECK120026537,b0159,mtn,Sigma38,179188.0,179183
1042,ECK120026554,b0207,dkgB,Sigma38,229097.0,229113
1043,ECK120026555,b0209,yafD,Sigma32,231062.0,231062
1044,ECK120026564,b0226,dinJ,Sigma70,246627.0,246540
1045,ECK120026568,b0231,dinB,Sigma70,250874.0,250874
1046,ECK120026568,b0231,dinB,Sigma38,250874.0,250874
1047,ECK120026569,b0232,yafN,Sigma70,251966.0,251990
1048,ECK120026572,b0239,frsA,Sigma70,256494.0,256513
1049,ECK120026586,b0277,yagK,Sigma70,293125.0,292949
1050,ECK120026594,b0293,ecpA,Sigma70,310803.0,310727
1051,ECK120026595,b0294,ecpR,Sigma24,311398.0,311379
1052,ECK120026596,b0296,ykgM,Sigma70,312811.0,312811
1053,ECK120026603,b0315,yahA,Sigma70,332034.0,332356
1054,ECK120026613,b0353,mhpT,Sigma32,375375.0,375439
1055,ECK120026621,b0369,hemB,Sigma70,389761.0,389761
1056,ECK120026626,b0382,iraP,Sigma70,401315.0,401348
1057,ECK120026630,b0398,sbcD,Sigma70,416984.0,416984
1058,ECK120026634,b0413,nrdR,Sigma70,432968.0,432968
1059,ECK120026639,b0434,yajG,Sigma70,454216.0,454216
1060,ECK120026643,b0443,fadM,Sigma24,464353.0,464353
1061,ECK120026647,b0447,ybaO,Sigma70,468350.0,468350
1062,ECK120026654,b0461,tomB,Sigma70,480802.0,480720
1063,ECK120026661,b0475,hemH,Sigma70,498023.0,498023
1064,ECK120026702,b0602,ybdN,Sigma70,636692.0,636621
1065,ECK120026709,b0623,cspE,Sigma70,657244.0,657289
1066,ECK120026749,b0762,acrZ,Sigma70,794744.0,794744
1067,ECK120026753,b0786,ybhL,Sigma70,819851.0,819871
1068,ECK120026756,b0796,ybiH,Sigma70,830675.0,830677
1069,ECK120026759,b0803,ybiI,Sigma38,838490.0,838490
1070,ECK120026762,b0806,mcbA,Sigma70,842159.0,842095
1071,ECK120026782,b0874,ybjE,Sigma70,914902.0,914902
1072,ECK120026785,b0891,lolA,Sigma70,937320.0,937309
1073,ECK120026789,b0902,pflA,Sigma70,951165.0,951135
1074,ECK120026794,b0917,ycaR,Sigma70,970632.0,970632
1075,ECK120026811,b0970,yccA,Sigma70,1031455.0,1031461
1076,ECK120026814,b0987,gfcA,Sigma70,1050708.0,1049803
1077,ECK120026819,b1004,wrbA,Sigma38,1067764.0,1067765
1078,ECK120026826,b1036,ycdZ,Sigma70,1100247.0,1100247
1079,ECK120026831,b1057,yceJ,Sigma32,1119082.0,1119082
1080,ECK120026831,b1057,yceJ,Sigma70,1119082.0,1119112
1081,ECK120026833,b1061,dinI,Sigma70,1121516.0,1121503
1082,ECK120026835,b1064,grxB,Sigma70,1124109.0,1124088
1083,ECK120026843,b1113,ldtC,Sigma70,1170425.0,1170384
1084,ECK120026863,b1162,bluR,Sigma70,1214120.0,1214120
1085,ECK120026894,b1255,yciC,Sigma70,1313705.0,1313705
1086,ECK120026897,b1259,yciG,Sigma38,1316099.0,1316099
1087,ECK120026902,b4522,ymiA,Sigma70,1335083.0,1335099
1088,ECK120026903,b1278,pgpB,Sigma70,1339302.0,1339302
1089,ECK120026904,b1279,yciS,Sigma32,1340123.0,1340229
1090,ECK120026904,b1279,yciS,Sigma70,1340123.0,1340180
1091,ECK120026907,b1287,yciW,Sigma70,1350138.0,1350120
1092,ECK120026913,b1298,puuD,Sigma38,1361045.0,1361095
1093,ECK120026914,b1300,puuC,Sigma38,1362721.0,1362724
1094,ECK120026943,b1379,hslJ,Sigma70,1441784.0,1441778
1095,ECK120026951,b1407,ydbD,Sigma38,1475059.0,1475079
1096,ECK120026959,b4429,sokB,Sigma70,1492111.0,1492111
1097,ECK120026964,b1434,ydcN,Sigma70,1506144.0,1506149
1098,ECK120026966,b4532,hicA,Sigma70,1509215.0,1509267
1099,ECK120026983,b1473,yddG,Sigma38,1547213.0,1547213
1100,ECK120026997,b1512,lsrR,Sigma70,1601260.0,1601302
1101,ECK120026998,b1519,tam,Sigma38,1607214.0,1607316
1102,ECK120027005,b4599,yneM,Sigma70,1622579.0,1622579
1103,ECK120027006,b1535,dgcZ,Sigma70,1623885.0,1623885
1104,ECK120027025,b1569,dicC,Sigma70,1647883.0,1647883
1105,ECK120027027,b1571,ydfA,Sigma70,1648430.0,1648460
1106,ECK120027029,b1575,dicB,Sigma70,1649588.0,1649588
1107,ECK120027039,b1600,mdtJ,Sigma70,1673787.0,1673525
1108,ECK120027046,b1623,add,Sigma70,1702196.0,1702196
1109,ECK120027052,b1646,sodC,Sigma38,1724687.0,1724687
1110,ECK120027055,b1655,mepH,Sigma70,1734348.0,1734374
1111,ECK120027073,b1707,ydiV,Sigma24,1792091.0,1792093
1112,ECK120027082,b1740,nadE,Sigma70,1822289.0,1822421
1113,ECK120027094,b1781,yeaE,Sigma70,1865728.0,1865691
1114,ECK120027102,b1797,yeaR,Sigma70,1880001.0,1880022
1115,ECK120027111,b1810,yoaC,Sigma24,1893960.0,1894090
1116,ECK120027115,b1821,mntP,Sigma70,1905450.0,1905654
1117,ECK120027130,b1846,yebE,Sigma70,1929741.0,1929741
1118,ECK120027132,b1848,yebG,Sigma70,1930774.0,1930781
1119,ECK120027134,b1854,pykA,Sigma70,1937538.0,1937648
1120,ECK120027134,b1854,pykA,Sigma38,1937538.0,1937621
1121,ECK120027142,b1905,ftnA,Sigma70,1988675.0,1988675
1122,ECK120027158,b1967,hchA,Sigma70,2035771.0,2035771
1123,ECK120027160,b1970,hiuH,Sigma70,2038834.0,2038924
1124,ECK120027183,b2017,yefM,Sigma70,2089739.0,2089739
1125,ECK120027196,b4438,cyaR,Sigma24,2167105.0,2167081
1126,ECK120027196,b4438,cyaR,Sigma70,2167105.0,2167106
1127,ECK120027196,b4438,cyaR,Sigma38,2167105.0,2167046
1128,ECK120027203,b2105,rcnR,Sigma70,2185909.0,2185815
1129,ECK120027204,b2106,rcnA,Sigma70,2185819.0,2185915
1130,ECK120027208,b2113,mrp,Sigma70,2194207.0,2194220
1131,ECK120027209,b2114,metG,Sigma70,2194263.0,2194263
1132,ECK120027217,b2127,mlrA,Sigma70,2214833.0,2214833
1133,ECK120027217,b2127,mlrA,Sigma38,2214833.0,2214833
1134,ECK120027229,b2153,folE,Sigma70,2243858.0,2243726
1135,ECK120027245,b2184,yejH,Sigma54,2280609.0,2280609
1136,ECK120027246,b2185,rplY,Sigma70,2282433.0,2282503
1137,ECK120027249,b2211,yojI,Sigma70,2308648.0,2308648
1138,ECK120027260,b2266,elaB,Sigma38,2381059.0,2381061
1139,ECK120027268,b2290,alaA,Sigma32,2407401.0,2407486
1140,ECK120027269,b2291,yfbR,Sigma32,2408826.0,2408826
1141,ECK120027289,b2349,intS,Sigma70,2466508.0,2466508
1142,ECK120027301,b2379,alaC,Sigma70,2498405.0,2498363
1143,ECK120027312,b2427,murR,Sigma70,2545799.0,2545677
1144,ECK120027312,b2427,murR,Sigma38,2545799.0,2545677
1145,ECK120027351,b4441,glmY,Sigma54,2691351.0,2691351
1146,ECK120027352,b2560,pgpC,Sigma32,2698647.0,2698598
1147,ECK120027357,b2585,pssA,Sigma70,2722661.0,2722661
1148,ECK120027364,b2603,yfiR,Sigma70,2741816.0,2741816
1149,ECK120027392,b2665,ygaU,Sigma38,2796820.0,2796820
1150,ECK120027400,b2696,csrA,Sigma38,2819281.0,2819162
1151,ECK120027402,b2700,pncC,Sigma32,2824404.0,2824404
1152,ECK120027409,b2760,casA,Sigma70,2884326.0,2884175
1153,ECK120027428,b2821,ptrA,Sigma70,2959017.0,2958952
1154,ECK120027429,b2826,ppdA,Sigma28,2964227.0,2964227
1155,ECK120027447,b2852,ygeH,Sigma70,2991873.0,2992040
1156,ECK120027465,b2878,ygfK,Sigma54,3015979.0,3015979
1157,ECK120027475,b2909,ygfB,Sigma70,3055480.0,3055480
1158,ECK120027477,b2911,ssrS,Sigma70,3055967.0,3055967
1159,ECK120027482,b2923,argO,Sigma70,3068843.0,3068876
1160,ECK120027500,b2987,pitB,Sigma70,3136410.0,3136372
1161,ECK120027505,b3011,yqhD,Sigma70,3155295.0,3155295
1162,ECK120027513,b3022,mqsR,Sigma70,3168655.0,3168563
1163,ECK120027519,b3035,tolC,Sigma38,3178067.0,3178057
1164,ECK120027524,b3046,yqiG,Sigma38,3186033.0,3186043
1165,ECK120027526,b4447,sibD,Sigma70,3194872.0,3194872
1166,ECK120027534,b3083,higB,Sigma70,3234487.0,3234487
1167,ECK120027552,b3129,prlF,Sigma70,3276965.0,3276965
1168,ECK120027567,b3190,ibaG,Sigma24,3336893.0,3336818
1169,ECK120027589,b3293,yhdN,Sigma32,3439556.0,3439556
1170,ECK120027591,b3324,gspC,Sigma70,3455530.0,3455530
1171,ECK120027605,b3395,hofM,Sigma38,3522935.0,3522764
1172,ECK120027634,b3498,prlC,Sigma32,3645248.0,3645248
1173,ECK120027642,b3518,yhjA,Sigma70,3669269.0,3669236
1174,ECK120027643,b3521,yhjC,Sigma54,3672123.0,3672338
1175,ECK120027646,b3524,yhjG,Sigma38,3678419.0,3678387
1176,ECK120027649,b3536,bcsE,Sigma70,3696435.0,3696435
1177,ECK120027652,b3546,eptB,Sigma24,3710587.0,3710523
1178,ECK120027652,b3546,eptB,Sigma70,3710587.0,3710499
1179,ECK120027672,b3609,secB,Sigma70,3784208.0,3784168
1180,ECK120027676,b3615,waaH,Sigma70,3790155.0,3790082
1181,ECK120027681,b3648,gmk,Sigma70,3821379.0,3821379
1182,ECK120027705,b3741,mnmG,Sigma38,3925687.0,3925668
1183,ECK120027705,b3741,mnmG,Sigma70,3925687.0,3925687
1184,ECK120027707,b3746,ravA,Sigma38,3931137.0,3931137
1185,ECK120027715,b3784,wecA,Sigma70,3967789.0,3967883
1186,ECK120027718,b4558,yifL,Sigma70,3994483.0,3994488
1187,ECK120027722,b3821,pldA,Sigma70,4004807.0,4004807
1188,ECK120027723,b3822,recQ,Sigma70,4005828.0,4005828
1189,ECK120027735,b3866,yihI,Sigma70,4051300.0,4051318
1190,ECK120027744,b3883,yihV,Sigma70,4073707.0,4073707
1191,ECK120027784,b4026,yjbE,Sigma70,4235846.0,4235846
1192,ECK120027805,b4109,crfC,Sigma28,4327057.0,4327072
1193,ECK120027806,b4115,adiC,Sigma32,4337209.0,4337047
1194,ECK120027828,b4189,bsmA,Sigma38,4416876.0,4416771
1195,ECK120027842,b4249,bdcA,Sigma70,4474070.0,4474070
1196,ECK120027846,b4260,pepA,Sigma70,4486145.0,4485967
1197,ECK120027854,b4279,yjhB,Sigma32,4504014.0,4504014
1198,ECK120027882,b4357,lgoR,Sigma24,4595952.0,4595925
1199,ECK120027897,b4392,slt,Sigma32,4630693.0,4630693
1200,ECK120027905,b2936,loiP,Sigma70,3081884.0,3081884
1201,ECK120027938,b0435,bolA,Sigma70,454344.0,454426
1202,ECK120029296,b0027,lspA,Sigma70,25007.0,25200
1203,ECK120029298,b1704,aroH,Sigma70,1788376.0,1788376
1204,ECK120029300,b0304,rclA,Sigma24,320221.0,320043
1205,ECK120029303,b0469,apt,Sigma70,491304.0,491410
1206,ECK120029310,b1297,puuA,Sigma38,1360976.0,1360947
1207,ECK120029311,b1377,ompN,Sigma70,1437020.0,1436912
1208,ECK120029317,b1876,argS,Sigma70,1959996.0,1959996
1209,ECK120029334,b3673,emrD,Sigma54,3853832.0,3853840
1210,ECK120029426,b1717,rpmI,Sigma70,1800436.0,1800001
1211,ECK120029471,b3743,asnC,Sigma70,3927037.0,3927037
1212,ECK120029472,b3743,asnC,Sigma70,3927037.0,3927037
1213,ECK120029514,b3929,rraA,Sigma38,4119365.0,4119391
1214,ECK120029515,b2784,relA,Sigma70,2914285.0,2913698
1215,ECK120029516,b1084,rne,Sigma70,1144770.0,1144380
1216,ECK120029517,b1084,rne,Sigma70,1144881.0,1144380
1217,ECK120029601,b2737,ygbK,Sigma28,2862190.0,2862295
1218,ECK120029602,b0763,modA,Sigma28,794987.0,795073
1219,ECK120029858,b1902,ftnB,Sigma70,1986790.0,1986856
1220,ECK120029859,b3095,yqjA,Sigma70,3247542.0,3247737
1221,ECK120029970,b4026,yjbE,Sigma70,4235846.0,4235846
1222,ECK120030120,b3196,yrbG,Sigma70,3340199.0,3340205
1223,ECK120030121,b3198,kdsC,Sigma70,3342224.0,3342228
1224,ECK120030122,b3200,lptA,Sigma24,3343319.0,3343319
1225,ECK120030132,b3432,glgB,Sigma70,3573664.0,3573515
1226,ECK120030145,b3535,yhjR,Sigma70,3696372.0,3696228
1227,ECK120030154,b2630,rnlA,Sigma70,2765882.0,2765879
1228,ECK120030180,b1804,rnd,Sigma70,1888070.0,1887992
1229,ECK120030184,b2216,rcsD,Sigma70,2313446.0,2313446
1230,ECK120030196,b3324,gspC,Sigma70,3455523.0,3455530
1231,ECK120030199,b3323,gspA,Sigma70,3455523.0,3455432
1232,ECK120030200,b3323,gspA,Sigma70,3455514.0,3455432
1233,ECK120030201,b0339,cynT,Sigma70,358765.0,358765
1234,ECK120030202,b1564,relB,Sigma70,1645908.0,1645908
1235,ECK120030628,b3251,mreB,Sigma70,3401362.0,3401134
1236,ECK120030629,b3251,mreB,Sigma70,3401134.0,3401134
1237,ECK120030631,b3251,mreB,Sigma70,3401362.0,3401134
1238,ECK120030632,b4597,rydC,Sigma70,1491512.0,1491512
1239,ECK120030634,b0026,ileS,Sigma70,21827.0,22387
1240,ECK120030636,b0031,dapB,Sigma70,28280.0,28336
1241,ECK120030637,b2472,dapE,Sigma70,2591554.0,2591554
1242,ECK120030639,b2712,hypF,Sigma70,2838019.0,2837441
1243,ECK120030640,b2713,hydN,Sigma70,2838109.0,2838165
1244,ECK120030641,b0315,yahA,Sigma70,331869.0,332356
1245,ECK120030679,b3806,cyaA,Sigma70,3990766.0,3991137
1246,ECK120030780,b1967,hchA,Sigma38,2035624.0,2035772
1247,ECK120030805,b2309,hisJ,Sigma70,2426844.0,2426811
1248,ECK120032963,b4625,symR,Sigma70,4579827.0,4579827
1249,ECK120032964,b4608,ohsC,Sigma70,2700512.0,2700502
1250,ECK120032966,b4609,ryfD,Sigma70,2734302.0,2734300
1251,ECK120032967,b4624,ryjB,Sigma70,4527970.0,4527970
1252,ECK120033026,b1040,csgD,Sigma38,1103344.0,1103245
1253,ECK120033026,b1040,csgD,Sigma70,1103344.0,1103245
1254,ECK120033038,b4124,dcuR,Sigma70,4350576.0,4350057
1255,ECK120033211,b3516,gadX,Sigma38,3665849.0,3665849
1256,ECK120033238,b0873,hcp,Sigma24,914140.0,913832
1257,ECK120033240,b3575,yiaK,Sigma24,3742714.0,3742714
1258,ECK120033241,b0438,clpX,Sigma24,457194.0,457422
1259,ECK120033242,b1218,chaC,Sigma54,1272412.0,1272491
1260,ECK120033244,b3067,rpoD,Sigma24,3212686.0,3212981
1261,ECK120033266,b0890,ftsK,Sigma70,933128.0,933211
1262,ECK120033267,b0890,ftsK,Sigma70,932922.0,933211
1263,ECK120033554,b0026,ileS,Sigma32,22219.0,22346
1264,ECK120033555,b0415,ribE,Sigma32,434495.0,434615
1265,ECK120033556,b0680,glnS,Sigma32,705988.0,706064
1266,ECK120033556,b0680,glnS,Sigma70,705988.0,706051
1267,ECK120033557,b1130,phoP,Sigma32,1190501.0,1190501
1268,ECK120033558,b2754,ygbF,Sigma32,2878926.0,2878926
1269,ECK120033559,b0631,ybeD,Sigma32,662716.0,662716
1270,ECK120033559,b0631,ybeD,Sigma70,662716.0,662711
