TF name,TF-bs left end,TF-bs right end,strand,Evidence confidence level
Fur,612657,612675,reverse,Strong
Fur,612657,612675,forward,Strong
Fur,612663,612681,reverse,Strong
Fur,612663,612681,forward,Strong
Fur,612669,612687,reverse,Strong
Fur,612669,612687,forward,Strong
Fur,612676,612694,reverse,Strong
Fur,612676,612694,forward,Strong
Fur,622199,622217,reverse,Strong
Fur,622199,622217,forward,Strong
Fur,622199,622217,forward,Strong
Fur,622205,622223,reverse,Strong
Fur,622205,622223,forward,Strong
Fur,622205,622223,forward,Strong
Fur,622211,622229,reverse,Strong
Fur,622211,622229,forward,Strong
Fur,622211,622229,forward,Strong
Fur,622217,622235,reverse,Strong
Fur,622217,622235,forward,Strong
Fur,622217,622235,forward,Strong
Fur,624719,624737,reverse,Strong
Fur,624722,624740,forward,Weak
Fur,624725,624743,reverse,Strong
Fur,624731,624749,reverse,Strong
Fur,624834,624852,forward,Strong
Fur,624837,624855,forward,Strong
Fur,624840,624858,forward,Strong
Fur,624846,624864,forward,Strong
Fur,624852,624870,forward,Strong
Fur,624879,624897,forward,Strong
Fur,710708,710726,reverse,Strong
Fur,710708,710726,reverse,Strong
Fur,710714,710732,reverse,Strong
Fur,710714,710732,reverse,Strong
Fur,754915,754933,forward,Weak
Fur,787618,787636,reverse,Weak
Fur,787621,787639,reverse,Strong
Fur,841628,841646,reverse,Weak
Fur,841637,841655,reverse,Weak
Fur,841638,841656,reverse,Weak
Fur,841645,841663,reverse,Weak
Fur,1122720,1122744,reverse,Strong
Fur,1161624,1161642,reverse,Weak
Fur,1161648,1161666,reverse,Weak
Fur,1300940,1300958,forward,Strong
Fur,1311020,1311038,forward,Strong
Fur,1311026,1311044,forward,Strong
Fur,1311030,1311048,forward,Strong
Fur,1311070,1311088,forward,Weak
Fur,1636591,1636609,reverse,Strong
Fur,1636593,1636611,reverse,Weak
Fur,1737631,1737649,forward,Weak
Fur,1764427,1764445,reverse,Strong
Fur,1905378,1905398,forward,Weak
Fur,1978272,1978290,reverse,Weak
Fur,1988584,1988602,forward,Strong
Fur,1988590,1988609,forward,Strong
Fur,1988596,1988614,forward,Strong
Fur,1988602,1988620,forward,Strong
Fur,1988608,1988626,forward,Strong
Fur,2185894,2185915,forward,Weak
Fur,2185897,2185918,forward,Weak
Fur,2185903,2185924,forward,Weak
Fur,2246937,2246955,reverse,Weak
Fur,2246937,2246955,reverse,Weak
Fur,2246943,2246961,reverse,Weak
Fur,2246949,2246967,reverse,Strong
Fur,2246949,2246967,reverse,Strong
Fur,2246955,2246973,reverse,Strong
Fur,2246955,2246973,reverse,Strong
Fur,2512757,2512775,reverse,Weak
Fur,2685793,2685811,forward,Weak
Fur,2800586,2800604,reverse,Weak
Fur,2800586,2800604,forward,Weak
Fur,3151427,3151445,reverse,Weak
Fur,3152045,3152063,reverse,Strong
Fur,3152051,3152069,reverse,Weak
Fur,3216538,3216556,reverse,Weak
Fur,3216544,3216562,reverse,Weak
Fur,3216548,3216566,reverse,Weak
Fur,3274836,3274854,reverse,Strong
Fur,3455677,3455695,forward,Strong
Fur,3540031,3540049,forward,Weak
Fur,3581019,3581037,reverse,Weak
Fur,3581022,3581040,reverse,Strong
Fur,3581025,3581043,forward,Weak
Fur,3581025,3581043,reverse,Weak
Fur,4100708,4100726,forward,Strong
Fur,4100714,4100732,forward,Strong
Fur,4100717,4100735,forward,Weak
Fur,4100720,4100738,forward,Strong
Fur,4128521,4128539,reverse,Weak
Fur,4223650,4223668,forward,Weak
Fur,4516741,4516759,reverse,Strong
Fur,4516744,4516762,reverse,Strong
Fur,4516747,4516765,reverse,Strong
Fur,4518277,4518295,reverse,Strong
Fur,4518280,4518298,reverse,Strong
Fur,4518283,4518301,reverse,Strong
Fur,4518287,4518305,reverse,Strong
Fur,4605741,4605759,reverse,Strong
Fur,4605741,4605759,forward,Strong
Fur,4605747,4605765,reverse,Strong
Fur,4605764,4605782,reverse,Strong
Fur,4605770,4605788,reverse,Strong
Fur,4605770,4605788,forward,Strong
GadE,1572125,1572144,reverse,Strong
GadE,3354215,3354234,forward,Strong
GadE,3634655,3634674,forward,Weak
GadE,3656773,3656792,reverse,Weak
GadE,3656899,3656918,reverse,Strong
GadE,3656899,3656918,forward,Strong
GadE,3658137,3658156,forward,Strong
GadE,3658272,3658291,forward,Strong
GadE,3658305,3658324,forward,Strong
GadE,4270164,4270183,forward,Weak
GadE-RcsB,3667660,3667680,reverse,Strong
GadW,1572161,1572180,reverse,Strong
GadW,1572161,1572180,reverse,Strong
GadW,1572182,1572201,reverse,Strong
GadW,1572182,1572201,reverse,Strong
GadW,1572273,1572292,reverse,Strong
GadW,1572273,1572292,reverse,Strong
GadW,1572294,1572313,reverse,Strong
GadW,1572294,1572313,reverse,Strong
GadW,3653845,3653864,forward,Weak
GadW,3653866,3653885,forward,Weak
GadW,3656835,3656854,reverse,Strong
GadW,3656835,3656854,reverse,Strong
GadW,3656856,3656875,reverse,Strong
GadW,3656856,3656875,reverse,Strong
GadW,3656908,3656927,reverse,Weak
GadW,3656908,3656927,reverse,Weak
GadW,3657740,3657759,forward,Weak
GadW,3657761,3657780,forward,Weak
GadW,3664804,3664823,forward,Weak
GadW,3664804,3664823,reverse,Weak
GadW,3664825,3664844,forward,Weak
GadW,3664825,3664844,reverse,Weak
GadW,3667655,3667674,reverse,Strong
GadW,3667655,3667674,reverse,Strong
GadW,3667676,3667695,reverse,Strong
GadW,3667676,3667695,reverse,Strong
GadW,3667698,3667717,reverse,Strong
GadW,3667698,3667717,reverse,Strong
GadW,3667719,3667738,reverse,Strong
GadW,3667719,3667738,reverse,Strong
GadX,511574,511593,forward,Weak
GadX,1572080,1572099,reverse,Strong
GadX,1572102,1572121,reverse,Strong
GadX,1572161,1572180,reverse,Strong
GadX,1572182,1572201,reverse,Strong
GadX,1572246,1572265,reverse,Weak
GadX,1572273,1572292,reverse,Strong
GadX,1572294,1572313,reverse,Strong
GadX,1572330,1572349,reverse,Weak
GadX,1582613,1582632,reverse,Weak
GadX,1582778,1582797,reverse,Weak
GadX,1655605,1655624,forward,Weak
GadX,1712510,1712529,forward,Weak
GadX,3653845,3653864,forward,Strong
GadX,3653856,3653875,forward,Weak
GadX,3653866,3653885,forward,Strong
GadX,3653923,3653942,forward,Weak
GadX,3653942,3653961,forward,Weak
GadX,3656835,3656854,forward,Strong
GadX,3656835,3656854,reverse,Strong
GadX,3656835,3656854,reverse,Strong
GadX,3656856,3656875,forward,Strong
GadX,3656856,3656875,reverse,Strong
GadX,3656856,3656875,reverse,Strong
GadX,3656908,3656927,reverse,Weak
GadX,3656908,3656927,reverse,Weak
GadX,3657740,3657759,forward,Strong
GadX,3657740,3657759,forward,Weak
GadX,3657761,3657780,forward,Strong
GadX,3657761,3657780,forward,Weak
GadX,3664804,3664823,forward,Weak
GadX,3664804,3664823,reverse,Weak
GadX,3664825,3664844,forward,Weak
GadX,3664825,3664844,reverse,Weak
GadX,3664840,3664859,reverse,Weak
GadX,3664868,3664887,reverse,Weak
GadX,3667608,3667627,reverse,Strong
GadX,3667629,3667648,reverse,Strong
GadX,3667655,3667674,reverse,Strong
GadX,3667676,3667695,reverse,Strong
GadX,3667698,3667717,reverse,Strong
GadX,3667719,3667738,reverse,Strong
GadX,4163463,4163482,forward,Strong
GadX,4163494,4163513,forward,Strong
GadX,4163523,4163542,forward,Strong
GalR,792028,792043,reverse,Strong
GalR,792028,792043,reverse,Strong
GalR,792028,792043,reverse,Strong
GalR,792028,792043,reverse,Strong
GalR,792028,792043,reverse,Strong
GalR,792028,792043,reverse,Strong
GalR,792028,792043,reverse,Strong
GalR,792028,792043,reverse,Strong
GalR,792134,792149,reverse,Strong
GalR,792134,792149,reverse,Strong
GalR,792134,792149,reverse,Strong
GalR,792134,792149,reverse,Strong
GalR,792134,792149,reverse,Strong
GalR,792134,792149,reverse,Strong
GalR,792134,792149,reverse,Strong
GalR,792134,792149,reverse,Strong
GalR,792134,792149,reverse,Strong
GalR,792134,792149,reverse,Strong
GalR,792134,792149,reverse,Strong
GalR,792134,792149,reverse,Strong
GalR,2240618,2240633,reverse,Weak
GalR,2241612,2241627,reverse,Weak
GalR,2241764,2241779,reverse,Weak
GalR,2976569,2976584,forward,Strong
GalR,3088004,3088019,forward,Strong
GalR,3088040,3088055,forward,Strong
GalR,3088069,3088084,forward,Strong
GalR,3088140,3088155,forward,Strong
GalR,3088186,3088201,forward,Strong
GalR,3088383,3088398,forward,Strong
GalS,792022,792037,reverse,Strong
GalS,792022,792037,reverse,Strong
GalS,792022,792037,reverse,Strong
GalS,792022,792037,reverse,Strong
GalS,792022,792037,reverse,Strong
GalS,792022,792037,reverse,Strong
GalS,792022,792037,reverse,Strong
GalS,792022,792037,reverse,Strong
GalS,792134,792149,reverse,Strong
GalS,792134,792149,reverse,Strong
GalS,792134,792149,reverse,Strong
GalS,792134,792149,reverse,Strong
GalS,792134,792149,reverse,Strong
GalS,792134,792149,reverse,Strong
GalS,792134,792149,reverse,Strong
GalS,792134,792149,reverse,Strong
GalS,792134,792149,reverse,Strong
GalS,792134,792149,reverse,Strong
GalS,792134,792149,reverse,Strong
GalS,792134,792149,reverse,Strong
GalS,2240618,2240633,reverse,Weak
GalS,2241611,2241626,reverse,Weak
GalS,2241764,2241779,reverse,Weak
GalS,2976569,2976584,forward,Weak
GalS,3088004,3088019,forward,Strong
GalS,3088040,3088055,forward,Strong
GalS,3088069,3088084,forward,Strong
GalS,3088140,3088155,forward,Strong
GalS,3088186,3088201,forward,Strong
GalS,3088383,3088398,forward,Strong
GcvA,2942624,2942638,forward,Strong
GcvA,2942624,2942638,reverse,Strong
GcvA,2942646,2942660,reverse,Strong
GcvA,2942646,2942660,forward,Strong
GcvA,3050809,3050823,reverse,Strong
GcvA,3050831,3050845,reverse,Strong
GcvA,3050991,3051005,reverse,Strong
GcvA,3050991,3051005,reverse,Strong
GcvA,3051023,3051037,reverse,Strong
GcvA,3051023,3051037,reverse,Strong
GlaR,2788889,2788902,forward,Strong
GlaR,2788908,2788921,forward,Strong
GlcC,3128245,3128259,forward,Strong
GlcC,3128245,3128259,reverse,Strong
GlpR,2352094,2352113,reverse,Strong
GlpR,2352109,2352128,reverse,Strong
GlpR,2352127,2352146,reverse,Strong
GlpR,2352483,2352502,forward,Strong
GlpR,2352483,2352502,reverse,Strong
GlpR,2352523,2352542,forward,Strong
GlpR,2352523,2352542,reverse,Strong
GlpR,2352555,2352574,forward,Strong
GlpR,2352555,2352574,reverse,Strong
GlpR,2352574,2352593,forward,Strong
GlpR,2352574,2352593,reverse,Strong
GlpR,2352614,2352633,forward,Strong
GlpR,2352614,2352633,reverse,Strong
GlpR,3561961,3561980,forward,Strong
GlpR,3561980,3561999,forward,Strong
GlpR,3562375,3562394,forward,Strong
GlpR,3562416,3562435,forward,Strong
GlpR,4117109,4117128,reverse,Strong
GlpR,4117151,4117170,reverse,Strong
GlpR,4118169,4118188,reverse,Strong
GlpR,4118189,4118208,reverse,Strong
GlpR,4118210,4118229,reverse,Strong
GlpR,4118231,4118250,reverse,Strong
GlrR,2691457,2691474,reverse,Strong
GlrR,2691520,2691537,reverse,Strong
GlrR,2691553,2691570,reverse,Strong
GlrR,2710357,2710374,reverse,Strong
GlrR,2710396,2710413,reverse,Strong
GlrR,2710420,2710440,reverse,Strong
GntR,1934576,1934595,reverse,Strong
GntR,1934797,1934816,reverse,Strong
GntR,3544642,3544661,forward,Weak
GntR,3546381,3546400,forward,Strong
GntR,3546381,3546400,forward,Strong
GntR,3546381,3546400,forward,Strong
GntR,3546522,3546541,forward,Strong
GntR,3546522,3546541,forward,Strong
GntR,3546522,3546541,forward,Strong
GntR,3577621,3577640,reverse,Strong
GntR,3577621,3577640,reverse,Strong
GntR,3577634,3577653,reverse,Strong
GntR,3577634,3577653,reverse,Strong
GntR,4494484,4494503,forward,Weak
GntR,4494484,4494503,reverse,Weak
GntR,4494504,4494523,forward,Weak
GntR,4494504,4494523,reverse,Weak
GntR,4494534,4494553,forward,Weak
GntR,4494534,4494553,reverse,Weak
HcaR,2668934,2668946,reverse,Strong
HcaR,2668934,2668946,forward,Strong
HicB,1509234,1509255,forward,Strong
HigA,3234494,3234521,reverse,Strong
HigBA,3234467,3234486,reverse,Strong
HigBA,3234494,3234521,reverse,Strong
HipAB,1592463,1592482,reverse,Strong
HipAB,1592491,1592511,reverse,Strong
HipAB,1592530,1592549,reverse,Strong
HipAB,1592558,1592577,reverse,Strong
HipAB,2913809,2913842,reverse,Strong
HipB,1592463,1592482,reverse,Strong
HipB,1592491,1592511,reverse,Strong
HipB,1592530,1592549,reverse,Strong
HipB,1592558,1592577,reverse,Strong
HipB,2913809,2913842,reverse,Strong
HipB,3231474,3231510,forward,Strong
H-NS,84085,84099,forward,Weak
H-NS,84085,84099,forward,Strong
H-NS,366313,366327,reverse,Strong
H-NS,366331,366345,reverse,Strong
H-NS,366341,366355,reverse,Strong
H-NS,366367,366381,reverse,Strong
H-NS,366390,366404,reverse,Strong
H-NS,366403,366417,reverse,Strong
H-NS,612679,612693,forward,Weak
H-NS,792076,792090,reverse,Strong
H-NS,792076,792090,reverse,Strong
H-NS,792076,792090,reverse,Strong
H-NS,792076,792090,reverse,Strong
H-NS,792092,792106,reverse,Strong
H-NS,792092,792106,reverse,Strong
H-NS,792092,792106,reverse,Strong
H-NS,792092,792106,reverse,Strong
H-NS,792110,792124,reverse,Strong
H-NS,792110,792124,reverse,Strong
H-NS,792110,792124,reverse,Strong
H-NS,792110,792124,reverse,Strong
H-NS,792121,792135,reverse,Strong
H-NS,792121,792135,reverse,Strong
H-NS,792121,792135,reverse,Strong
H-NS,792121,792135,reverse,Strong
H-NS,848943,848953,reverse,Strong
H-NS,1230465,1230479,reverse,Strong
H-NS,1230465,1230479,reverse,Strong
H-NS,1230515,1230529,reverse,Strong
H-NS,1230515,1230529,reverse,Strong
H-NS,1292991,1293005,reverse,Strong
H-NS,1293064,1293078,reverse,Strong
H-NS,1293133,1293147,reverse,Strong
H-NS,1316153,1316163,reverse,Strong
H-NS,1316153,1316163,reverse,Strong
H-NS,1316176,1316186,reverse,Strong
H-NS,1316176,1316186,reverse,Strong
H-NS,1673487,1673497,reverse,Strong
H-NS,1673535,1673545,reverse,Strong
H-NS,1673785,1673795,reverse,Strong
H-NS,1988546,1988556,forward,Strong
H-NS,1988571,1988591,forward,Strong
H-NS,1988590,1988609,forward,Strong
H-NS,1988609,1988644,forward,Strong
H-NS,1988646,1988678,forward,Strong
H-NS,1988687,1988707,forward,Strong
H-NS,2344309,2344323,forward,Strong
H-NS,2344333,2344347,forward,Strong
H-NS,2804715,2804729,forward,Strong
H-NS,2804754,2804768,forward,Strong
H-NS,2804773,2804787,forward,Strong
H-NS,2804792,2804806,forward,Strong
H-NS,2804819,2804833,forward,Strong
H-NS,2804831,2804845,forward,Strong
H-NS,2804847,2804861,forward,Strong
H-NS,2804877,2804891,forward,Strong
H-NS,2804903,2804917,forward,Strong
H-NS,2804917,2804931,forward,Strong
H-NS,2884358,2884372,reverse,Strong
H-NS,3656902,3656916,reverse,Strong
H-NS,3719741,3719751,forward,Strong
H-NS,3719779,3719789,forward,Strong
H-NS,3719823,3719840,forward,Strong
H-NS,3719875,3719885,forward,Strong
H-NS,3719907,3719917,forward,Strong
H-NS,3906011,3906025,reverse,Strong
H-NS,3906011,3906025,reverse,Strong
H-NS,4166277,4166291,forward,Strong
H-NS,4166310,4166324,forward,Strong
H-NS,4166334,4166348,forward,Strong
H-NS,4360131,4360145,reverse,Strong
H-NS,4360228,4360242,reverse,Strong
H-NS,4360274,4360288,reverse,Strong
H-NS,4360359,4360373,reverse,Strong
H-NS,4360416,4360430,reverse,Strong
H-NS,4603191,4603201,forward,Strong
H-NS,4603191,4603201,reverse,Strong
H-NS,4603204,4603214,forward,Strong
H-NS,4603204,4603214,reverse,Strong
HprR,451576,451594,reverse,Weak
HprR,595511,595529,reverse,Strong
HprR,595511,595529,forward,Strong
HprR,2038869,2038887,forward,Strong
HU,792059,792092,reverse,Strong
HU,792059,792092,reverse,Strong
HU,792059,792092,reverse,Strong
HU,792059,792092,reverse,Strong
HU,792064,792097,reverse,Strong
HU,792064,792097,reverse,Strong
HU,792064,792097,reverse,Strong
HU,792064,792097,reverse,Strong
HyfR,2601033,2601050,forward,Weak
IclR,4215258,4215264,forward,Strong
IclR,4215268,4215274,forward,Strong
IclR,4215277,4215283,forward,Strong
IclR,4215295,4215301,forward,Strong
IclR,4215346,4215352,forward,Strong
IclR,4215357,4215372,forward,Strong
IclR,4215373,4215379,forward,Strong
IclR,4223652,4223667,reverse,Strong
IdnR,3577623,3577638,reverse,Weak
IdnR,3577623,3577638,reverse,Weak
IdnR,3577636,3577651,reverse,Weak
IdnR,3577636,3577651,reverse,Weak
IdnR,4494506,4494521,forward,Weak
IdnR,4494506,4494521,reverse,Weak
IHF,29240,29252,forward,Strong
IHF,29240,29252,forward,Strong
IHF,49728,49740,forward,Weak
IHF,141330,141342,forward,Strong
IHF,141330,141342,reverse,Strong
IHF,577008,577020,reverse,Strong
IHF,754831,754843,reverse,Weak
IHF,848088,848100,reverse,Strong
IHF,848193,848205,reverse,Weak
IHF,849042,849054,reverse,Weak
IHF,940850,940862,forward,Strong
IHF,954599,954611,reverse,Strong
IHF,963423,963435,forward,Strong
IHF,963439,963451,forward,Strong
IHF,963536,963548,forward,Strong
IHF,963586,963598,forward,Strong
IHF,963666,963678,forward,Strong
IHF,963741,963753,forward,Strong
IHF,987148,987160,reverse,Weak
IHF,987194,987206,reverse,Weak
IHF,987262,987274,reverse,Weak
IHF,997525,997537,reverse,Strong
IHF,997691,997703,reverse,Strong
IHF,997734,997746,reverse,Strong
IHF,1103381,1103441,reverse,Strong
IHF,1103503,1103533,reverse,Strong
IHF,1165928,1165940,forward,Strong
IHF,1165969,1165981,forward,Strong
IHF,1166011,1166023,forward,Strong
IHF,1277796,1277808,forward,Strong
IHF,1279676,1279688,forward,Strong
IHF,1367989,1368001,forward,Strong
IHF,1399649,1399663,reverse,Strong
IHF,1453744,1453756,forward,Strong
IHF,1453744,1453756,reverse,Strong
IHF,1592593,1592605,reverse,Weak
IHF,1735256,1735268,forward,Weak
IHF,1764557,1764569,reverse,Strong
IHF,1795662,1795674,reverse,Strong
IHF,1795736,1795748,reverse,Strong
IHF,1795762,1795774,reverse,Strong
IHF,1822273,1822285,reverse,Weak
IHF,1978481,1978493,reverse,Weak
IHF,2001998,2002014,reverse,Strong
IHF,2002014,2002030,reverse,Strong
IHF,2255057,2255069,forward,Weak
IHF,2255091,2255103,forward,Weak
IHF,2313006,2313018,reverse,Strong
IHF,2313006,2313018,forward,Strong
IHF,2313006,2313018,reverse,Strong
IHF,2323349,2323361,forward,Weak
IHF,2323374,2323386,forward,Strong
IHF,2352244,2352256,reverse,Strong
IHF,2352411,2352423,reverse,Strong
IHF,2405222,2405234,reverse,Strong
IHF,2405230,2405242,reverse,Strong
IHF,2405239,2405251,reverse,Strong
IHF,2552254,2552266,forward,Weak
IHF,2553206,2553218,forward,Weak
IHF,2691386,2691398,reverse,Strong
IHF,2691503,2691515,reverse,Strong
IHF,2710447,2710459,reverse,Weak
IHF,2804730,2804744,forward,Strong
IHF,2804887,2804902,forward,Strong
IHF,2832385,2832397,forward,Strong
IHF,2832449,2832461,forward,Strong
IHF,2850493,2850505,reverse,Strong
IHF,2850493,2850505,forward,Strong
IHF,2850493,2850505,forward,Strong
IHF,2892082,2892094,reverse,Strong
IHF,2924617,2924629,reverse,Weak
IHF,3128177,3128189,reverse,Weak
IHF,3219196,3219208,forward,Weak
IHF,3267190,3267202,reverse,Strong
IHF,3354414,3354426,forward,Strong
IHF,3354418,3354430,forward,Strong
IHF,3374533,3374545,forward,Weak
IHF,3410126,3410138,forward,Strong
IHF,3493866,3493878,forward,Strong
IHF,3493893,3493905,forward,Strong
IHF,3536694,3536706,reverse,Strong
IHF,3536738,3536750,reverse,Strong
IHF,3536803,3536815,reverse,Strong
IHF,3558153,3558165,reverse,Weak
IHF,3558163,3558175,reverse,Weak
IHF,3601133,3601145,reverse,Strong
IHF,3639896,3639908,forward,Weak
IHF,3639896,3639908,reverse,Weak
IHF,3706017,3706029,reverse,Weak
IHF,3742616,3742628,reverse,Strong
IHF,3742618,3742630,forward,Strong
IHF,3867006,3867018,reverse,Weak
IHF,3911546,3911558,reverse,Strong
IHF,3911546,3911558,reverse,Strong
IHF,3911546,3911558,reverse,Strong
IHF,3950195,3950207,forward,Strong
IHF,3950195,3950207,forward,Strong
IHF,3950195,3950207,forward,Strong
IHF,3950195,3950207,forward,Strong
IHF,3950421,3950433,forward,Strong
IHF,3950421,3950433,forward,Strong
IHF,3950421,3950433,forward,Strong
IHF,3950421,3950433,forward,Strong
IHF,4100685,4100697,forward,Strong
IHF,4100705,4100717,forward,Strong
IHF,4100729,4100741,forward,Strong
IHF,4100752,4100764,forward,Strong
IHF,4215237,4215249,forward,Strong
IHF,4215324,4215336,forward,Strong
IHF,4235719,4235731,forward,Strong
IHF,4235719,4235731,forward,Strong
IHF,4252425,4252437,forward,Weak
IHF,4262771,4262783,forward,Weak
IHF,4287538,4287550,forward,Strong
IHF,4287538,4287550,reverse,Strong
IHF,4287565,4287577,reverse,Strong
IHF,4287610,4287622,forward,Strong
IHF,4287610,4287622,reverse,Strong
IHF,4287610,4287622,reverse,Strong
IHF,4540085,4540097,forward,Strong
IHF,4542636,4542648,forward,Weak
IHF,4542764,4542776,forward,Weak
IHF,4611050,4611062,forward,Strong
IHF,4611142,4611154,forward,Weak
IlvY,3957843,3957860,reverse,Strong
IlvY,3957843,3957860,forward,Strong
IlvY,3957874,3957891,reverse,Strong
IlvY,3957874,3957891,forward,Strong
IscR,176521,176545,forward,Strong
IscR,1031930,1031954,forward,Strong
IscR,1031933,1031957,forward,Strong
IscR,1764448,1764472,reverse,Strong
IscR,1764510,1764534,reverse,Strong
IscR,1764551,1764575,reverse,Strong
IscR,1791286,1791310,reverse,Strong
IscR,2303677,2303701,reverse,Strong
IscR,2662215,2662239,reverse,Strong
IscR,2662240,2662264,reverse,Strong
IscR,2765852,2765876,forward,Strong
IscR,3545587,3545611,forward,Strong
KdgR,1933095,1933115,reverse,Strong
KdgR,1934779,1934799,reverse,Weak
KdpE,728904,728921,reverse,Confirmed
LacI,365922,365942,reverse,Strong
LacI,366323,366343,reverse,Confirmed
LacI,366415,366435,reverse,Strong
LeuO,84014,84034,forward,Strong
LeuO,84014,84034,forward,Strong
LeuO,84040,84060,forward,Strong
LeuO,84040,84060,forward,Strong
LeuO,84099,84119,forward,Strong
LeuO,84099,84119,forward,Strong
LeuO,84122,84142,forward,Strong
LeuO,84122,84142,forward,Strong
LeuO,84122,84142,forward,Strong
LeuO,2884263,2884283,reverse,Strong
LeuO,2884289,2884309,reverse,Strong
LeuO,2884389,2884409,reverse,Strong
LeuO,2884419,2884439,reverse,Strong
LeuO,3906805,3906825,reverse,Strong
LeuO,3906805,3906825,reverse,Strong
LeuO,3906836,3906856,reverse,Strong
LeuO,3906836,3906856,reverse,Strong
LexA,65834,65853,reverse,Strong
LexA,91004,91023,forward,Weak
LexA,246517,246536,reverse,Weak
LexA,250864,250883,forward,Weak
LexA,251958,251977,forward,Weak
LexA,607640,607659,forward,Weak
LexA,712015,712034,reverse,Weak
LexA,739345,739364,forward,Weak
LexA,739436,739455,forward,Weak
LexA,813120,813136,forward,Strong
LexA,813234,813250,forward,Strong
LexA,813287,813303,forward,Strong
LexA,813434,813450,forward,Strong
LexA,813434,813450,forward,Strong
LexA,833036,833055,forward,Strong
LexA,933128,933147,forward,Strong
LexA,1020939,1020958,reverse,Weak
LexA,1121507,1121526,reverse,Strong
LexA,1230708,1230727,forward,Weak
LexA,1230728,1230747,forward,Strong
LexA,1810159,1810178,forward,Strong
LexA,1810177,1810196,forward,Strong
LexA,1823482,1823501,forward,Weak
LexA,1930765,1930784,reverse,Weak
LexA,1946026,1946045,reverse,Strong
LexA,1946027,1946046,reverse,Strong
LexA,1946078,1946097,reverse,Weak
LexA,1946079,1946098,reverse,Weak
LexA,1995526,1995545,reverse,Weak
LexA,2081277,2081296,reverse,Weak
LexA,2196446,2196465,forward,Weak
LexA,2751727,2751746,forward,Strong
LexA,2751749,2751768,forward,Strong
LexA,2823829,2823848,reverse,Strong
LexA,2823829,2823848,reverse,Strong
LexA,2958982,2959001,reverse,Strong
LexA,2958982,2959001,reverse,Strong
LexA,3210729,3210748,forward,Strong
LexA,3647980,3647999,reverse,Weak
LexA,3648002,3648021,reverse,Weak
LexA,3817697,3817716,forward,Weak
LexA,3853299,3853318,forward,Weak
LexA,3997907,3997926,forward,Weak
LexA,4005834,4005849,forward,Weak
LexA,4257027,4257046,forward,Weak
LexA,4257068,4257087,forward,Strong
LexA,4257089,4257108,forward,Strong
LexA,4273955,4273974,forward,Weak
LexA,4273955,4273974,reverse,Weak
LexA,4579916,4579935,reverse,Strong
LldR,3777181,3777203,forward,Strong
LldR,3777181,3777203,forward,Strong
LldR,3777307,3777329,forward,Strong
LrhA,84000,84091,forward,Strong
LrhA,84000,84091,forward,Strong
LrhA,84000,84091,forward,Strong
LrhA,1978500,1978514,reverse,Strong
Lrp,85341,85355,forward,Strong
Lrp,85341,85355,forward,Strong
Lrp,85372,85386,forward,Strong
Lrp,85372,85386,forward,Strong
Lrp,85453,85467,forward,Strong
Lrp,85453,85467,forward,Strong
Lrp,85488,85502,forward,Strong
Lrp,85488,85502,forward,Strong
Lrp,85517,85531,forward,Strong
Lrp,85517,85531,forward,Strong
Lrp,85537,85551,forward,Strong
Lrp,85537,85551,forward,Strong
Lrp,932265,932279,forward,Strong
Lrp,932328,932343,forward,Weak
Lrp,932351,932368,forward,Weak
Lrp,932369,932383,forward,Strong
Lrp,957454,957468,forward,Strong
Lrp,957454,957468,forward,Strong
Lrp,1237252,1237266,forward,Strong
Lrp,1237252,1237266,forward,Strong
Lrp,1237252,1237266,forward,Strong
Lrp,1237277,1237291,forward,Strong
Lrp,1237277,1237291,forward,Strong
Lrp,1237277,1237291,forward,Strong
Lrp,1237325,1237339,forward,Strong
Lrp,1237325,1237339,forward,Strong
Lrp,1237325,1237339,forward,Strong
Lrp,1237356,1237370,forward,Strong
Lrp,1237356,1237370,forward,Strong
Lrp,1237356,1237370,forward,Strong
Lrp,1237382,1237396,forward,Strong
Lrp,1237382,1237396,forward,Strong
Lrp,1237382,1237396,forward,Strong
Lrp,1237412,1237426,forward,Strong
Lrp,1237412,1237426,forward,Strong
Lrp,1237412,1237426,forward,Strong
Lrp,1237450,1237464,forward,Strong
Lrp,1237450,1237464,forward,Strong
Lrp,1237450,1237464,forward,Strong
Lrp,1237495,1237509,forward,Strong
Lrp,1237495,1237509,forward,Strong
Lrp,1237495,1237509,forward,Strong
Lrp,1237527,1237541,forward,Strong
Lrp,1237527,1237541,forward,Strong
Lrp,1237527,1237541,forward,Strong
Lrp,1237574,1237588,forward,Strong
Lrp,1237574,1237588,forward,Strong
Lrp,1237574,1237588,forward,Strong
Lrp,1237596,1237610,forward,Strong
Lrp,1237596,1237610,forward,Strong
Lrp,1237596,1237610,forward,Strong
Lrp,1298412,1298427,reverse,Weak
Lrp,1298472,1298485,reverse,Weak
Lrp,1298563,1298578,reverse,Weak
Lrp,1299260,1299274,forward,Strong
Lrp,1556537,1556551,forward,Strong
Lrp,1556537,1556551,forward,Strong
Lrp,1880764,1880775,reverse,Weak
Lrp,1880801,1880812,reverse,Weak
Lrp,1880835,1880846,reverse,Weak
Lrp,1880868,1880879,reverse,Weak
Lrp,2255164,2255175,forward,Weak
Lrp,2308679,2308690,reverse,Weak
Lrp,2308690,2308701,reverse,Weak
Lrp,2308830,2308841,reverse,Weak
