,locus_tag,name,tss,strand
1662,BSU_22270,yppE,2339205,-1
1663,BSU_22280,yppD,2339502,-1
1664,BSU_22290,sspM,2339656,1
1665,BSU_22300,yppC,2341218,-1
1666,BSU_22310,recU,2339950,1
1667,BSU_22320,ponA,2340291,1
1668,BSU_22330,ypoC,2347578,-1
1669,BSU_22370,aspB,2349314,-1
1670,BSU_22380,tseB,2349600,-1
1671,BSU_22390,ypmA,2350810,-1
1672,new_2349590_2349664,S849,2349590,1
1673,BSU_22430,panB,2354880,-1
1674,BSU_22440,birA,2360512,-1
1675,BSU_22450,cca,2360594,-1
1676,BSU_22510,ypjC,2360586,1
1677,BSU_22520,ypjB,2362360,-1
1678,BSU_22540,qcrC,2365160,-1
1679,BSU_22580,reoY,2366319,-1
1680,BSU_22590,ypiA,2367686,-1
1681,BSU_22610,tyrA,2372013,-1
1682,BSU_22620,hisC,2373757,-1
1683,BSU_22630,trpA,2374175,-1
1684,BSU_22640,trpB,2377619,-1
1689,BSU_22690,aroH,2380324,-1
1690,BSU_22700,aroB,2381160,-1
1691,BSU_22730,ndk,2381853,-1
1692,BSU_22740,hepT,2384456,-1
1693,BSU_22770,mtrB,2385394,-1
1695,BSU_22790,hbs,2385842,-1
1696,BSU_22800,spoIVA,2387738,-1
1697,BSU_22810,yphF,2388870,-1
1698,new_2388935_2389134_c,S863,2389134,-1
1699,BSU_22830,gpsA,2391641,-1
1700,BSU_22840,yphC,2393380,-1
1703,BSU_22869,ypzI,2393240,1
1704,BSU_22870,fni,2395952,-1
1705,BSU_22890,cmk,2397003,-1
1706,BSU_22900,ypfB,2397715,-1
1708,BSU_22920,ypeB,2399694,-1
1709,BSU_22930,sleB,2400103,-1
1710,BSU_22940,prsW,2400904,-1
1711,new_2401843_2402036,S869,2401843,1
1712,BSU_22960,gudB,2403396,-1
1713,BSU_22970,ypbH,2404172,-1
1714,BSU_22980,ypbG,2405065,-1
1715,BSU_23010,ypbD,2406627,-1
1716,BSU_23030,ypbB,2409527,-1
1717,BSU_23040,fer,2408773,1
1718,BSU_misc_RNA_78,fswB,2410903,-1
1720,BSU_23070,serA,2411033,1
1721,BSU_23080,aroC,2413513,-1
1722,BSU_23090,rsiX,2415228,-1
1723,BSU_23100,sigX,2415262,-1
1724,new_2415264_2415371,S877,2415021,1
1725,BSU_23110,resE,2417927,-1
1726,BSU_23120,resD,2421374,-1
1727,BSU_23130,resC,2422204,-1
1728,BSU_23140,resB,2422273,-1
1731,BSU_23170,spmB,2424558,-1
1732,BSU_23200,ypuI,2425217,-1
1733,BSU_23210,scpB,2426647,-1
1734,BSU_23230,ypuF,2426835,1
1735,BSU_23240,ribT,2427853,-1
1736,BSU_23250,ribH,2431637,-1
1737,BSU_23300,ypuD,2432126,-1
1738,new_2432160_2433082,S882,2432160,1
1739,BSU_23310,sipS,2432899,-1
1740,BSU_23328,ypzJ,2433586,-1
1741,new_2433788_2434859,S885,2433788,1
1742,BSU_23350,ypzD,2434970,1
1743,BSU_23360,ppiB,2435822,-1
1744,BSU_23370,ypuA,2435947,1
1745,BSU_23380,lysA,2438331,-1
1746,BSU_23390,spoVAF,2439082,-1
1747,BSU_23401,spoVAEA,2443331,-1
1749,BSU_23450,sigF,2445025,-1
1750,BSU_23460,spoIIAB,2446288,-1
1751,BSU_23490,pupG,2448454,-1
1752,BSU_23500,drm,2448483,-1
1753,BSU_23519,yqzK,2449630,-1
1754,BSU_23520,fur,2450317,-1
1755,BSU_23530,spoIIM,2451083,-1
1756,BSU_23550,mleA,2454263,-1
1757,BSU_23560,mleN,2456875,-1
1759,BSU_23590,ansR,2456951,1
1760,BSU_23600,yqxK,2459036,-1
1761,BSU_23610,nudF,2459122,-1
1762,BSU_23616,mciZ,2459107,1
1763,BSU_23620,yqkF,2459290,1
1764,BSU_23630,yqkE,2460532,-1
1765,BSU_23640,yqkD,2460610,1
1766,BSU_23650,yqkC,2461940,-1
1767,BSU_23660,yqkB,2462227,-1
1768,BSU_23670,yqkA,2464118,-1
1769,BSU_23680,yqjZ,2465834,-1
1771,BSU_23720,yqzH,2464735,1
1772,BSU_23730,yqjV,2466689,1
1774,BSU_23750,yqjT,2472787,-1
1776,BSU_23800,proI,2472882,1
1777,BSU_23810,yqjN,2475732,-1
1778,BSU_23820,yqjM,2475702,1
1779,BSU_23830,yqjL,2476934,1
1780,new_2477758_2477958_c,rpmGC,2478968,-1
1783,BSU_23850,zwf,2479090,1
1784,BSU_23860,gndA,2482225,-1
1785,BSU_23870,polY1,2483790,-1
1786,BSU_23880,mifM,2483555,1
1788,BSU_23900,yqjF,2484878,1
1789,BSU_23920,yqjD,2487941,-1
1790,BSU_23930,yqjC,2489507,-1
1791,new_2488815_2488968,S907,2488815,1
1792,BSU_23960,artR,2492861,-1
1793,BSU_23990,brxB,2493546,-1
1794,BSU_24000,bmrU,2493635,1
1796,BSU_24020,bmrR,2494628,1
1797,BSU_24030,bkdB,2504692,-1
1798,BSU_24100,bkdR,2506944,-1
1799,BSU_24110,yqzF,2506982,1
1800,BSU_24120,mmgF,2508533,-1
1801,BSU_24130,mmgE,2513996,-1
1802,BSU_24140,mmgD,2514092,-1
1803,BSU_24180,yqiK,2514934,-1
1804,BSU_24190,yqiI,2515932,-1
1807,BSU_24210,yqiG,2516408,1
1808,new_2517585_2517755_c,S912,2517755,-1
1809,BSU_24220,spo0A,2518871,-1
1810,BSU_24230,spoIVB,2520438,-1
1811,BSU_24250,ahrC,2525743,-1
1813,BSU_24310,folD,2529724,-1
1814,BSU_24330,yqhY,2531242,-1
1815,BSU_24340,accC,2532267,-1
1817,BSU_24370,spoIIIAG,2534022,-1
1818,BSU_24380,spoIIIAF,2537642,-1
1819,BSU_24390,spoIIIAE,2538013,-1
1820,BSU_24450,efp,2540266,-1
1821,BSU_24460,papA,2540846,-1
1822,BSU_24490,yqhQ,2540913,1
1824,BSU_24510,yqhO,2543358,-1
1825,BSU_24520,mntR,2543911,-1
1826,BSU_24530,lipM,2544839,-1
1827,BSU_24540,yqhL,2544904,1
1828,BSU_24550,gcvPB,2549677,-1
1830,BSU_24580,yqhH,2549635,1
1831,BSU_24600,sinI,2552324,1
1832,BSU_24610,sinR,2552393,1
1833,BSU_24620,tasA,2553923,-1
1834,BSU_24630,sipW,2555307,-1
1836,BSU_24650,yqzG,2555476,1
1837,BSU_24660,spoIIIL,2556100,-1
1838,BSU_24670,comGG,2560096,-1
1839,BSU_24740,corA,2561487,-1
1840,BSU_24750,yqhB,2561564,1
1841,BSU_24770,mgsR,2564435,-1
1842,BSU_24780,yqgY,2564523,1
1843,BSU_24790,yqgX,2565597,-1
1844,BSU_24800,yqgW,2565671,1
1845,BSU_24810,yqgV,2568530,-1
1846,BSU_24840,yqgS,2570556,-1
1847,new_2569624_2570653,S931,2569624,1
1848,BSU_24850,glcK,2573461,-1
1849,BSU_24860,yqgQ,2573721,-1
1851,BSU_24900,rpmGA,2574604,-1
1852,BSU_24910,yqgM,2576235,-1
1853,BSU_24930,sweD,2576156,1
1854,BSU_24940,sweC,2576330,1
1855,BSU_24950,pstBB,2581658,-1
1856,BSU_24960,pstBA,2582523,-1
1857,BSU_25000,pbpA,2583227,-1
1858,BSU_25010,yqgE,2585361,-1
1859,BSU_25020,sodA,2586105,-1
1860,BSU_25030,yqgC,2586175,-1
1861,BSU_25040,yqgB,2586780,1
1862,BSU_25050,yqgA,2588470,-1
1863,BSU_25060,yqfZ,2588443,1
1864,BSU_25070,ispG,2588674,1
1865,BSU_25080,yqfX,2590706,-1
1866,BSU_25090,yqfW,2590765,1
1867,BSU_25100,zur,2591960,-1
1868,BSU_25110,yqfU,2592928,-1
1869,BSU_25120,yqfT,2592917,1
1870,BSU_25130,nfo,2594229,-1
1871,BSU_25140,cshB,2595547,-1
1872,BSU_25150,yqfQ,2595625,1
1874,BSU_25170,yqfO,2599375,-1
1875,BSU_25190,cccA,2599924,-1
1876,new_2600156_2602305,S951,2600050,1
1877,BSU_25210,dnaG,2603352,-1
1878,BSU_25220,antE,2602969,1
1879,BSU_25230,yqxD,2603840,-1
1880,BSU_25240,yqfL,2605732,-1
1881,BSU_25260,glyS,2608922,-1
1883,new_2608912_2610324,S956,2608912,1
1884,BSU_25280,recO,2611378,-1
1886,BSU_25340,phoH,2615524,-1
1887,BSU_25370,yqfB,2619832,-1
1889,BSU_25400,yqeY,2620620,-1
1891,BSU_25420,yqeW,2620485,1
1892,BSU_25450,yqeT,2628555,-1
1893,BSU_25460,dnaJ,2629682,-1
1894,new_2625913_2626090_c,surC,2625840,1
1895,new_2625913_2626090_c,surC,2629819,1
1896,BSU_misc_RNA_79,surC,2630734,1
1897,BSU_25470,dnaK,2632785,-1
1902,BSU_25520,yqxA,2634464,-1
1903,BSU_25530,spoIIP,2635635,-1
1905,BSU_25550,rpsT,2635726,1
1906,BSU_25560,holA,2637180,-1
1907,new_2637203_2637542_c,S962,2637576,-1
1908,BSU_25569,yqzM,2637336,1
1909,BSU_25570,comEC,2641193,-1
1910,BSU_25580,comEB,2642033,-1
1911,BSU_25600,comER,2641168,1
1912,BSU_25610,yqeM,2647036,-1
1913,BSU_misc_RNA_80,sdaM,2647673,-1
1914,BSU_25690,sda,2647372,1
1915,new_2647725_2647872_c,S968,2647872,-1
1916,BSU_25700,yqeF,2648686,-1
1917,BSU_25710,cwlH,2649669,-1
1918,BSU_25720,yqeD,2649061,1
1919,BSU_25740,yqeB,2651581,1
1920,BSU_25750,nucB,2652819,-1
1921,BSU_25760,sigK,2652954,1
1922,BSU_25770,spoIVCA,2654984,-1
1923,BSU_25780,arsC,2657687,-1
1925,BSU_25820,yqcI,2658803,-1
1926,BSU_25830,rapE,2659166,1
1927,BSU_25840,phrE,2660244,1
1928,BSU_25860,yqcG,2661062,1
1929,BSU_25880,yqxJ,2664454,-1
1931,new_2664732_2666054,S975,2664530,1
1932,BSU_26020,yqbP,2672596,-1
1935,BSU_misc_RNA_81,ratA,2678565,-1
1936,new_2678724_2678943,BsrG,2678724,1
1937,BSU_misc_RNA_92,bsrH,2679086,-1
1938,BSU_26060,yqbM,2680187,-1
1939,BSU_26120,yqbG,2683035,-1
1940,BSU_26160,yqbC,2685841,-1
1941,BSU_26180,yqbA,2688173,-1
1942,BSU_26210,yqaR,2690878,-1
1943,BSU_26230,yqaP,2691590,1
1944,BSU_26250,yqaN,2693656,-1
1945,BSU_26350,sknR,2698855,1
1946,BSU_26370,yqaC,2700625,-1
1947,BSU_26380,yqaB,2700681,1
1948,BSU_26390,sigKC,2701362,1
1949,BSU_26400,yrkS,2702099,-1
1950,BSU_26410,yrkR,2705205,-1
1951,BSU_26440,yrkO,2705319,1
1953,BSU_26470,yrkL,2708787,-1
1954,BSU_26480,yrkK,2709469,-1
1955,BSU_26490,yrkJ,2714353,-1
1956,BSU_26500,yrkI,2714632,-1
1962,BSU_26559,yrzN,2715523,-1
1964,BSU_26580,bltR,2716883,-1
1965,BSU_26590,blt,2716904,1
1966,BSU_26610,yrkA,2720343,-1
1967,BSU_26630,yrdQ,2721735,1
1968,BSU_26640,czcO,2724869,-1
1969,BSU_26650,czcD,2724954,-1
1970,BSU_26670,gltR,2725791,1
1971,BSU_26730,yrdF,2730853,-1
1972,BSU_26749,yrdD/2,2732725,-1
1973,BSU_26760,yrdC,2733581,-1
1974,BSU_26770,yrdB,2734371,-1
1975,BSU_26780,bstE,2736637,-1
1976,BSU_26800,yrpB,2736844,1
1977,BSU_26810,yrpC,2738257,1
1978,BSU_26820,yrpD,2739439,1
1980,new_2740743_2740894,S1009,2740743,1
1981,BSU_26830,zinT,2742159,-1
1982,BSU_26840,sigZ,2742843,-1
1983,BSU_26860,yraO,2746503,-1
1984,BSU_26870,yraN,2746578,-1
1985,BSU_26890,csn,2748856,-1
1986,BSU_26900,yraL,2749037,1
1987,BSU_26920,yraJ,2751754,-1
1988,BSU_26940,yraH,2752611,-1
1989,BSU_26950,yraG,2752780,1
1991,BSU_27000,adhR,2755846,-1
1992,BSU_27009,yrzP,2755836,1
1994,BSU_27020,yraA,2756226,1
1995,BSU_27030,sacC,2762862,-1
1997,BSU_27080,levR,2766054,-1
1998,BSU_27090,aapA,2766510,1
1999,BSU_27100,yrhP,2768739,-1
2000,BSU_27110,yrhO,2768778,1
2001,BSU_27120,sigV,2769794,1
2003,BSU_misc_RNA_82,rnaC,2773764,1
2004,BSU_27170,fatR,2778506,-1
2006,new_2778574_2778790_c,S1024,2778790,-1
2007,new_2779165_2779384_c,S1027,2779384,-1
2008,new_2780331_2780484_c,S1029,2780484,-1
2009,BSU_27210,yrhF,2780996,-1
2010,BSU_27220,yrhE,2781001,1
2011,BSU_27240,yrhC,2787583,-1
2012,BSU_27250,mccB,2788073,-1
2013,BSU_27260,mccA,2788546,-1
2016,BSU_27290,yrzA,2788570,1
2017,BSU_27300,yrrS,2789724,-1
2018,BSU_27310,pbpI,2790758,-1
2019,BSU_27320,greA,2792100,-1
2020,BSU_27330,udk,2792210,-1
2021,BSU_27340,yrrO,2795840,-1
2022,BSU_27370,yrrL,2797005,-1
2023,BSU_27380,yrzB,2797666,-1
2024,BSU_27390,yrrK,2798150,-1
2025,BSU_27400,reoM,2800592,-1
2026,new_2798008_2799197,S1038,2798008,1
2027,BSU_27410,alaS,2801120,-1
2028,BSU_27420,yrrI,2802220,-1
2029,BSU_27430,glnQ,2802123,1
2031,BSU_27468,yrzQ,2805815,-1
2032,BSU_27469,yrzR,2806195,-1
2034,BSU_27480,recD2,2811277,-1
2035,new_2806566_2806915,S1042,2806546,1
2037,BSU_27500,trmU,2812216,-1
2040,BSU_27530,rarA,2812308,1
2041,BSU_27540,yrvM,2814700,-1
2043,BSU_27550,aspS,2818174,-1
2044,BSU_27570,yrzK,2818409,-1
2045,BSU_27580,yrvJ,2818161,1
2046,BSU_27590,dtd,2822769,-1
2047,BSU_27600,relA,2822806,-1
2048,BSU_27610,apt,2823891,-1
2049,BSU_27620,recJ,2825804,-1
2050,BSU_27630,yrvD,2826201,-1
2051,BSU_27640,yrvC,2826818,-1
2052,BSU_27650,secDF,2829527,-1
2053,BSU_27660,comN,2830447,-1
2054,BSU_27670,spoVB,2829513,1
2055,BSU_27680,yrbG,2831811,-1
2057,BSU_27700,yrbF,2832779,-1
2058,BSU_27710,tgt,2832823,-1
2059,BSU_27720,queA,2836805,-1
2061,BSU_27750,bofC,2837446,-1
2062,BSU_27760,csbX,2838815,-1
2063,BSU_27770,yrbE,2839929,-1
2064,BSU_27785,yrzF,2840027,1
2065,new_2840767_2840964_c,pipA,2840973,-1
2066,BSU_27800,yrzH,2841021,1
2067,BSU_27810,yrbD,2841518,1
2068,BSU_27820,yrbC,2843868,-1
2069,BSU_27830,coxA,2844572,-1
2070,BSU_27840,safA,2845894,-1
2071,BSU_27850,nadA,2846662,-1
2072,BSU_27860,nadC,2849497,-1
2073,BSU_27870,nadB,2849588,-1
2074,BSU_27880,nifS,2849532,1
2075,BSU_27890,nadR,2850485,1
2076,BSU_27910,thrR,2854611,-1
2078,BSU_27950,prp,2855947,-1
2079,BSU_27960,rplU,2857656,-1
2081,BSU_28000,minC,2861789,-1
2082,BSU_28010,mreD,2863002,-1
2083,BSU_28020,mreC,2863196,-1
2086,BSU_28060,spoIIB,2864347,-1
2087,BSU_28070,comC,2865200,-1
2088,BSU_28080,folC,2869618,-1
2089,BSU_28090,valS,2869739,-1
2090,BSU_28099,yszA,2869716,1
2091,BSU_28100,ysxE,2872790,-1
2092,BSU_28120,hemL,2879203,-1
2093,BSU_28130,hemB,2879294,-1
2094,BSU_28140,hemD,2879712,-1
2095,BSU_28150,hemC,2879844,-1
2096,BSU_28180,ysxD,2879262,1
2097,BSU_28190,ysxC,2882816,-1
2098,BSU_28200,lonA,2882888,-1
2099,BSU_28210,lonB,2884676,-1
2100,BSU_28220,clpX,2886122,-1
2101,BSU_28230,tig,2887779,-1
2102,BSU_28240,ddcA,2888864,-1
2103,BSU_28250,leuD,2897454,-1
2104,BSU_28260,leuC,2897603,-1
2107,new_2892550_2894991,S1070,2890878,1
2108,BSU_28320,ysnD,2897762,1
2109,BSU_28330,ysnE,2898227,1
2110,BSU_28340,ysnF,2898882,1
2111,BSU_tRNA_84,trnSL-Arg2,2899929,-1
2112,BSU_28360,ysnA,2901989,-1
2113,BSU_28380,gerM,2903127,-1
2114,BSU_28390,racE,2904535,-1
2115,BSU_28410,gerE,2905013,-1
2116,BSU_28430,sdhB,2908827,-1
2117,BSU_28460,yslB,2909002,1
2118,BSU_28470,lysC,2911077,-1
2120,BSU_28490,uvrC,2912929,-1
2121,BSU_28500,trxA,2913368,-1
2123,BSU_28510,abf2,2915247,-1
2124,BSU_28520,etfA,2918585,-1
2125,BSU_28530,etfB,2920365,-1
2126,BSU_28580,mutSB,2925940,-1
2127,BSU_28590,polX,2926719,-1
2129,BSU_28620,rnhC,2925987,1
2130,BSU_28640,pheS,2930790,-1
2131,new_2930783_2931047,S1082,2930783,1
2132,BSU_28650,ysgA,2931613,-1
2133,BSU_28660,sspI,2931642,1
2134,new_2931889_2933301_c,S1083,2933301,-1
2135,BSU_28670,ysfB,2931949,1
2136,BSU_28680,glcD,2933141,1
2138,BSU_28710,cstA,2938213,-1
2139,BSU_28720,abfA,2939847,-1
2140,BSU_28730,araQ,2948972,-1
2142,BSU_28810,abnA,2950139,-1
2143,BSU_28820,ysdC,2951355,-1
2144,BSU_28830,ysdB,2951458,1
2145,BSU_28840,ysdA,2953550,-1
2146,BSU_28850,rplT,2953623,-1
2149,BSU_28890,yscB,2953763,1
2150,BSU_28910,pftA,2955690,-1
2151,BSU_28930,lytS,2958368,-1
2152,BSU_28940,serB,2958376,1
2153,BSU_28950,thrS,2961235,-1
2154,BSU_misc_RNA_48,tboT,2961494,-1
2155,BSU_28960,ytxC,2962454,-1
2156,BSU_28970,ytxB,2965603,-1
2159,BSU_29000,nrdR,2966287,-1
2160,BSU_29010,speD,2966932,-1
2161,BSU_29020,gapB,2967033,-1
2162,BSU_29030,ytcD,2968771,-1
2163,BSU_29040,ytbD,2968717,1
2164,BSU_29050,ytbE,2970675,1
2165,BSU_29070,ytaF,2975888,-1
2166,BSU_29100,phoR,2978545,-1
2167,BSU_29110,phoP,2978560,-1
2168,BSU_29120,mdh,2980784,-1
2169,BSU_29130,icd,2981069,-1
2170,BSU_29140,citZ,2982463,-1
2171,BSU_29150,ytwI,2983094,-1
2172,BSU_29160,ytvI,2982119,1
2173,BSU_29170,ytzA,2987649,-1
2175,BSU_29210,accD,2989649,-1
2176,new_2989552_2990726,S1105,2989552,1
2177,BSU_29220,ytsJ,2991249,-1
2178,BSU_29230,dnaE,2992509,-1
2179,BSU_29239,ytrH,2994737,1
2180,BSU_29249,ytzJ,2995648,1
2181,BSU_29250,nrnA,2996884,-1
2182,BSU_29260,ytpI,2996284,1
2183,BSU_29270,ytoI,2998667,-1
2184,BSU_29280,ytnM,3008841,-1
2185,BSU_29290,sndA,3008842,-1
2186,BSU_29400,ascR,3008857,1
2187,BSU_29420,ytkK,3011495,-1
2188,BSU_29440,argH,3014421,-1
2189,BSU_29460,moaB,3015060,-1
2190,BSU_29470,ackA,3016390,-1
2192,BSU_29490,tpx,3018238,-1
2193,BSU_29500,gerW,3018870,-1
2194,BSU_29510,ytfI,3019474,-1
2195,BSU_29520,sppI,3021074,-1
2196,BSU_29530,sppA,3021169,-1
2197,BSU_29540,ytdI,3021157,1
2198,BSU_29560,ytcI,3025317,-1
2199,BSU_29570,sspA,3025671,-1
2200,BSU_29580,thiI,3029246,-1
2201,BSU_29600,braB,3028207,1
2202,BSU_29610,ezrA,3031488,-1
2203,BSU_29620,hisJ,3031523,1
2204,BSU_29630,refZ,3033074,-1
2206,BSU_29650,dgcP,3035473,-1
2207,BSU_29660,rpsD,3034933,1
2208,new_3036310_3036529_c,SR7P,3036537,-1
2209,BSU_29670,tyrS,3038168,-1
2210,BSU_29679,ytzK,3039961,-1
2212,BSU_29690,acuA,3039973,1
2213,BSU_29700,acuB,3040051,1
2214,BSU_29710,acuC,3040325,1
2215,BSU_29720,motS,3045219,-1
2216,BSU_29730,motP,3045329,-1
2218,BSU_29750,aroA,3046582,-1
2219,BSU_29760,ytxJ,3048041,-1
2220,BSU_29770,ytxH,3048090,-1
2221,BSU_29790,murC,3049501,-1
2222,BSU_29805,sftA,3049699,-1
2223,BSU_29820,ytpR,3054567,-1
2225,BSU_29850,ytoQ,3054685,1
2226,BSU_29860,ytoP,3056346,-1
2227,BSU_29870,ytzB,3056440,1
2228,BSU_29880,malS,3058588,-1
2229,BSU_29890,ytnP,3059490,-1
2230,BSU_29900,trmB,3060223,-1
2231,BSU_29910,ytzH,3060360,1
2232,BSU_29920,ytmP,3061624,-1
2233,BSU_29940,ytlR,3065496,-1
2234,BSU_29950,ytlQ,3066337,-1
2235,BSU_29960,ytlP,3066420,-1
2236,BSU_29970,ytkP,3066168,1
2237,BSU_29980,ytjP,3069252,-1
2238,BSU_29990,pbuO,3068870,1
2239,BSU_30000,ythQ,3072141,-1
2241,BSU_30020,ytzE,3072180,1
2242,BSU_30035,ytzG,3075213,-1
2244,BSU_30060,ytfP,3075321,1
2246,BSU_30080,yteV,3078595,-1
2247,BSU_30090,yteU,3083251,-1
2248,BSU_30150,rmgR,3083401,1
2249,BSU_30170,ytcP,3088266,-1
2250,BSU_30180,ytbQ,3095548,-1
2252,BSU_30250,ytaP,3096604,-1
2253,BSU_30260,melR,3096723,1
2254,BSU_30270,melE,3097804,1
2255,BSU_30280,melD,3100862,1
2256,BSU_30310,ytwF,3102544,-1
2257,BSU_30320,leuS,3105400,-1
2258,new_3105438_3105878,S1157,3105438,1
2259,BSU_30330,ytvB,3106064,-1
2260,BSU_30340,ytvA,3106140,1
2261,BSU_30350,yttB,3108524,-1
2262,BSU_30360,yttA,3108584,1
2263,BSU_30380,bceA,3112114,-1
2264,BSU_30390,bceS,3113918,-1
2265,BSU_30420,ytrE,3119483,-1
2267,BSU_30470,ytzC,3119881,-1
2268,BSU_30480,ytqA,3119892,1
2269,BSU_30490,ytqB,3119958,1
2270,BSU_30510,ytpA,3124021,-1
2271,BSU_30520,ytoA,3123123,1
2272,BSU_30550,metK,3129076,-1
2273,BSU_30560,pckA,3129491,1
2274,BSU_30580,ytmA,3132312,-1
2275,BSU_30595,ytlA,3132322,1
2276,BSU_30630,rppH,3135491,-1
2277,BSU_30640,ytkC,3136117,-1
2278,BSU_30650,dps,3136694,-1
2279,BSU_30659,ytzI,3136769,1
2280,BSU_30660,ytkA,3136707,-1
2281,BSU_30680,ytjA,3138065,1
2282,BSU_30690,ytiB,3138924,-1
2283,BSU_30700,rpmEB,3139258,-1
2284,BSU_30710,ythA,3139385,1
2285,BSU_30720,ythB,3141871,1
2286,BSU_30740,mntD,3145995,-1
2287,BSU_30750,mntC,3146088,-1
2288,BSU_30760,mntB,3146171,-1
2289,BSU_30780,menC,3148257,-1
2290,BSU_30790,menE,3148805,-1
2291,BSU_30800,menB,3149704,-1
2292,BSU_30810,ytxM,3149833,-1
2293,BSU_30820,menD,3149999,-1
2294,BSU_30830,menF,3153830,-1
2295,BSU_30840,yteA,3153978,1
2296,BSU_30850,ytdA,3155588,-1
2297,BSU_30860,ytcA,3155676,1
2298,BSU_30890,ytxO,3161930,-1
2300,BSU_30920,cotI,3162057,1
2301,BSU_30930,ytaB,3163205,1
2302,BSU_30940,glgP,3171658,-1
2303,BSU_30950,glgA,3171691,-1
2304,BSU_tRNA_72,trnB-Glu,3178818,-1
2305,BSU_tRNA_71,trnB-Ser2,3178908,-1
2306,BSU_tRNA_70,trnB-Asn,3178932,-1
2313,BSU_30990,thiT,3178774,1
2314,BSU_31000,yuaI,3182585,-1
2315,BSU_31010,floT,3182678,-1
2317,BSU_31030,bstB,3182673,1
2318,BSU_31040,yuaD,3183822,-1
2319,BSU_31050,gbsB,3184856,-1
2320,BSU_31060,gbsA,3186616,-1
2321,BSU_31070,gbsR,3186711,1
2322,BSU_31080,bslA,3187402,1
2323,BSU_31090,ktrA,3188168,1
2324,BSU_31110,yubF,3190767,-1
2325,BSU_31120,lytG,3191737,-1
2326,BSU_31130,yubD,3193546,-1
2327,BSU_31140,yubC,3193811,1
2328,BSU_tRNA_86,trnSL-Ala1,3194558,-1
2329,BSU_31150,uppP,3196767,-1
2331,BSU_31170,iolU,3196748,1
2332,BSU_31180,rhaA,3201853,-1
2333,BSU_31190,rhaM,3203965,-1
2334,BSU_31230,tlpB,3206089,-1
2335,BSU_31240,mcpA,3208190,-1
2336,BSU_31250,tlpA,3210308,-1
2337,BSU_31260,mcpB,3212475,-1
2338,BSU_31270,tgl,3212570,1
2340,BSU_31290,yugT,3216078,-1
2341,new_3217011_3217663,S1193,3217007,1
2342,BSU_31310,yugP,3218229,-1
2343,BSU_31319,yuzI,3218504,-1
2344,BSU_31321,mstX,3218574,1
2345,BSU_31330,yugN,3220915,-1
2346,BSU_31340,yugM,3222056,-1
2347,BSU_31350,pgi,3222121,-1
2348,BSU_31360,yugK,3223413,-1
2349,BSU_31370,yugJ,3224667,-1
2350,BSU_31380,yuzA,3224751,1
2351,BSU_31390,yugI,3225619,-1
2352,new_3225687_3226671,ncr1241,3225687,1
2353,BSU_31400,alaT,3227484,-1
2354,BSU_31420,yugF,3227490,1
2355,BSU_31430,yugE,3228722,-1
2356,BSU_31440,patB,3228711,1
2357,BSU_31450,kinB,3230039,1
2358,BSU_31460,kapB,3231370,1
2359,BSU_31470,kapD,3232481,-1
2360,BSU_31480,yuxJ,3232574,1
2361,BSU_31490,pbpD,3233891,1
2363,BSU_31510,yufK,3237013,-1
2364,BSU_31520,malK,3236453,1
2365,BSU_31540,nupN,3239640,1
2367,BSU_31580,maeN,3244743,1
2368,BSU_31590,yufS,3246385,-1
2369,BSU_31600,mrpA,3246432,1
2371,BSU_31620,mrpC,3246529,1
2373,BSU_31640,mrpE,3249719,1
2375,BSU_31670,yuxO,3253474,-1
2376,BSU_31680,comA,3256967,-1
2377,BSU_31690,comP,3257021,-1
2378,new_3255432_3256404,S1214,3254559,1
2380,BSU_31720,degQ,3257307,-1
2381,BSU_31730,yuzC,3257666,1
2382,BSU_31740,pdeH,3259299,-1
2383,BSU_31760,pncA,3261477,-1
2384,BSU_31770,yueI,3262291,-1
2385,BSU_31790,yueG,3262575,-1
2386,BSU_31800,yueF,3263784,-1
2387,BSU_31810,yuzE,3263403,1
2388,BSU_31820,yuzF,3264535,-1
2389,BSU_31830,yueE,3265239,-1
2390,BSU_31840,yueD,3266163,-1
2391,BSU_31850,yueC,3276513,-1
2392,new_3266637_3269004,S1224,3266637,1
2395,new_3273703_3274665,S1225,3273703,1
2397,new_3276604_3276710,S1227,3276494,1
2398,BSU_31920,adeR,3276802,1
2399,BSU_31930,ald,3278300,1
2401,BSU_31959,ybdZ,3292405,-1
2403,BSU_32010,besA,3293440,-1
2404,BSU_32020,yuiH,3294254,-1
2405,BSU_32030,yuiG,3294222,1
2406,BSU_32040,yuiF,3296327,-1
2407,BSU_32050,yuiE,3297999,-1
2408,BSU_32060,yuiD,3297962,1
2409,BSU_32070,yuiC,3299252,-1
2410,new_3298930_3299376,S1234,3298928,1
2411,BSU_32080,yuiB,3299688,-1
2412,new_3299590_3299699,S1236,3299590,1
2413,BSU_32090,yuiA,3299906,-1
2414,BSU_32100,yumB,3301382,-1
2415,BSU_32110,yumC,3301541,1
2416,BSU_32120,yuzG,3302893,-1
2417,BSU_32130,guaC,3302979,1
2418,BSU_32140,paiB,3305320,-1
2419,BSU_32150,paiA,3305428,-1
2420,BSU_32160,sufA,3306002,-1
2421,BSU_32170,dapF,3306618,-1
2422,BSU_32180,yutK,3308273,-1
2423,new_3307598_3308367,S1243,3307594,1
2424,BSU_32190,yuzB,3308576,-1
