,locus_tag,name,left,right,strand,tss,sigma_factor,box_10_left,box_10_right,box_35_left,box_35_right
1586,BSU_21010,yonS,2220335,2220946,-1,2221418,A,2221398,2221416,2221375,2221393
1587,new_2221639_2221791,S796,2221639,2221791,1,2221639,A,2221621,2221639,2221595,2221613
1588,new_2221793_2222297,S797,2221793,2222297,1,2221793,A,2221774,2221792,2221750,2221768
1589,BSU_21030,yonP,2222340,2222534,1,2222299,A,2222280,2222298,2222256,2222274
1591,BSU_21080,yonI,2228756,2229166,-1,2229202,A,2229184,2229202,2229157,2229175
1592,BSU_21100,yonG,2229988,2230908,1,2229955,?,2229935,2229953,2229910,2229928
1593,BSU_21310,yozP,2246151,2246480,-1,2246517,"F, G",2246498,2246516,2246473,2246491
1594,BSU_21330,yomK,2247889,2248335,1,2247862,D,2247844,2247862,2247817,2247835
1595,BSU_21340,yomJ,2248417,2249100,1,2248391,A,2248372,2248390,2248347,2248365
1596,BSU_21430,bhlB,2264903,2265169,1,2265111,?,2265092,2265110,2265066,2265084
1597,BSU_21450,yolJ,2265668,2266936,-1,2269675,A,2269656,2269674,2269632,2269650
1598,BSU_21460,bdbA,2266936,2267349,-1,2269754,A,2269735,2269753,2269710,2269728
1601,BSU_21490,sunI,2269988,2270305,-1,2270347,A,2270329,2270347,2270304,2270322
1602,BSU_21500,uvrX,2270407,2271657,-1,2272010,A,2271990,2272008,2271965,2271983
1603,BSU_21520,yolC,2272156,2272491,1,2272107,H,2272088,2272106,2272064,2272082
1604,BSU_21530,yolB,2272534,2272890,-1,2273173,K,2273155,2273173,2273130,2273148
1605,BSU_21540,yolA,2272896,2273363,-1,2273404,D,2273385,2273403,2273359,2273377
1606,new_2273515_2273748,bsrG,2273534,2273822,1,2273383,?,2273363,2273381,2273339,2273357
1607,BSU_21546,bsrG,2273594,2273710,1,2273427,B,2273408,2273426,2273384,2273402
1608,new_2273801_2274302,S811,2273801,2274302,1,2273801,?,2273781,2273799,2273757,2273775
1609,BSU_21550,yokL,2273989,2274522,-1,2277463,A,2277443,2277461,2277418,2277436
1610,BSU_21600,yokG,2278602,2279675,-1,2279729,A,2279709,2279727,2279685,2279703
1611,BSU_21610,yokF,2279977,2280867,1,2279919,A,2279901,2279919,2279875,2279893
1612,BSU_21630,yokD,2281667,2282485,1,2281501,A,2281482,2281500,2281457,2281475
1613,BSU_21640,yokC,2283136,2283651,-1,2283755,A,2283737,2283755,2283711,2283729
1614,BSU_21650,yokB,2283858,2284568,-1,2284613,A,2284594,2284612,2284568,2284586
1615,BSU_21660,sprA,2284771,2286408,1,2284713,A,2284695,2284713,2284670,2284688
1616,BSU_21670,ypqP,2286448,2287053,1,2286429,K,2286411,2286429,2286385,2286403
1617,BSU_21690,msrA,2287529,2288062,-1,2288110,A,2288091,2288109,2288066,2288084
1618,BSU_21700,ypoP,2288194,2288619,1,2288083,A,2288065,2288083,2288039,2288057
1619,BSU_21730,ypmS,2290285,2290848,-1,2291666,A,2291646,2291664,2291623,2291641
1620,BSU_21760,ypmP,2292432,2292683,-1,2292720,A,2292700,2292718,2292675,2292693
1621,BSU_21770,ilvA,2292769,2294037,-1,2294090,A,2294072,2294090,2294047,2294065
1622,BSU_21780,yplP,2294286,2295281,1,2294247,A,2294229,2294247,2294204,2294222
1623,BSU_21810,dfrA,2296603,2297109,-1,2299197,A,2299177,2299195,2299153,2299171
1625,new_2298463_2299409,S821,2298463,2299409,1,2298465,"E, F",2298445,2298463,2298422,2298440
1626,BSU_21860,brxA,2300221,2300655,-1,2300695,A,2300675,2300693,2300650,2300668
1627,BSU_21870,ilvD,2300762,2302438,-1,2302629,A,2302610,2302628,2302586,2302604
1628,BSU_21880,ypgR,2302727,2303860,-1,2303885,A,2303866,2303884,2303841,2303859
1629,BSU_21890,ypgQ,2303920,2304537,-1,2305184,H,2305165,2305183,2305139,2305157
1630,BSU_21910,metA,2305378,2306283,1,2305261,"W, X, Y",2305241,2305259,2305218,2305236
1632,new_2306683_2307712_c,S827,2306683,2307712,-1,2307712,K,2307694,2307712,2307668,2307686
1633,BSU_21930,cspD,2307905,2308105,1,2307814,A,2307794,2307812,2307770,2307788
1634,BSU_21940,degR,2308157,2308339,-1,2308403,D,2308383,2308401,2308359,2308377
1635,BSU_21950,ypzA,2308495,2308764,1,2308482,"F, G",2308463,2308481,2308438,2308456
1636,BSU_21970,ypeP,2308967,2309647,-1,2309786,A,2309766,2309784,2309742,2309760
1637,BSU_21980,ypdP,2309730,2310419,1,2309687,A,2309667,2309685,2309643,2309661
1638,BSU_22000,sspL,2310859,2310987,1,2310846,"F, G",2310827,2310845,2310801,2310819
1639,BSU_22010,exoR,2310995,2311885,-1,2311914,A,2311896,2311914,2311870,2311888
1640,BSU_22019,ypzF,2311986,2312132,-1,2312156,"F, G",2312138,2312156,2312111,2312129
1641,BSU_22020,ypbS,2312207,2312464,-1,2312499,A,2312481,2312499,2312454,2312472
1642,BSU_22030,dynA,2312529,2316110,-1,2316182,A,2316164,2316182,2316139,2316157
1643,BSU_22040,bpsB,2316446,2316952,-1,2318074,"F, G",2318056,2318074,2318030,2318048
1644,BSU_22060,pbuX,2318127,2319443,-1,2320210,A,2320192,2320210,2320166,2320184
1645,BSU_22080,ypwA,2320355,2321860,-1,2321836,?,2321817,2321835,2321791,2321809
1646,BSU_22090,kdgT,2321972,2322964,-1,2325682,A,2325663,2325681,2325639,2325657
1647,BSU_22130,kduI,2325854,2326681,1,2325774,A,2325754,2325772,2325730,2325748
1648,BSU_22150,ypvA,2327488,2329413,-1,2329448,A,2329428,2329446,2329405,2329423
1649,BSU_22160,yptA,2329515,2329706,-1,2329734,"E, F",2329716,2329734,2329690,2329708
1650,BSU_22169,ypzG,2329870,2330022,1,2329803,"F, G",2329784,2329802,2329760,2329778
1651,BSU_22170,ypsC,2330075,2331232,-1,2331735,A,2331717,2331735,2331691,2331709
1652,BSU_misc_RNA_35,rnpB,2331320,2331720,-1,2332110,A,2332090,2332108,2332066,2332084
1654,BSU_22200,cotD,2332784,2333011,-1,2333042,K,2333023,2333041,2332999,2333017
1656,BSU_22210,mrfB,2333324,2334565,-1,2334288,?,2334269,2334287,2334244,2334262
1657,BSU_22220,mrfA,2334581,2336830,-1,2336862,A,2336843,2336861,2336819,2336837
1658,BSU_22230,ptsA,2336933,2337439,-1,2337500,A,2337480,2337498,2337457,2337475
1659,BSU_22240,ypqA,2337577,2337996,1,2337558,"E, K",2337539,2337557,2337514,2337532
1660,BSU_22250,yppG,2338017,2338394,-1,2338443,K,2338423,2338441,2338399,2338417
1661,BSU_22260,yppF,2338582,2338770,1,2338539,A,2338519,2338537,2338495,2338513
1662,BSU_22270,yppE,2338809,2339180,-1,2339205,A,2339186,2339204,2339160,2339178
1663,BSU_22280,yppD,2339226,2339471,-1,2339502,H,2339482,2339500,2339459,2339477
1664,BSU_22290,sspM,2339670,2339774,1,2339656,"F, G",2339638,2339656,2339612,2339630
1665,BSU_22300,yppC,2339799,2340761,-1,2341218,"F, G",2341198,2341216,2341174,2341192
1666,BSU_22310,recU,2340802,2341422,1,2339950,"W, X, Y",2339931,2339949,2339906,2339924
1667,BSU_22320,ponA,2341444,2344188,1,2340291,A,2340273,2340291,2340247,2340265
1668,BSU_22330,ypoC,2344264,2344758,-1,2347578,A,2347558,2347576,2347534,2347552
1669,BSU_22370,aspB,2347660,2348841,-1,2349314,A,2349295,2349313,2349270,2349288
1670,BSU_22380,tseB,2348864,2349349,-1,2349600,A,2349582,2349600,2349556,2349574
1671,BSU_22390,ypmA,2349358,2349528,-1,2350810,"W, X, Y",2350790,2350808,2350765,2350783
1672,new_2349590_2349664,S849,2349590,2349664,1,2349590,"F, G",2349572,2349590,2349545,2349563
1673,BSU_22430,panB,2353839,2354672,-1,2354880,A,2354861,2354879,2354835,2354853
1674,BSU_22440,birA,2354918,2355895,-1,2360512,A,2360494,2360512,2360469,2360487
1675,BSU_22450,cca,2355880,2357073,-1,2360594,A,2360576,2360594,2360549,2360567
1676,BSU_22510,ypjC,2360630,2361502,1,2360586,A,2360568,2360586,2360543,2360561
1677,BSU_22520,ypjB,2361544,2362338,-1,2362360,E,2362342,2362360,2362316,2362334
1678,BSU_22540,qcrC,2363111,2363878,-1,2365160,A,2365142,2365160,2365116,2365134
1679,BSU_22580,reoY,2365736,2366275,-1,2366319,H,2366299,2366317,2366274,2366292
1680,BSU_22590,ypiA,2366347,2367618,-1,2367686,A,2367668,2367686,2367643,2367661
1681,BSU_22610,tyrA,2369251,2370366,-1,2372013,A,2371993,2372011,2371969,2371987
1682,BSU_22620,hisC,2370415,2371497,-1,2373757,?,2373739,2373757,2373714,2373732
1683,BSU_22630,trpA,2371508,2372311,-1,2374175,?,2374157,2374175,2374131,2374149
1684,BSU_22640,trpB,2372304,2373506,-1,2377619,A,2377601,2377619,2377574,2377592
1689,BSU_22690,aroH,2377632,2378015,-1,2380324,A,2380304,2380322,2380280,2380298
1690,BSU_22700,aroB,2378012,2379100,-1,2381160,A,2381140,2381158,2381116,2381134
1691,BSU_22730,ndk,2381354,2381803,-1,2381853,A,2381833,2381851,2381810,2381828
1692,BSU_22740,hepT,2381919,2382965,-1,2384456,A,2384438,2384456,2384413,2384431
1693,BSU_22770,mtrB,2384534,2384761,-1,2385394,A,2385375,2385393,2385349,2385367
1695,BSU_22790,hbs,2385543,2385821,-1,2385842,H,2385822,2385840,2385797,2385815
1696,BSU_22800,spoIVA,2386195,2387673,-1,2387738,E,2387720,2387738,2387694,2387712
1697,BSU_22810,yphF,2387854,2388588,-1,2388870,A,2388852,2388870,2388825,2388843
1698,new_2388935_2389134_c,S863,2388935,2389134,-1,2389134,K,2389116,2389134,2389089,2389107
1699,BSU_22830,gpsA,2389151,2390188,-1,2391641,A,2391623,2391641,2391598,2391616
1700,BSU_22840,yphC,2390206,2391516,-1,2393380,?,2393361,2393379,2393337,2393355
1703,BSU_22869,ypzI,2393428,2393559,1,2393240,"F, G",2393222,2393240,2393196,2393214
1704,BSU_22870,fni,2393602,2394651,-1,2395952,A,2395932,2395950,2395909,2395927
1705,BSU_22890,cmk,2396045,2396719,-1,2397003,"E, F",2396984,2397002,2396959,2396977
1706,BSU_22900,ypfB,2396798,2396974,-1,2397715,A,2397695,2397713,2397670,2397688
1708,BSU_22920,ypeB,2397765,2399117,-1,2399694,?,2399674,2399692,2399650,2399668
1709,BSU_22930,sleB,2399152,2400069,-1,2400103,"F, G",2400084,2400102,2400060,2400078
1710,BSU_22940,prsW,2400208,2400864,-1,2400904,A,2400884,2400902,2400860,2400878
1711,new_2401843_2402036,S869,2401843,2402036,1,2401843,"E, F",2401825,2401843,2401800,2401818
1712,BSU_22960,gudB,2402067,2403350,-1,2403396,A,2403377,2403395,2403353,2403371
1713,BSU_22970,ypbH,2403506,2404090,-1,2404172,A,2404154,2404172,2404127,2404145
1714,BSU_22980,ypbG,2404249,2405028,-1,2405065,"W, X, Y",2405045,2405063,2405021,2405039
1715,BSU_23010,ypbD,2406293,2406862,-1,2406627,?,2406607,2406625,2406582,2406600
1716,BSU_23030,ypbB,2408405,2409463,-1,2409527,A,2409509,2409527,2409484,2409502
1717,BSU_23040,fer,2409729,2409977,1,2408773,K,2408754,2408772,2408729,2408747
1718,BSU_misc_RNA_78,fswB,2410581,2410888,-1,2410903,A,2410884,2410902,2410859,2410877
1720,BSU_23070,serA,2411086,2412663,1,2411033,A,2411013,2411031,2410988,2411006
1721,BSU_23080,aroC,2412706,2413473,-1,2413513,A,2413493,2413511,2413470,2413488
1722,BSU_23090,rsiX,2413585,2414691,-1,2415228,X,2415209,2415227,2415183,2415201
1723,BSU_23100,sigX,2414627,2415211,-1,2415262,A,2415242,2415260,2415219,2415237
1724,new_2415264_2415371,S877,2415264,2415371,1,2415021,?,2415001,2415019,2414977,2414995
1725,BSU_23110,resE,2415415,2417184,-1,2417927,A,2417909,2417927,2417884,2417902
1726,BSU_23120,resD,2417181,2417903,-1,2421374,A,2421356,2421374,2421329,2421347
1727,BSU_23130,resC,2417984,2419159,-1,2422204,A,2422186,2422204,2422159,2422177
1728,BSU_23140,resB,2419179,2420807,-1,2422273,A,2422254,2422272,2422228,2422246
1731,BSU_23170,spmB,2422264,2422800,-1,2424558,"E, F",2424539,2424557,2424513,2424531
1732,BSU_23200,ypuI,2424654,2425193,-1,2425217,?,2425199,2425217,2425174,2425192
1733,BSU_23210,scpB,2425248,2425841,-1,2426647,A,2426627,2426645,2426602,2426620
1734,BSU_23230,ypuF,2426867,2427391,1,2426835,A,2426815,2426833,2426792,2426810
1735,BSU_23240,ribT,2427405,2427779,-1,2427853,A,2427833,2427851,2427809,2427827
1736,BSU_23250,ribH,2427892,2428356,-1,2431637,A,2431619,2431637,2431592,2431610
1737,BSU_23300,ypuD,2431737,2432081,-1,2432126,B,2432106,2432124,2432083,2432101
1738,new_2432160_2433082,S882,2432160,2433082,1,2432160,"E, F",2432142,2432160,2432117,2432135
1739,BSU_23310,sipS,2432316,2432870,-1,2432899,A,2432879,2432897,2432856,2432874
1740,BSU_23328,ypzJ,2433316,2433522,-1,2433586,A,2433567,2433585,2433541,2433559
1741,new_2433788_2434859,S885,2433788,2434859,1,2433788,K,2433770,2433788,2433743,2433761
1742,BSU_23350,ypzD,2435012,2435224,1,2434970,K,2434950,2434968,2434926,2434944
1743,BSU_23360,ppiB,2435360,2435791,-1,2435822,A,2435803,2435821,2435779,2435797
1744,BSU_23370,ypuA,2436045,2436917,1,2435947,"W, X, Y",2435927,2435945,2435902,2435920
1745,BSU_23380,lysA,2436947,2438266,-1,2438331,A,2438313,2438331,2438286,2438304
1746,BSU_23390,spoVAF,2438372,2439853,-1,2439082,A,2439063,2439081,2439037,2439055
1747,BSU_23401,spoVAEA,2439804,2440415,-1,2443331,"F, G",2443313,2443331,2443288,2443306
1749,BSU_23450,sigF,2443429,2444196,-1,2445025,H,2445007,2445025,2444982,2445000
1750,BSU_23460,spoIIAB,2444208,2444648,-1,2446288,"F, G",2446268,2446286,2446245,2446263
1751,BSU_23490,pupG,2446418,2447233,-1,2448454,A,2448436,2448454,2448411,2448429
1752,BSU_23500,drm,2447246,2448430,-1,2448483,A,2448464,2448482,2448438,2448456
1753,BSU_23519,yqzK,2449489,2449716,-1,2449630,A,2449610,2449628,2449586,2449604
1754,BSU_23520,fur,2449841,2450290,-1,2450317,A,2450298,2450316,2450274,2450292
1755,BSU_23530,spoIIM,2450403,2451047,-1,2451083,"E, F",2451064,2451082,2451040,2451058
1756,BSU_23550,mleA,2451463,2452782,-1,2454263,A,2454243,2454261,2454220,2454238
1757,BSU_23560,mleN,2452800,2454206,-1,2456875,A,2456855,2456873,2456830,2456848
1759,BSU_23590,ansR,2456990,2457340,1,2456951,A,2456931,2456949,2456907,2456925
1760,BSU_23600,yqxK,2457349,2458512,-1,2459036,?,2459017,2459035,2458992,2459010
1761,BSU_23610,nudF,2458509,2459066,-1,2459122,A,2459102,2459120,2459077,2459095
1762,BSU_23616,mciZ,2459141,2459263,1,2459107,"E, F",2459089,2459107,2459062,2459080
1763,BSU_23620,yqkF,2459326,2460246,1,2459290,A,2459271,2459289,2459246,2459264
1764,BSU_23630,yqkE,2460278,2460502,-1,2460532,A,2460513,2460531,2460487,2460505
1765,BSU_23640,yqkD,2460664,2461581,1,2460610,A,2460590,2460608,2460566,2460584
1766,BSU_23650,yqkC,2461621,2461860,-1,2461940,A,2461920,2461938,2461895,2461913
1767,BSU_23660,yqkB,2461873,2462196,-1,2462227,A,2462209,2462227,2462184,2462202
1768,BSU_23670,yqkA,2462193,2463224,-1,2464118,A,2464099,2464117,2464074,2464092
1769,BSU_23680,yqjZ,2463217,2463561,-1,2465834,"E, F",2465814,2465832,2465790,2465808
1771,BSU_23720,yqzH,2465966,2466172,1,2464735,?,2464716,2464734,2464691,2464709
1772,BSU_23730,yqjV,2466721,2467953,1,2466689,A,2466671,2466689,2466644,2466662
1774,BSU_23750,yqjT,2468159,2468545,-1,2472787,A,2472768,2472786,2472742,2472760
1776,BSU_23800,proI,2473151,2473987,1,2472882,A,2472864,2472882,2472839,2472857
1777,BSU_23810,yqjN,2474028,2475671,-1,2475732,A,2475713,2475731,2475687,2475705
1778,BSU_23820,yqjM,2475843,2476859,1,2475702,"F, G",2475684,2475702,2475657,2475675
1779,BSU_23830,yqjL,2476969,2477730,1,2476934,"W, X, Y",2476916,2476934,2476889,2476907
1780,new_2477758_2477958_c,rpmGC,2477758,2477958,-1,2478968,A,2478950,2478968,2478925,2478943
1783,BSU_23850,zwf,2479156,2480625,1,2479090,A,2479071,2479089,2479047,2479065
1784,BSU_23860,gndA,2480750,2482159,-1,2482225,A,2482206,2482224,2482181,2482199
1785,BSU_23870,polY1,2482269,2483513,-1,2483790,A,2483771,2483789,2483747,2483765
1786,BSU_23880,mifM,2483586,2483873,1,2483555,A,2483536,2483554,2483511,2483529
1788,BSU_23900,yqjF,2484911,2485639,1,2484878,B,2484859,2484877,2484835,2484853
1789,BSU_23920,yqjD,2486813,2488336,-1,2487941,A,2487922,2487940,2487896,2487914
1790,BSU_23930,yqjC,2488329,2488751,-1,2489507,"F, G",2489488,2489506,2489464,2489482
1791,new_2488815_2488968,S907,2488815,2488968,1,2488815,A,2488797,2488815,2488770,2488788
1792,BSU_23960,artR,2490574,2491296,-1,2492861,A,2492841,2492859,2492818,2492836
1793,BSU_23990,brxB,2493064,2493501,-1,2493546,A,2493528,2493546,2493503,2493521
1794,BSU_24000,bmrU,2493662,2494555,1,2493635,B,2493617,2493635,2493592,2493610
1796,BSU_24020,bmrR,2495898,2496734,1,2494628,A,2494608,2494626,2494584,2494602
1797,BSU_24030,bkdB,2496796,2498070,-1,2504692,L,2504672,2504690,2504649,2504667
1798,BSU_24100,bkdR,2504789,2506867,-1,2506944,A,2506926,2506944,2506900,2506918
1799,BSU_24110,yqzF,2507020,2507256,1,2506982,A,2506963,2506981,2506937,2506955
1800,BSU_24120,mmgF,2507298,2508203,-1,2508533,A,2508514,2508532,2508490,2508508
1801,BSU_24130,mmgE,2508221,2509639,-1,2513996,?,2513978,2513996,2513953,2513971
1802,BSU_24140,mmgD,2509654,2510772,-1,2514092,"E, F",2514072,2514090,2514049,2514067
1803,BSU_24180,yqiK,2514169,2514900,-1,2514934,A,2514914,2514932,2514889,2514907
1804,BSU_24190,yqiI,2514979,2515599,-1,2515932,A,2515912,2515930,2515888,2515906
1807,BSU_24210,yqiG,2516440,2517558,1,2516408,A,2516390,2516408,2516364,2516382
1808,new_2517585_2517755_c,S912,2517585,2517755,-1,2517755,"W, X, Y",2517735,2517753,2517711,2517729
1809,BSU_24220,spo0A,2518023,2518826,-1,2518871,H,2518853,2518871,2518827,2518845
1810,BSU_24230,spoIVB,2519102,2520382,-1,2520438,"F, G",2520418,2520436,2520393,2520411
1811,BSU_24250,ahrC,2522324,2522773,-1,2525743,A,2525725,2525743,2525698,2525716
1813,BSU_24310,folD,2528404,2529255,-1,2529724,A,2529705,2529723,2529679,2529697
1814,BSU_24330,yqhY,2529926,2530333,-1,2531242,B,2531223,2531241,2531198,2531216
1815,BSU_24340,accC,2530354,2531706,-1,2532267,A,2532248,2532266,2532223,2532241
1817,BSU_24370,spoIIIAG,2533010,2533699,-1,2534022,"E, F",2534004,2534022,2533979,2533997
1818,BSU_24380,spoIIIAF,2533692,2534312,-1,2537642,E,2537622,2537640,2537598,2537616
1819,BSU_24390,spoIIIAE,2534326,2535525,-1,2538013,"E, F",2537994,2538012,2537970,2537988
1820,BSU_24450,efp,2538115,2538672,-1,2540266,A,2540248,2540266,2540223,2540241
1821,BSU_24460,papA,2538697,2539758,-1,2540846,"F, G",2540827,2540845,2540801,2540819
1822,BSU_24490,yqhQ,2541051,2542007,1,2540913,B,2540895,2540913,2540869,2540887
1824,BSU_24510,yqhO,2542439,2543314,-1,2543358,"E, F",2543339,2543357,2543315,2543333
1825,BSU_24520,mntR,2543440,2543868,-1,2543911,A,2543891,2543909,2543866,2543884
1826,BSU_24530,lipM,2543968,2544804,-1,2544839,A,2544819,2544837,2544796,2544814
1827,BSU_24540,yqhL,2544995,2545375,1,2544904,A,2544886,2544904,2544861,2544879
1828,BSU_24550,gcvPB,2545410,2546876,-1,2549677,A,2549658,2549676,2549633,2549651
1830,BSU_24580,yqhH,2549775,2551448,1,2549635,"E, F",2549615,2549633,2549590,2549608
1831,BSU_24600,sinI,2552446,2552619,1,2552324,A,2552305,2552323,2552280,2552298
1832,BSU_24610,sinR,2552653,2552988,1,2552393,A,2552374,2552392,2552349,2552367
1833,BSU_24620,tasA,2553081,2553866,-1,2553923,?,2553904,2553922,2553880,2553898
1834,BSU_24630,sipW,2553930,2554502,-1,2555307,A,2555289,2555307,2555264,2555282
1836,BSU_24650,yqzG,2555519,2555845,1,2555476,"F, G",2555457,2555475,2555433,2555451
1837,BSU_24660,spoIIIL,2555887,2556066,-1,2556100,"E, F",2556081,2556099,2556056,2556074
1838,BSU_24670,comGG,2556137,2556511,-1,2560096,A,2560077,2560095,2560052,2560070
1839,BSU_24740,corA,2560489,2561442,-1,2561487,B,2561468,2561486,2561444,2561462
1840,BSU_24750,yqhB,2561585,2562913,1,2561564,B,2561545,2561563,2561521,2561539
1841,BSU_24770,mgsR,2564026,2564406,-1,2564435,B,2564417,2564435,2564390,2564408
1842,BSU_24780,yqgY,2564638,2564883,1,2564523,"E, F",2564505,2564523,2564478,2564496
1843,BSU_24790,yqgX,2564923,2565558,-1,2565597,A,2565577,2565595,2565553,2565571
1844,BSU_24800,yqgW,2565715,2565888,1,2565671,A,2565651,2565669,2565627,2565645
1845,BSU_24810,yqgV,2565920,2566234,-1,2568530,"E, F",2568510,2568528,2568485,2568503
1846,BSU_24840,yqgS,2568573,2570489,-1,2570556,A,2570537,2570555,2570511,2570529
1847,new_2569624_2570653,S931,2569624,2570653,1,2569624,B,2569605,2569623,2569581,2569599
1848,BSU_24850,glcK,2570606,2571571,-1,2573461,A,2573442,2573460,2573418,2573436
1849,BSU_24860,yqgQ,2571582,2571797,-1,2573721,"F, G",2573702,2573720,2573678,2573696
1851,BSU_24900,rpmGA,2574408,2574557,-1,2574604,A,2574584,2574602,2574559,2574577
1852,BSU_24910,yqgM,2574641,2575720,-1,2576235,A,2576217,2576235,2576191,2576209
1853,BSU_24930,sweD,2576367,2576720,1,2576156,I,2576136,2576154,2576113,2576131
1854,BSU_24940,sweC,2576717,2577181,1,2576330,A,2576310,2576328,2576286,2576304
1855,BSU_24950,pstBB,2577210,2577992,-1,2581658,"?, A",2581639,2581657,2581615,2581633
1856,BSU_24960,pstBA,2578003,2578812,-1,2582523,B,2582504,2582522,2582480,2582498
1857,BSU_25000,pbpA,2581771,2583921,-1,2583227,K,2583207,2583225,2583182,2583200
1858,BSU_25010,yqgE,2584035,2585327,-1,2585361,"F, G",2585342,2585360,2585316,2585334
1859,BSU_25020,sodA,2585434,2586042,-1,2586105,A,2586086,2586104,2586060,2586078
1860,BSU_25030,yqgC,2586221,2586703,-1,2586175,B,2586157,2586175,2586132,2586150
1861,BSU_25040,yqgB,2586813,2587580,1,2586780,A,2586761,2586779,2586736,2586754
1862,BSU_25050,yqgA,2587996,2588424,-1,2588470,A,2588450,2588468,2588427,2588445
1863,BSU_25060,yqfZ,2588701,2589000,1,2588443,?,2588424,2588442,2588398,2588416
1864,BSU_25070,ispG,2589123,2590256,1,2588674,"E, F",2588654,2588672,2588630,2588648
1865,BSU_25080,yqfX,2590282,2590671,-1,2590706,"F, G",2590688,2590706,2590663,2590681
1866,BSU_25090,yqfW,2590804,2591385,1,2590765,A,2590746,2590764,2590722,2590740
1867,BSU_25100,zur,2591428,2591865,-1,2591960,A,2591941,2591959,2591915,2591933
1868,BSU_25110,yqfU,2592003,2592884,-1,2592928,A,2592908,2592926,2592883,2592901
1869,BSU_25120,yqfT,2593000,2593254,1,2592917,"E, F",2592897,2592915,2592872,2592890
1870,BSU_25130,nfo,2593281,2594174,-1,2594229,G,2594209,2594227,2594185,2594203
1871,BSU_25140,cshB,2594184,2595500,-1,2595547,A,2595529,2595547,2595503,2595521
1872,BSU_25150,yqfQ,2595669,2596412,1,2595625,K,2595606,2595624,2595580,2595598
1874,BSU_25170,yqfO,2597502,2598623,-1,2599375,A,2599357,2599375,2599332,2599350
1875,BSU_25190,cccA,2599523,2599885,-1,2599924,A,2599904,2599922,2599881,2599899
1876,new_2600156_2602305,S951,2600156,2602305,1,2600050,A,2600032,2600050,2600007,2600025
1877,BSU_25210,dnaG,2601528,2603339,-1,2603352,H,2603332,2603350,2603308,2603326
1878,BSU_25220,antE,2602979,2603275,1,2602969,A,2602949,2602967,2602924,2602942
1879,BSU_25230,yqxD,2603373,2603867,-1,2603840,H,2603820,2603838,2603797,2603815
1880,BSU_25240,yqfL,2604121,2604933,-1,2605732,A,2605714,2605732,2605689,2605707
1881,BSU_25260,glyS,2605730,2607769,-1,2608922,A,2608904,2608922,2608878,2608896
1883,new_2608912_2610324,S956,2608912,2610324,1,2608912,"E, F",2608894,2608912,2608869,2608887
1884,BSU_25280,recO,2608946,2609713,-1,2611378,"A, B",2611359,2611377,2611335,2611353
1886,BSU_25340,phoH,2614496,2615455,-1,2615524,A,2615504,2615522,2615481,2615499
1887,BSU_25370,yqfB,2617005,2617424,-1,2619832,"W, X, Y",2619812,2619830,2619788,2619806
1889,BSU_25400,yqeY,2619910,2620356,-1,2620620,A,2620601,2620619,2620575,2620593
1891,BSU_25420,yqeW,2620717,2621640,1,2620485,?,2620465,2620483,2620442,2620460
1892,BSU_25450,yqeT,2623825,2624760,-1,2628555,?,2628535,2628553,2628510,2628528
1893,BSU_25460,dnaJ,2624785,2625912,-1,2629682,A,2629662,2629680,2629637,2629655
1894,new_2625913_2626090_c,surC,2625951,2626112,1,2625840,?,2625822,2625840,2625797,2625815
1895,new_2625913_2626090_c,surC,2625951,2626112,1,2629819,?,2629800,2629818,2629774,2629792
1896,BSU_misc_RNA_79,surC,2625951,2626112,1,2630734,"F, G",2630714,2630732,2630689,2630707
1897,BSU_25470,dnaK,2626112,2627947,-1,2632785,A,2632766,2632784,2632742,2632760
1902,BSU_25520,yqxA,2632882,2633220,-1,2634464,"E, F",2634444,2634462,2634421,2634439
1903,BSU_25530,spoIIP,2633237,2634442,-1,2635635,"F, G",2635616,2635634,2635592,2635610
1905,BSU_25550,rpsT,2635815,2636081,1,2635726,A,2635708,2635726,2635681,2635699
1906,BSU_25560,holA,2636096,2637139,-1,2637180,A,2637162,2637180,2637137,2637155
1907,new_2637203_2637542_c,S962,2637203,2637542,-1,2637576,K,2637556,2637574,2637533,2637551
1908,BSU_25569,yqzM,2637369,2637503,1,2637336,A,2637317,2637335,2637293,2637311
1909,BSU_25570,comEC,2637543,2639873,-1,2641193,?,2641174,2641192,2641149,2641167
1910,BSU_25580,comEB,2639877,2640446,-1,2642033,A,2642015,2642033,2641988,2642006
1911,BSU_25600,comER,2641214,2642035,1,2641168,"E, F",2641149,2641167,2641123,2641141
1912,BSU_25610,yqeM,2642101,2642844,-1,2647036,?,2647018,2647036,2646992,2647010
1913,BSU_misc_RNA_80,sdaM,2647405,2647663,-1,2647673,A,2647653,2647671,2647629,2647647
1914,BSU_25690,sda,2647456,2647614,1,2647372,A,2647352,2647370,2647327,2647345
1915,new_2647725_2647872_c,S968,2647725,2647872,-1,2647872,K,2647853,2647871,2647827,2647845
1916,BSU_25700,yqeF,2647920,2648651,-1,2648686,A,2648668,2648686,2648641,2648659
1917,BSU_25710,cwlH,2648903,2649655,-1,2649669,K,2649649,2649667,2649626,2649644
1918,BSU_25720,yqeD,2649842,2650468,1,2649061,B,2649043,2649061,2649017,2649035
1919,BSU_25740,yqeB,2651632,2652354,1,2651581,A,2651563,2651581,2651538,2651556
