,locus_tag,name,left,right,strand,tss,sigma_factor,box_10_left,box_10_right,box_35_left,box_35_right
1647,BSU_22130,kduI,2325854,2326681,1,2325774,A,2325767,2325772,2325737,2325742
1648,BSU_22150,ypvA,2327488,2329413,-1,2329448,A,2329448,2329453,2329480,2329485
1649,BSU_22160,yptA,2329515,2329706,-1,2329734,"E, F",2329738,2329743,2329762,2329767
1650,BSU_22169,ypzG,2329870,2330022,1,2329803,"F, G",2329796,2329801,2329762,2329767
1651,BSU_22170,ypsC,2330075,2331232,-1,2331735,A,2331749,2331754,2331766,2331771
1652,BSU_misc_RNA_35,rnpB,2331320,2331720,-1,2332110,A,2332118,2332123,2332141,2332146
1654,BSU_22200,cotD,2332784,2333011,-1,2333042,K,2333042,2333047,2333079,2333084
1656,BSU_22210,mrfB,2333324,2334565,-1,2334288,?,2334303,2334308,2334327,2334332
1657,BSU_22220,mrfA,2334581,2336830,-1,2336862,A,2336864,2336869,2336895,2336900
1658,BSU_22230,ptsA,2336933,2337439,-1,2337500,A,2337510,2337515,2337536,2337541
1659,BSU_22240,ypqA,2337577,2337996,1,2337558,"E, K",2337550,2337555,2337515,2337520
1660,BSU_22250,yppG,2338017,2338394,-1,2338443,K,2338451,2338456,2338474,2338479
1661,BSU_22260,yppF,2338582,2338770,1,2338539,A,2338521,2338526,2338505,2338510
1662,BSU_22270,yppE,2338809,2339180,-1,2339205,A,2339207,2339212,2339236,2339241
1663,BSU_22280,yppD,2339226,2339471,-1,2339502,H,2339517,2339522,2339528,2339533
1664,BSU_22290,sspM,2339670,2339774,1,2339656,"F, G",2339639,2339644,2339622,2339627
1665,BSU_22300,yppC,2339799,2340761,-1,2341218,"F, G",2341219,2341224,2341250,2341255
1666,BSU_22310,recU,2340802,2341422,1,2339950,"W, X, Y",2339932,2339937,2339920,2339925
1667,BSU_22320,ponA,2341444,2344188,1,2340291,A,2340284,2340289,2340258,2340263
1668,BSU_22330,ypoC,2344264,2344758,-1,2347578,A,2347587,2347592,2347607,2347612
1669,BSU_22370,aspB,2347660,2348841,-1,2349314,A,2349316,2349321,2349343,2349348
1670,BSU_22380,tseB,2348864,2349349,-1,2349600,A,2349614,2349619,2349635,2349640
1671,BSU_22390,ypmA,2349358,2349528,-1,2350810,"W, X, Y",2350811,2350816,2350841,2350846
1672,new_2349590_2349664,S849,2349590,2349664,1,2349590,"F, G",2349570,2349575,2349558,2349563
1673,BSU_22430,panB,2353839,2354672,-1,2354880,A,2354889,2354894,2354912,2354917
1674,BSU_22440,birA,2354918,2355895,-1,2360512,A,2360526,2360531,2360542,2360547
1675,BSU_22450,cca,2355880,2357073,-1,2360594,A,2360608,2360613,2360632,2360637
1676,BSU_22510,ypjC,2360630,2361502,1,2360586,A,2360569,2360574,2360551,2360556
1677,BSU_22520,ypjB,2361544,2362338,-1,2362360,E,2362368,2362373,2362393,2362398
1678,BSU_22540,qcrC,2363111,2363878,-1,2365160,A,2365166,2365171,2365188,2365193
1679,BSU_22580,reoY,2365736,2366275,-1,2366319,H,2366328,2366333,2366346,2366351
1680,BSU_22590,ypiA,2366347,2367618,-1,2367686,A,2367695,2367700,2367711,2367716
1681,BSU_22610,tyrA,2369251,2370366,-1,2372013,A,2372018,2372023,2372040,2372045
1682,BSU_22620,hisC,2370415,2371497,-1,2373757,?,2373770,2373775,2373795,2373800
1683,BSU_22630,trpA,2371508,2372311,-1,2374175,?,2374175,2374180,2374202,2374207
1684,BSU_22640,trpB,2372304,2373506,-1,2377619,A,2377620,2377625,2377657,2377662
1689,BSU_22690,aroH,2377632,2378015,-1,2380324,A,2380328,2380333,2380355,2380360
1690,BSU_22700,aroB,2378012,2379100,-1,2381160,A,2381175,2381180,2381186,2381191
1691,BSU_22730,ndk,2381354,2381803,-1,2381853,A,2381857,2381862,2381879,2381884
1692,BSU_22740,hepT,2381919,2382965,-1,2384456,A,2384469,2384474,2384489,2384494
1693,BSU_22770,mtrB,2384534,2384761,-1,2385394,A,2385404,2385409,2385422,2385427
1695,BSU_22790,hbs,2385543,2385821,-1,2385842,H,2385846,2385851,2385876,2385881
1696,BSU_22800,spoIVA,2386195,2387673,-1,2387738,E,2387745,2387750,2387770,2387775
1697,BSU_22810,yphF,2387854,2388588,-1,2388870,A,2388880,2388885,2388904,2388909
1698,new_2388935_2389134_c,S863,2388935,2389134,-1,2389134,K,2389147,2389152,2389172,2389177
1699,BSU_22830,gpsA,2389151,2390188,-1,2391641,A,2391651,2391656,2391681,2391686
1700,BSU_22840,yphC,2390206,2391516,-1,2393380,?,2393393,2393398,2393415,2393420
1703,BSU_22869,ypzI,2393428,2393559,1,2393240,"F, G",2393224,2393229,2393209,2393214
1704,BSU_22870,fni,2393602,2394651,-1,2395952,A,2395963,2395968,2395991,2395996
1705,BSU_22890,cmk,2396045,2396719,-1,2397003,"E, F",2397011,2397016,2397043,2397048
1706,BSU_22900,ypfB,2396798,2396974,-1,2397715,A,2397727,2397732,2397749,2397754
1708,BSU_22920,ypeB,2397765,2399117,-1,2399694,?,2399694,2399699,2399732,2399737
1709,BSU_22930,sleB,2399152,2400069,-1,2400103,"F, G",2400114,2400119,2400138,2400143
1710,BSU_22940,prsW,2400208,2400864,-1,2400904,A,2400919,2400924,2400934,2400939
1711,new_2401843_2402036,S869,2401843,2402036,1,2401843,"E, F",2401837,2401842,2401813,2401818
1712,BSU_22960,gudB,2402067,2403350,-1,2403396,A,2403397,2403402,2403428,2403433
1713,BSU_22970,ypbH,2403506,2404090,-1,2404172,A,2404173,2404178,2404202,2404207
1714,BSU_22980,ypbG,2404249,2405028,-1,2405065,"W, X, Y",2405067,2405072,2405097,2405102
1715,BSU_23010,ypbD,2406293,2406862,-1,2406627,?,2406640,2406645,2406661,2406666
1716,BSU_23030,ypbB,2408405,2409463,-1,2409527,A,2409533,2409538,2409553,2409558
1717,BSU_23040,fer,2409729,2409977,1,2408773,K,2408763,2408768,2408738,2408743
1718,BSU_misc_RNA_78,fswB,2410581,2410888,-1,2410903,A,2410910,2410915,2410939,2410944
1720,BSU_23070,serA,2411086,2412663,1,2411033,A,2411028,2411033,2411001,2411006
1721,BSU_23080,aroC,2412706,2413473,-1,2413513,A,2413522,2413527,2413547,2413552
1722,BSU_23090,rsiX,2413585,2414691,-1,2415228,X,2415230,2415235,2415265,2415270
1723,BSU_23100,sigX,2414627,2415211,-1,2415262,A,2415276,2415281,2415293,2415298
1724,new_2415264_2415371,S877,2415264,2415371,1,2415021,?,2415016,2415021,2414985,2414990
1725,BSU_23110,resE,2415415,2417184,-1,2417927,A,2417936,2417941,2417962,2417967
1726,BSU_23120,resD,2417181,2417903,-1,2421374,A,2421379,2421384,2421410,2421415
1727,BSU_23130,resC,2417984,2419159,-1,2422204,A,2422215,2422220,2422244,2422249
1728,BSU_23140,resB,2419179,2420807,-1,2422273,A,2422279,2422284,2422298,2422303
1731,BSU_23170,spmB,2422264,2422800,-1,2424558,"E, F",2424570,2424575,2424596,2424601
1732,BSU_23200,ypuI,2424654,2425193,-1,2425217,?,2425227,2425232,2425249,2425254
1733,BSU_23210,scpB,2425248,2425841,-1,2426647,A,2426660,2426665,2426686,2426691
1734,BSU_23230,ypuF,2426867,2427391,1,2426835,A,2426821,2426826,2426791,2426796
1735,BSU_23240,ribT,2427405,2427779,-1,2427853,A,2427854,2427859,2427893,2427898
1736,BSU_23250,ribH,2427892,2428356,-1,2431637,A,2431647,2431652,2431674,2431679
1737,BSU_23300,ypuD,2431737,2432081,-1,2432126,B,2432139,2432144,2432152,2432157
1738,new_2432160_2433082,S882,2432160,2433082,1,2432160,"E, F",2432146,2432151,2432118,2432123
1739,BSU_23310,sipS,2432316,2432870,-1,2432899,A,2432910,2432915,2432936,2432941
1740,BSU_23328,ypzJ,2433316,2433522,-1,2433586,A,2433596,2433601,2433611,2433616
1741,new_2433788_2434859,S885,2433788,2434859,1,2433788,K,2433778,2433783,2433755,2433760
1742,BSU_23350,ypzD,2435012,2435224,1,2434970,K,2434963,2434968,2434936,2434941
1743,BSU_23360,ppiB,2435360,2435791,-1,2435822,A,2435834,2435839,2435848,2435853
1744,BSU_23370,ypuA,2436045,2436917,1,2435947,"W, X, Y",2435928,2435933,2435905,2435910
1745,BSU_23380,lysA,2436947,2438266,-1,2438331,A,2438339,2438344,2438360,2438365
1746,BSU_23390,spoVAF,2438372,2439853,-1,2439082,A,2439090,2439095,2439110,2439115
1747,BSU_23401,spoVAEA,2439804,2440415,-1,2443331,"F, G",2443344,2443349,2443357,2443362
1749,BSU_23450,sigF,2443429,2444196,-1,2445025,H,2445036,2445041,2445060,2445065
1750,BSU_23460,spoIIAB,2444208,2444648,-1,2446288,"F, G",2446302,2446307,2446325,2446330
1751,BSU_23490,pupG,2446418,2447233,-1,2448454,A,2448465,2448470,2448485,2448490
1752,BSU_23500,drm,2447246,2448430,-1,2448483,A,2448487,2448492,2448523,2448528
1753,BSU_23519,yqzK,2449489,2449716,-1,2449630,A,2449631,2449636,2449657,2449662
1754,BSU_23520,fur,2449841,2450290,-1,2450317,A,2450318,2450323,2450351,2450356
1755,BSU_23530,spoIIM,2450403,2451047,-1,2451083,"E, F",2451094,2451099,2451115,2451120
1756,BSU_23550,mleA,2451463,2452782,-1,2454263,A,2454270,2454275,2454292,2454297
1757,BSU_23560,mleN,2452800,2454206,-1,2456875,A,2456886,2456891,2456907,2456912
1759,BSU_23590,ansR,2456990,2457340,1,2456951,A,2456936,2456941,2456918,2456923
1760,BSU_23600,yqxK,2457349,2458512,-1,2459036,?,2459038,2459043,2459074,2459079
1761,BSU_23610,nudF,2458509,2459066,-1,2459122,A,2459123,2459128,2459162,2459167
1762,BSU_23616,mciZ,2459141,2459263,1,2459107,"E, F",2459092,2459097,2459062,2459067
1763,BSU_23620,yqkF,2459326,2460246,1,2459290,A,2459285,2459290,2459259,2459264
1764,BSU_23630,yqkE,2460278,2460502,-1,2460532,A,2460541,2460546,2460559,2460564
1765,BSU_23640,yqkD,2460664,2461581,1,2460610,A,2460596,2460601,2460570,2460575
1766,BSU_23650,yqkC,2461621,2461860,-1,2461940,A,2461954,2461959,2461966,2461971
1767,BSU_23660,yqkB,2461873,2462196,-1,2462227,A,2462228,2462233,2462256,2462261
1768,BSU_23670,yqkA,2462193,2463224,-1,2464118,A,2464130,2464135,2464147,2464152
1769,BSU_23680,yqjZ,2463217,2463561,-1,2465834,"E, F",2465838,2465843,2465864,2465869
1771,BSU_23720,yqzH,2465966,2466172,1,2464735,?,2464717,2464722,2464695,2464700
1772,BSU_23730,yqjV,2466721,2467953,1,2466689,A,2466673,2466678,2466653,2466658
1774,BSU_23750,yqjT,2468159,2468545,-1,2472787,A,2472796,2472801,2472817,2472822
1776,BSU_23800,proI,2473151,2473987,1,2472882,A,2472869,2472874,2472840,2472845
1777,BSU_23810,yqjN,2474028,2475671,-1,2475732,A,2475741,2475746,2475766,2475771
1778,BSU_23820,yqjM,2475843,2476859,1,2475702,"F, G",2475688,2475693,2475664,2475669
1779,BSU_23830,yqjL,2476969,2477730,1,2476934,"W, X, Y",2476928,2476933,2476901,2476906
1780,new_2477758_2477958_c,rpmGC,2477758,2477958,-1,2478968,A,2478983,2478988,2478999,2479004
1783,BSU_23850,zwf,2479156,2480625,1,2479090,A,2479071,2479076,2479053,2479058
1784,BSU_23860,gndA,2480750,2482159,-1,2482225,A,2482228,2482233,2482256,2482261
1785,BSU_23870,polY1,2482269,2483513,-1,2483790,A,2483799,2483804,2483826,2483831
1786,BSU_23880,mifM,2483586,2483873,1,2483555,A,2483537,2483542,2483520,2483525
1788,BSU_23900,yqjF,2484911,2485639,1,2484878,B,2484869,2484874,2484834,2484839
1789,BSU_23920,yqjD,2486813,2488336,-1,2487941,A,2487945,2487950,2487972,2487977
1790,BSU_23930,yqjC,2488329,2488751,-1,2489507,"F, G",2489509,2489514,2489546,2489551
1791,new_2488815_2488968,S907,2488815,2488968,1,2488815,A,2488799,2488804,2488771,2488776
1792,BSU_23960,artR,2490574,2491296,-1,2492861,A,2492864,2492869,2492888,2492893
1793,BSU_23990,brxB,2493064,2493501,-1,2493546,A,2493557,2493562,2493585,2493590
1794,BSU_24000,bmrU,2493662,2494555,1,2493635,B,2493624,2493629,2493605,2493610
1796,BSU_24020,bmrR,2495898,2496734,1,2494628,A,2494619,2494624,2494583,2494588
1797,BSU_24030,bkdB,2496796,2498070,-1,2504692,L,2504706,2504711,2504732,2504737
1798,BSU_24100,bkdR,2504789,2506867,-1,2506944,A,2506952,2506957,2506977,2506982
1799,BSU_24110,yqzF,2507020,2507256,1,2506982,A,2506975,2506980,2506948,2506953
1800,BSU_24120,mmgF,2507298,2508203,-1,2508533,A,2508547,2508552,2508563,2508568
1801,BSU_24130,mmgE,2508221,2509639,-1,2513996,?,2514008,2514013,2514023,2514028
1802,BSU_24140,mmgD,2509654,2510772,-1,2514092,"E, F",2514101,2514106,2514127,2514132
1803,BSU_24180,yqiK,2514169,2514900,-1,2514934,A,2514949,2514954,2514964,2514969
1804,BSU_24190,yqiI,2514979,2515599,-1,2515932,A,2515940,2515945,2515961,2515966
1807,BSU_24210,yqiG,2516440,2517558,1,2516408,A,2516391,2516396,2516377,2516382
1808,new_2517585_2517755_c,S912,2517585,2517755,-1,2517755,"W, X, Y",2517766,2517771,2517784,2517789
1809,BSU_24220,spo0A,2518023,2518826,-1,2518871,H,2518873,2518878,2518909,2518914
1810,BSU_24230,spoIVB,2519102,2520382,-1,2520438,"F, G",2520451,2520456,2520478,2520483
1811,BSU_24250,ahrC,2522324,2522773,-1,2525743,A,2525754,2525759,2525781,2525786
1813,BSU_24310,folD,2528404,2529255,-1,2529724,A,2529734,2529739,2529758,2529763
1814,BSU_24330,yqhY,2529926,2530333,-1,2531242,B,2531242,2531247,2531268,2531273
1815,BSU_24340,accC,2530354,2531706,-1,2532267,A,2532272,2532277,2532294,2532299
1817,BSU_24370,spoIIIAG,2533010,2533699,-1,2534022,"E, F",2534031,2534036,2534056,2534061
1818,BSU_24380,spoIIIAF,2533692,2534312,-1,2537642,E,2537644,2537649,2537676,2537681
1819,BSU_24390,spoIIIAE,2534326,2535525,-1,2538013,"E, F",2538020,2538025,2538049,2538054
1820,BSU_24450,efp,2538115,2538672,-1,2540266,A,2540277,2540282,2540293,2540298
1821,BSU_24460,papA,2538697,2539758,-1,2540846,"F, G",2540854,2540859,2540883,2540888
1822,BSU_24490,yqhQ,2541051,2542007,1,2540913,B,2540898,2540903,2540874,2540879
1824,BSU_24510,yqhO,2542439,2543314,-1,2543358,"E, F",2543365,2543370,2543389,2543394
1825,BSU_24520,mntR,2543440,2543868,-1,2543911,A,2543923,2543928,2543947,2543952
1826,BSU_24530,lipM,2543968,2544804,-1,2544839,A,2544843,2544848,2544877,2544882
1827,BSU_24540,yqhL,2544995,2545375,1,2544904,A,2544889,2544894,2544862,2544867
1828,BSU_24550,gcvPB,2545410,2546876,-1,2549677,A,2549688,2549693,2549707,2549712
1830,BSU_24580,yqhH,2549775,2551448,1,2549635,"E, F",2549626,2549631,2549600,2549605
1831,BSU_24600,sinI,2552446,2552619,1,2552324,A,2552314,2552319,2552290,2552295
1832,BSU_24610,sinR,2552653,2552988,1,2552393,A,2552383,2552388,2552352,2552357
1833,BSU_24620,tasA,2553081,2553866,-1,2553923,?,2553925,2553930,2553952,2553957
1834,BSU_24630,sipW,2553930,2554502,-1,2555307,A,2555315,2555320,2555342,2555347
1836,BSU_24650,yqzG,2555519,2555845,1,2555476,"F, G",2555457,2555462,2555434,2555439
1837,BSU_24660,spoIIIL,2555887,2556066,-1,2556100,"E, F",2556101,2556106,2556132,2556137
1838,BSU_24670,comGG,2556137,2556511,-1,2560096,A,2560102,2560107,2560136,2560141
1839,BSU_24740,corA,2560489,2561442,-1,2561487,B,2561493,2561498,2561514,2561519
1840,BSU_24750,yqhB,2561585,2562913,1,2561564,B,2561557,2561562,2561530,2561535
1841,BSU_24770,mgsR,2564026,2564406,-1,2564435,B,2564449,2564454,2564464,2564469
1842,BSU_24780,yqgY,2564638,2564883,1,2564523,"E, F",2564506,2564511,2564479,2564484
1843,BSU_24790,yqgX,2564923,2565558,-1,2565597,A,2565604,2565609,2565629,2565634
1844,BSU_24800,yqgW,2565715,2565888,1,2565671,A,2565665,2565670,2565641,2565646
1845,BSU_24810,yqgV,2565920,2566234,-1,2568530,"E, F",2568543,2568548,2568564,2568569
1846,BSU_24840,yqgS,2568573,2570489,-1,2570556,A,2570557,2570562,2570581,2570586
1847,new_2569624_2570653,S931,2569624,2570653,1,2569624,B,2569615,2569620,2569582,2569587
1848,BSU_24850,glcK,2570606,2571571,-1,2573461,A,2573470,2573475,2573496,2573501
1849,BSU_24860,yqgQ,2571582,2571797,-1,2573721,"F, G",2573725,2573730,2573756,2573761
1851,BSU_24900,rpmGA,2574408,2574557,-1,2574604,A,2574618,2574623,2574630,2574635
1852,BSU_24910,yqgM,2574641,2575720,-1,2576235,A,2576237,2576242,2576272,2576277
1853,BSU_24930,sweD,2576367,2576720,1,2576156,I,2576144,2576149,2576116,2576121
1854,BSU_24940,sweC,2576717,2577181,1,2576330,A,2576321,2576326,2576295,2576300
1855,BSU_24950,pstBB,2577210,2577992,-1,2581658,"?, A",2581669,2581674,2581696,2581701
1856,BSU_24960,pstBA,2578003,2578812,-1,2582523,B,2582525,2582530,2582554,2582559
1857,BSU_25000,pbpA,2581771,2583921,-1,2583227,K,2583238,2583243,2583253,2583258
1858,BSU_25010,yqgE,2584035,2585327,-1,2585361,"F, G",2585371,2585376,2585389,2585394
1859,BSU_25020,sodA,2585434,2586042,-1,2586105,A,2586106,2586111,2586130,2586135
1860,BSU_25030,yqgC,2586221,2586703,-1,2586175,B,2586180,2586185,2586203,2586208
1861,BSU_25040,yqgB,2586813,2587580,1,2586780,A,2586765,2586770,2586746,2586751
1862,BSU_25050,yqgA,2587996,2588424,-1,2588470,A,2588483,2588488,2588496,2588501
1863,BSU_25060,yqfZ,2588701,2589000,1,2588443,?,2588435,2588440,2588401,2588406
1864,BSU_25070,ispG,2589123,2590256,1,2588674,"E, F",2588660,2588665,2588634,2588639
1865,BSU_25080,yqfX,2590282,2590671,-1,2590706,"F, G",2590720,2590725,2590741,2590746
1866,BSU_25090,yqfW,2590804,2591385,1,2590765,A,2590746,2590751,2590724,2590729
1867,BSU_25100,zur,2591428,2591865,-1,2591960,A,2591960,2591965,2591986,2591991
1868,BSU_25110,yqfU,2592003,2592884,-1,2592928,A,2592933,2592938,2592957,2592962
1869,BSU_25120,yqfT,2593000,2593254,1,2592917,"E, F",2592898,2592903,2592884,2592889
1870,BSU_25130,nfo,2593281,2594174,-1,2594229,G,2594233,2594238,2594263,2594268
1871,BSU_25140,cshB,2594184,2595500,-1,2595547,A,2595556,2595561,2595583,2595588
1872,BSU_25150,yqfQ,2595669,2596412,1,2595625,K,2595616,2595621,2595595,2595600
1874,BSU_25170,yqfO,2597502,2598623,-1,2599375,A,2599385,2599390,2599408,2599413
1875,BSU_25190,cccA,2599523,2599885,-1,2599924,A,2599924,2599929,2599952,2599957
1876,new_2600156_2602305,S951,2600156,2602305,1,2600050,A,2600032,2600037,2600020,2600025
1877,BSU_25210,dnaG,2601528,2603339,-1,2603352,H,2603360,2603365,2603381,2603386
1878,BSU_25220,antE,2602979,2603275,1,2602969,A,2602959,2602964,2602925,2602930
1879,BSU_25230,yqxD,2603373,2603867,-1,2603840,H,2603852,2603857,2603880,2603885
1880,BSU_25240,yqfL,2604121,2604933,-1,2605732,A,2605734,2605739,2605761,2605766
1881,BSU_25260,glyS,2605730,2607769,-1,2608922,A,2608933,2608938,2608950,2608955
1883,new_2608912_2610324,S956,2608912,2610324,1,2608912,"E, F",2608903,2608908,2608881,2608886
1884,BSU_25280,recO,2608946,2609713,-1,2611378,"A, B",2611381,2611386,2611415,2611420
1886,BSU_25340,phoH,2614496,2615455,-1,2615524,A,2615536,2615541,2615559,2615564
1887,BSU_25370,yqfB,2617005,2617424,-1,2619832,"W, X, Y",2619834,2619839,2619859,2619864
1889,BSU_25400,yqeY,2619910,2620356,-1,2620620,A,2620631,2620636,2620657,2620662
1891,BSU_25420,yqeW,2620717,2621640,1,2620485,?,2620467,2620472,2620448,2620453
1892,BSU_25450,yqeT,2623825,2624760,-1,2628555,?,2628569,2628574,2628585,2628590
1893,BSU_25460,dnaJ,2624785,2625912,-1,2629682,A,2629682,2629687,2629717,2629722
1894,new_2625913_2626090_c,surC,2625951,2626112,1,2625840,?,2625828,2625833,2625810,2625815
1895,new_2625913_2626090_c,surC,2625951,2626112,1,2629819,?,2629804,2629809,2629775,2629780
1896,BSU_misc_RNA_79,surC,2625951,2626112,1,2630734,"F, G",2630716,2630721,2630689,2630694
1897,BSU_25470,dnaK,2626112,2627947,-1,2632785,A,2632786,2632791,2632819,2632824
1902,BSU_25520,yqxA,2632882,2633220,-1,2634464,"E, F",2634468,2634473,2634503,2634508
1903,BSU_25530,spoIIP,2633237,2634442,-1,2635635,"F, G",2635646,2635651,2635673,2635678
1905,BSU_25550,rpsT,2635815,2636081,1,2635726,A,2635709,2635714,2635693,2635698
1906,BSU_25560,holA,2636096,2637139,-1,2637180,A,2637193,2637198,2637205,2637210
1907,new_2637203_2637542_c,S962,2637203,2637542,-1,2637576,K,2637588,2637593,2637605,2637610
1908,BSU_25569,yqzM,2637369,2637503,1,2637336,A,2637320,2637325,2637306,2637311
1909,BSU_25570,comEC,2637543,2639873,-1,2641193,?,2641207,2641212,2641231,2641236
1910,BSU_25580,comEB,2639877,2640446,-1,2642033,A,2642033,2642038,2642066,2642071
1911,BSU_25600,comER,2641214,2642035,1,2641168,"E, F",2641162,2641167,2641129,2641134
1912,BSU_25610,yqeM,2642101,2642844,-1,2647036,?,2647043,2647048,2647064,2647069
1913,BSU_misc_RNA_80,sdaM,2647405,2647663,-1,2647673,A,2647684,2647689,2647702,2647707
1914,BSU_25690,sda,2647456,2647614,1,2647372,A,2647364,2647369,2647340,2647345
1915,new_2647725_2647872_c,S968,2647725,2647872,-1,2647872,K,2647879,2647884,2647907,2647912
1916,BSU_25700,yqeF,2647920,2648651,-1,2648686,A,2648691,2648696,2648726,2648731
1917,BSU_25710,cwlH,2648903,2649655,-1,2649669,K,2649676,2649681,2649699,2649704
1918,BSU_25720,yqeD,2649842,2650468,1,2649061,B,2649050,2649055,2649023,2649028
1919,BSU_25740,yqeB,2651632,2652354,1,2651581,A,2651570,2651575,2651545,2651550
1920,BSU_25750,nucB,2652387,2652797,-1,2652819,"E, F",2652828,2652833,2652852,2652857
1921,BSU_25760,sigK,2652993,2653463,1,2652954,"E, K",2652949,2652954,2652919,2652924
1922,BSU_25770,spoIVCA,2653371,2654873,-1,2654984,"E, F",2654989,2654994,2655024,2655029
1923,BSU_25780,arsC,2655322,2655741,-1,2657687,A,2657689,2657694,2657720,2657725
1925,BSU_25820,yqcI,2658006,2658770,-1,2658803,K,2658804,2658809,2658838,2658843
1926,BSU_25830,rapE,2659213,2660340,1,2659166,A,2659159,2659164,2659128,2659133
1927,BSU_25840,phrE,2660330,2660464,1,2660244,A,2660229,2660234,2660206,2660211
1928,BSU_25860,yqcG,2661102,2662697,1,2661062,A,2661047,2661052,2661025,2661030
1929,BSU_25880,yqxJ,2663551,2663913,-1,2664454,A,2664457,2664462,2664479,2664484
1931,new_2664732_2666054,S975,2664732,2666054,1,2664530,"E, F",2664522,2664527,2664490,2664495
1932,BSU_26020,yqbP,2672054,2672713,-1,2672596,?,2672602,2672607,2672632,2672637
1935,BSU_misc_RNA_81,ratA,2678343,2678565,-1,2678565,A,2678566,2678571,2678602,2678607
1936,new_2678724_2678943,BsrG,2678732,2679005,1,2678724,A,2678713,2678718,2678691,2678696
1937,BSU_misc_RNA_92,bsrH,2678876,2679014,-1,2679086,A,2679094,2679099,2679112,2679117
1938,BSU_26060,yqbM,2679142,2679585,-1,2680187,B,2680187,2680192,2680221,2680226
1939,BSU_26120,yqbG,2682486,2682881,-1,2683035,D,2683039,2683044,2683066,2683071
1940,BSU_26160,yqbC,2685162,2685815,-1,2685841,A,2685850,2685855,2685878,2685883
1941,BSU_26180,yqbA,2686770,2688302,-1,2688173,"W, X, Y",2688188,2688193,2688198,2688203
1942,BSU_26210,yqaR,2690381,2690845,-1,2690878,D,2690890,2690895,2690910,2690915
1943,BSU_26230,yqaP,2691642,2692571,1,2691590,A,2691572,2691577,2691545,2691550
1944,BSU_26250,yqaN,2692933,2693361,-1,2693656,K,2693663,2693668,2693690,2693695
1945,BSU_26350,sknR,2698893,2699243,1,2698855,A,2698841,2698846,2698817,2698822
1946,BSU_26370,yqaC,2700033,2700569,-1,2700625,H,2700635,2700640,2700655,2700660
1947,BSU_26380,yqaB,2700838,2701356,1,2700681,A,2700672,2700677,2700643,2700648
1948,BSU_26390,sigKC,2701338,2701754,1,2701362,?,2701346,2701351,2701327,2701332
1949,BSU_26400,yrkS,2701979,2702143,-1,2702099,A,2702108,2702113,2702136,2702141
1950,BSU_26410,yrkR,2702688,2703104,-1,2705205,A,2705215,2705220,2705239,2705244
1951,BSU_26440,yrkO,2705398,2706615,1,2705319,?,2705302,2705307,2705279,2705284
1953,BSU_26470,yrkL,2708175,2708699,-1,2708787,A,2708792,2708797,2708821,2708826
1954,BSU_26480,yrkK,2708943,2709419,-1,2709469,A,2709482,2709487,2709495,2709500
1955,BSU_26490,yrkJ,2710002,2710787,-1,2714353,A,2714353,2714358,2714391,2714396
1956,BSU_26500,yrkI,2710848,2711075,-1,2714632,A,2714637,2714642,2714670,2714675
1962,BSU_26559,yrzN,2714590,2714805,-1,2715523,K,2715527,2715532,2715554,2715559
1964,BSU_26580,bltR,2716035,2716856,-1,2716883,A,2716884,2716889,2716920,2716925
1965,BSU_26590,blt,2716973,2718175,1,2716904,A,2716887,2716892,2716874,2716879
1966,BSU_26610,yrkA,2718959,2720263,-1,2720343,A,2720344,2720349,2720383,2720388
1967,BSU_26630,yrdQ,2721778,2722644,1,2721735,A,2721723,2721728,2721692,2721697
1968,BSU_26640,czcO,2722767,2723804,-1,2724869,A,2724882,2724887,2724895,2724900
1969,BSU_26650,czcD,2723892,2724827,-1,2724954,A,2724954,2724959,2724981,2724986
1970,BSU_26670,gltR,2725837,2726727,1,2725791,A,2725784,2725789,2725749,2725754
1971,BSU_26730,yrdF,2730560,2730835,-1,2730853,A,2730862,2730867,2730880,2730885
1972,BSU_26749,yrdD/2,2732547,2732747,-1,2732725,"E, F",2732733,2732738,2732751,2732756
1973,BSU_26760,yrdC,2732980,2733543,-1,2733581,A,2733594,2733599,2733607,2733612
1974,BSU_26770,yrdB,2733772,2734143,-1,2734371,A,2734384,2734389,2734398,2734403
1975,BSU_26780,bstE,2734953,2735456,-1,2736637,A,2736649,2736654,2736671,2736676
1976,BSU_26800,yrpB,2736915,2737958,1,2736844,A,2736829,2736834,2736804,2736809
1977,BSU_26810,yrpC,2738308,2739105,1,2738257,A,2738248,2738253,2738222,2738227
1978,BSU_26820,yrpD,2739486,2740193,1,2739439,A,2739426,2739431,2739403,2739408
1980,new_2740743_2740894,S1009,2740743,2740894,1,2740743,K,2740730,2740735,2740700,2740705
1981,BSU_26830,zinT,2741357,2742112,-1,2742159,A,2742167,2742172,2742190,2742195
1982,BSU_26840,sigZ,2742244,2742774,-1,2742843,A,2742857,2742862,2742872,2742877
1983,BSU_26860,yraO,2744163,2745479,-1,2746503,A,2746518,2746523,2746535,2746540
1984,BSU_26870,yraN,2745594,2746463,-1,2746578,A,2746579,2746584,2746610,2746615
1985,BSU_26890,csn,2747984,2748817,-1,2748856,A,2748858,2748863,2748895,2748900
1986,BSU_26900,yraL,2749260,2749523,1,2749037,A,2749030,2749035,2748999,2749004
1987,BSU_26920,yraJ,2750883,2751239,-1,2751754,A,2751757,2751762,2751784,2751789
