##gnf-version 1
# Copies and Copyright-Notice
#
#      RegulonDB is free for academic/noncommercial use
#
#      User is not entitled to change or erase data sets of the RegulonDB
#      database or to eliminate copyright notices from RegulonDB. Furthermore,
#      User is not entitled to expand RegulonDB or to integrate RegulonDB partly
#      or as a whole into other databank systems, without prior written consent
#      from CCG-UNAM.
#
#      Please check the license at http://regulondb.ccg.unam.mx/menu/download/full_version/terms_and_conditions.jsp
#
# Citation
#
#      Tierrafría, V. H. et al. (2022). RegulonDB 11.0: Comprehensive high-throughput datasets on transcriptional regulation in Escherichia coli K-12,
#      Microb Genom. 2022 May;8(5). doi: 10.1099/mgen.0.000833. PMID: 35584008. https://doi.org/10.1099/mgen.0.000833
#
#
# Contact
#
#      Person: RegulonDB Team
#      Web Page: http://regulondb.ccg.unam.mx/menu/about_regulondb/contact_us/index.jsp
#          (regulondb@ccg.unam.mx)
#
#
# Release: 11.1 Date: 12/12/2022
# ___________________________________________________________________________
# Created: 12/14/2022 13:38:07
# Columns:
# (1) regulatorId. Transcription Factor (TF) identifier
# (2) regulatorName. Transcription Factor (TF) Name
# (3) regulatorGeneName. Gene(s) coding for the TF
# (4) regulatedId. Gene ID regulated by the TF (regulated Gene)
# (5) regulatedName. Gene regulated by the TF (regulated Gene)
# (6) function. Regulatory Function of the TF on the regulated Gene (+ activator, - repressor, +- dual, ? unknown)
# (7) confidenceLevel. RI confidence level based on its evidence (Values: Confirmed, Strong, Weak)
1)regulatorId	2)regulatorName	3)RegulatorGeneName	4)regulatedId	5)regulatedName	6)function	7)confidenceLevel
ECK120011383	Lrp	lrp	ECK120000324	frdA	-	Weak
ECK120011383	Lrp	lrp	ECK120000325	frdB	-	Weak
ECK120011383	Lrp	lrp	ECK120000336	ftsQ	-	Strong
ECK120011383	Lrp	lrp	ECK120000349	fumA	+	Weak
ECK120011383	Lrp	lrp	ECK120000354	gabT	+	Strong
ECK120011383	Lrp	lrp	ECK120000364	gcvH	+	Strong
ECK120011383	Lrp	lrp	ECK120000365	gdhA	-	Weak
ECK120011383	Lrp	lrp	ECK120000372	glgC	-	Weak
ECK120011383	Lrp	lrp	ECK120000376	glnA	+	Weak
ECK120011383	Lrp	lrp	ECK120000379	glnH	+	Weak
ECK120011383	Lrp	lrp	ECK120000380	glnL	+	Weak
ECK120011383	Lrp	lrp	ECK120000382	glnQ	+	Weak
ECK120011383	Lrp	lrp	ECK120000396	gltB	+	Confirmed
ECK120011383	Lrp	lrp	ECK120000397	gltD	+	Confirmed
ECK120011383	Lrp	lrp	ECK120000398	gltP	-	Weak
ECK120011383	Lrp	lrp	ECK120000407	gpt	-	Weak
ECK120011383	Lrp	lrp	ECK120000457	lpxL	-	Weak
ECK120011383	Lrp	lrp	ECK120000486	ilvA	-	Confirmed
ECK120011383	Lrp	lrp	ECK120000489	ilvD	-	Confirmed
ECK120011383	Lrp	lrp	ECK120000490	ilvE	-	Confirmed
ECK120011383	Lrp	lrp	ECK120000492	ilvH	+	Confirmed
ECK120011383	Lrp	lrp	ECK120000492	ilvH	-	Confirmed
ECK120011383	Lrp	lrp	ECK120000493	ilvI	+	Confirmed
ECK120011383	Lrp	lrp	ECK120000493	ilvI	-	Confirmed
ECK120011383	Lrp	lrp	ECK120000494	ilvM	-	Confirmed
ECK120011383	Lrp	lrp	ECK120000502	katE	+	Weak
ECK120011383	Lrp	lrp	ECK120000502	katE	-	Weak
ECK120011383	Lrp	lrp	ECK120000505	kbl	+	Strong
ECK120011383	Lrp	lrp	ECK120000505	kbl	-	Weak
ECK120011383	Lrp	lrp	ECK120000524	leuO	+	Weak
ECK120011383	Lrp	lrp	ECK120000524	leuO	-	Weak
ECK120011383	Lrp	lrp	ECK120000529	livF	-	Weak
ECK120011383	Lrp	lrp	ECK120000530	livG	-	Weak
ECK120011383	Lrp	lrp	ECK120000531	livH	-	Weak
ECK120011383	Lrp	lrp	ECK120000532	livJ	+	Weak
ECK120011383	Lrp	lrp	ECK120000532	livJ	-	Confirmed
ECK120011383	Lrp	lrp	ECK120000533	livK	+	Weak
ECK120011383	Lrp	lrp	ECK120000533	livK	-	Weak
ECK120011383	Lrp	lrp	ECK120000534	livM	-	Weak
ECK120011383	Lrp	lrp	ECK120000540	lrp	-	Strong
ECK120011383	Lrp	lrp	ECK120000546	lysU	-	Confirmed
ECK120011383	Lrp	lrp	ECK120000555	malT	+	Weak
ECK120011383	Lrp	lrp	ECK120000559	manA	-	Weak
ECK120011383	Lrp	lrp	ECK120000580	metH	-	Weak
ECK120011383	Lrp	lrp	ECK120000582	metK	-	Strong
ECK120011383	Lrp	lrp	ECK120000592	groL	+	Weak
ECK120011383	Lrp	lrp	ECK120000592	groL	-	Weak
ECK120011383	Lrp	lrp	ECK120000593	groS	-	Weak
ECK120011383	Lrp	lrp	ECK120000606	msbA	-	Weak
ECK120011383	Lrp	lrp	ECK120000610	mtr	-	Strong
ECK120011383	Lrp	lrp	ECK120000620	mutY	-	Weak
ECK120011383	Lrp	lrp	ECK120000659	nusB	-	Weak
ECK120011383	Lrp	lrp	ECK120000663	ompC	-	Strong
ECK120011383	Lrp	lrp	ECK120000666	ompT	+	Weak
ECK120011383	Lrp	lrp	ECK120000667	oppA	-	Strong
ECK120011383	Lrp	lrp	ECK120000668	oppB	-	Strong
ECK120011383	Lrp	lrp	ECK120000669	oppC	-	Strong
ECK120011383	Lrp	lrp	ECK120000670	oppD	-	Strong
ECK120011383	Lrp	lrp	ECK120000671	oppF	-	Strong
ECK120011383	Lrp	lrp	ECK120000673	osmC	+	Confirmed
ECK120011383	Lrp	lrp	ECK120000673	osmC	-	Confirmed
ECK120011383	Lrp	lrp	ECK120000676	pabB	-	Weak
ECK120011383	Lrp	lrp	ECK120000677	pal	-	Weak
ECK120011383	Lrp	lrp	ECK120000687	pepD	-	Strong
ECK120011383	Lrp	lrp	ECK120000718	phoA	+	Weak
ECK120011383	Lrp	lrp	ECK120000733	pncB	-	Weak
ECK120011383	Lrp	lrp	ECK120000735	pntA	+	Weak
ECK120011383	Lrp	lrp	ECK120000737	polA	-	Weak
ECK120011383	Lrp	lrp	ECK120000750	ppsA	-	Weak
ECK120011383	Lrp	lrp	ECK120000789	purM	+	Weak
ECK120011383	Lrp	lrp	ECK120000789	purM	-	Weak
ECK120011383	Lrp	lrp	ECK120000802	pyrI	+	Weak
ECK120011383	Lrp	lrp	ECK120000826	relA	+	Weak
ECK120011383	Lrp	lrp	ECK120000860	rplF	-	Weak
ECK120011383	Lrp	lrp	ECK120000870	rplR	+	Weak
ECK120011383	Lrp	lrp	ECK120000870	rplR	-	Weak
ECK120011383	Lrp	lrp	ECK120000889	rpoN	-	Weak
ECK120011383	Lrp	lrp	ECK120000898	rpsH	-	Weak
ECK120011383	Lrp	lrp	ECK120000919	sdaA	-	Strong
ECK120011383	Lrp	lrp	ECK120000933	serA	+	Strong
ECK120011383	Lrp	lrp	ECK120000933	serA	-	Strong
ECK120011383	Lrp	lrp	ECK120000934	serB	+	Strong
ECK120011383	Lrp	lrp	ECK120000935	serC	+	Confirmed
ECK120011383	Lrp	lrp	ECK120000935	serC	-	Weak
ECK120011383	Lrp	lrp	ECK120000936	serS	-	Weak
ECK120011383	Lrp	lrp	ECK120000940	ytjB	+	Weak
ECK120011383	Lrp	lrp	ECK120000944	prlF	+	Weak
ECK120011383	Lrp	lrp	ECK120000947	soxS	+	Weak
ECK120011383	Lrp	lrp	ECK120000973	sulA	+	Weak
ECK120011383	Lrp	lrp	ECK120000982	tdh	+	Strong
ECK120011383	Lrp	lrp	ECK120001002	topA	-	Weak
ECK120011383	Lrp	lrp	ECK120001006	treA	-	Weak
ECK120011383	Lrp	lrp	ECK120001021	trxB	-	Weak
ECK120011383	Lrp	lrp	ECK120001030	tyrP	+	Weak
ECK120011383	Lrp	lrp	ECK120001030	tyrP	-	Strong
ECK120011383	Lrp	lrp	ECK120001031	tyrR	+	Weak
ECK120011383	Lrp	lrp	ECK120001031	tyrR	-	Strong
ECK120011383	Lrp	lrp	ECK120001094	ybgA	-	Weak
ECK120011383	Lrp	lrp	ECK120001100	trhO	-	Weak
ECK120011383	Lrp	lrp	ECK120001101	yceB	-	Weak
ECK120011383	Lrp	lrp	ECK120001135	yfiB	-	Weak
ECK120011383	Lrp	lrp	ECK120001141	fau	-	Strong
ECK120011383	Lrp	lrp	ECK120001142	argO	+	Strong
ECK120011383	Lrp	lrp	ECK120001143	mscS	-	Weak
ECK120011383	Lrp	lrp	ECK120001166	yhhA	+	Weak
ECK120011383	Lrp	lrp	ECK120001190	rdcA	+	Weak
ECK120011383	Lrp	lrp	ECK120001196	creA	-	Weak
ECK120011383	Lrp	lrp	ECK120001204	leuA	+	Weak
ECK120011383	Lrp	lrp	ECK120001204	leuA	-	Weak
ECK120011383	Lrp	lrp	ECK120001222	uspE	-	Strong
ECK120011383	Lrp	lrp	ECK120001231	iraP	+	Weak
ECK120011383	Lrp	lrp	ECK120001234	rnr	+	Weak
ECK120011383	Lrp	lrp	ECK120001234	rnr	-	Weak
ECK120011383	Lrp	lrp	ECK120001244	ilvL	+	Weak
ECK120011383	Lrp	lrp	ECK120001244	ilvL	-	Confirmed
ECK120011383	Lrp	lrp	ECK120001251	thrL	-	Strong
ECK120011383	Lrp	lrp	ECK120001253	leuL	+	Weak
ECK120011383	Lrp	lrp	ECK120001279	lipA	+	Weak
ECK120011383	Lrp	lrp	ECK120001293	ribE	-	Weak
ECK120011383	Lrp	lrp	ECK120001300	gabD	+	Strong
ECK120011383	Lrp	lrp	ECK120001301	gabP	+	Strong
ECK120011383	Lrp	lrp	ECK120001303	upp	-	Weak
ECK120011383	Lrp	lrp	ECK120001308	lysP	+	Strong
ECK120011383	Lrp	lrp	ECK120001308	lysP	-	Weak
ECK120011383	Lrp	lrp	ECK120001313	ychE	-	Weak
ECK120011383	Lrp	lrp	ECK120001315	mnmA	-	Weak
ECK120011383	Lrp	lrp	ECK120001324	fliA	+	Weak
ECK120011383	Lrp	lrp	ECK120001324	fliA	-	Weak
ECK120011383	Lrp	lrp	ECK120001338	ubiA	+	Weak
ECK120011383	Lrp	lrp	ECK120001358	osmY	-	Confirmed
ECK120011383	Lrp	lrp	ECK120001364	hdeA	-	Weak
ECK120011383	Lrp	lrp	ECK120001365	hdeB	-	Weak
ECK120011383	Lrp	lrp	ECK120001366	yhiD	-	Weak
ECK120011383	Lrp	lrp	ECK120001369	ppx	+	Weak
ECK120011383	Lrp	lrp	ECK120001369	ppx	-	Strong
ECK120011383	Lrp	lrp	ECK120001373	dadA	+	Weak
ECK120011383	Lrp	lrp	ECK120001373	dadA	-	Confirmed
ECK120011383	Lrp	lrp	ECK120001374	dadX	-	Confirmed
ECK120011383	Lrp	lrp	ECK120001392	sthA	-	Weak
ECK120011383	Lrp	lrp	ECK120001406	gcvT	+	Strong
ECK120011383	Lrp	lrp	ECK120001406	gcvT	-	Weak
ECK120011383	Lrp	lrp	ECK120001407	rpiA	-	Weak
ECK120011383	Lrp	lrp	ECK120001414	wecB	-	Weak
ECK120011383	Lrp	lrp	ECK120001431	rhtB	+	Weak
ECK120011383	Lrp	lrp	ECK120001446	gadB	-	Weak
ECK120011383	Lrp	lrp	ECK120001463	rlmE	+	Weak
ECK120011383	Lrp	lrp	ECK120001466	ppk	-	Weak
ECK120011383	Lrp	lrp	ECK120001469	gltF	+	Confirmed
ECK120011383	Lrp	lrp	ECK120001471	ycgB	+	Weak
ECK120011383	Lrp	lrp	ECK120001471	ycgB	-	Weak
ECK120011383	Lrp	lrp	ECK120001488	ibpA	+	Weak
ECK120011383	Lrp	lrp	ECK120001489	ibpB	+	Weak
ECK120011383	Lrp	lrp	ECK120001507	stpA	+	Confirmed
ECK120011383	Lrp	lrp	ECK120001535	thiC	-	Weak
ECK120011383	Lrp	lrp	ECK120001560	proP	+	Weak
ECK120011383	Lrp	lrp	ECK120001572	artP	+	Weak
ECK120011383	Lrp	lrp	ECK120001572	artP	-	Weak
ECK120011383	Lrp	lrp	ECK120001573	artI	+	Weak
ECK120011383	Lrp	lrp	ECK120001573	artI	-	Weak
ECK120011383	Lrp	lrp	ECK120001577	potF	+	Weak
ECK120011383	Lrp	lrp	ECK120001577	potF	-	Strong
ECK120011383	Lrp	lrp	ECK120001586	ydeE	-	Weak
ECK120011383	Lrp	lrp	ECK120001587	dgcZ	+	Weak
ECK120011383	Lrp	lrp	ECK120001607	slyX	+	Weak
ECK120011383	Lrp	lrp	ECK120001624	hpf	-	Weak
ECK120011383	Lrp	lrp	ECK120001625	ptsN	-	Weak
ECK120011383	Lrp	lrp	ECK120001627	yicH	+	Weak
ECK120011383	Lrp	lrp	ECK120001636	emrD	-	Weak
ECK120011383	Lrp	lrp	ECK120001673	phoH	+	Weak
ECK120011383	Lrp	lrp	ECK120001677	rsd	+	Weak
ECK120011383	Lrp	lrp	ECK120001741	yebF	-	Weak
ECK120011383	Lrp	lrp	ECK120001743	purT	+	Weak
ECK120011383	Lrp	lrp	ECK120001744	gcvP	+	Strong
ECK120011383	Lrp	lrp	ECK120001745	aidB	-	Strong
ECK120011383	Lrp	lrp	ECK120001759	rpiB	+	Weak
ECK120011383	Lrp	lrp	ECK120001801	yiiM	-	Weak
ECK120011383	Lrp	lrp	ECK120001810	menA	+	Weak
ECK120011383	Lrp	lrp	ECK120001825	tsuA	+	Weak
ECK120011383	Lrp	lrp	ECK120001825	tsuA	-	Weak
ECK120011383	Lrp	lrp	ECK120001856	yjbJ	-	Strong
ECK120011383	Lrp	lrp	ECK120001861	pspG	+	Weak
ECK120011383	Lrp	lrp	ECK120001862	aphA	-	Weak
ECK120011383	Lrp	lrp	ECK120001863	yjbQ	-	Strong
ECK120011383	Lrp	lrp	ECK120001864	yjbR	+	Weak
ECK120011383	Lrp	lrp	ECK120001890	yibL	+	Weak
ECK120011383	Lrp	lrp	ECK120001894	zntR	+	Weak
ECK120011383	Lrp	lrp	ECK120001895	yhdN	+	Weak
ECK120011383	Lrp	lrp	ECK120001897	htrE	+	Weak
ECK120011383	Lrp	lrp	ECK120001899	fimI	+	Confirmed
ECK120011383	Lrp	lrp	ECK120001919	yehL	-	Strong
ECK120011383	Lrp	lrp	ECK120001948	yeiL	+	Weak
ECK120011383	Lrp	lrp	ECK120001961	radD	-	Weak
ECK120011383	Lrp	lrp	ECK120001977	napF	-	Weak
ECK120011383	Lrp	lrp	ECK120001978	mqo	-	Strong
ECK120011383	Lrp	lrp	ECK120001979	yojI	+	Weak
ECK120011383	Lrp	lrp	ECK120001988	nuoA	-	Weak
ECK120011383	Lrp	lrp	ECK120002026	lrhA	+	Strong
ECK120011383	Lrp	lrp	ECK120002043	sdaC	-	Strong
ECK120011383	Lrp	lrp	ECK120002064	brnQ	-	Strong
ECK120011383	Lrp	lrp	ECK120002080	glnK	+	Weak
ECK120011383	Lrp	lrp	ECK120002087	chbG	+	Weak
ECK120011383	Lrp	lrp	ECK120002098	panZ	+	Weak
ECK120011383	Lrp	lrp	ECK120002098	panZ	-	Weak
ECK120011383	Lrp	lrp	ECK120002116	dtpB	-	Weak
ECK120011383	Lrp	lrp	ECK120002125	gadW	+	Weak
ECK120011383	Lrp	lrp	ECK120002125	gadW	-	Weak
ECK120011383	Lrp	lrp	ECK120002132	yhjE	+	Strong
ECK120011383	Lrp	lrp	ECK120002136	yhjJ	+	Weak
ECK120011383	Lrp	lrp	ECK120002143	yhjR	+	Weak
ECK120011383	Lrp	lrp	ECK120002148	eptB	+	Weak
ECK120011383	Lrp	lrp	ECK120002195	can	+	Weak
ECK120011383	Lrp	lrp	ECK120002216	rseA	+	Weak
ECK120011383	Lrp	lrp	ECK120002252	lhgD	+	Strong
ECK120011383	Lrp	lrp	ECK120002279	ybiI	+	Weak
ECK120011383	Lrp	lrp	ECK120002280	ybiJ	-	Strong
ECK120011383	Lrp	lrp	ECK120002283	modA	+	Weak
ECK120011383	Lrp	lrp	ECK120002297	ycfJ	+	Weak
ECK120011383	Lrp	lrp	ECK120002308	yjeM	-	Strong
ECK120011383	Lrp	lrp	ECK120002311	cycA	-	Strong
ECK120011383	Lrp	lrp	ECK120002328	yacL	+	Weak
ECK120011383	Lrp	lrp	ECK120002333	yabQ	+	Weak
ECK120011383	Lrp	lrp	ECK120002336	yiaG	-	Weak
ECK120011383	Lrp	lrp	ECK120002374	sstT	-	Weak
ECK120011383	Lrp	lrp	ECK120002385	yhbY	-	Weak
ECK120011383	Lrp	lrp	ECK120002391	yhdW	+	Weak
ECK120011383	Lrp	lrp	ECK120002402	cpoB	-	Weak
ECK120011383	Lrp	lrp	ECK120002411	yciN	-	Strong
ECK120011383	Lrp	lrp	ECK120002451	alaT	-	Strong
ECK120011383	Lrp	lrp	ECK120002452	alaU	-	Weak
ECK120011383	Lrp	lrp	ECK120002453	alaV	-	Weak
ECK120011383	Lrp	lrp	ECK120002474	gltT	-	Strong
ECK120011383	Lrp	lrp	ECK120002475	gltU	-	Strong
ECK120011383	Lrp	lrp	ECK120002476	gltV	-	Weak
ECK120011383	Lrp	lrp	ECK120002477	gltW	-	Weak
ECK120011383	Lrp	lrp	ECK120002485	ileT	-	Strong
ECK120011383	Lrp	lrp	ECK120002486	ileU	-	Weak
ECK120011383	Lrp	lrp	ECK120002487	ileV	-	Weak
ECK120011383	Lrp	lrp	ECK120002500	metT	-	Weak
ECK120011383	Lrp	lrp	ECK120002505	micF	-	Strong
ECK120011383	Lrp	lrp	ECK120002512	rrfA	-	Strong
ECK120011383	Lrp	lrp	ECK120002513	rrfB	-	Strong
ECK120011383	Lrp	lrp	ECK120002514	rrfC	-	Strong
ECK120011383	Lrp	lrp	ECK120002515	rrfD	-	Weak
ECK120011383	Lrp	lrp	ECK120002516	rrfE	-	Weak
ECK120011383	Lrp	lrp	ECK120002517	rrfG	-	Weak
ECK120011383	Lrp	lrp	ECK120002518	rrfH	-	Weak
ECK120011383	Lrp	lrp	ECK120002519	rrlA	-	Strong
ECK120011383	Lrp	lrp	ECK120002520	rrlB	-	Strong
ECK120011383	Lrp	lrp	ECK120002521	rrlC	-	Strong
ECK120011383	Lrp	lrp	ECK120002522	rrlD	-	Weak
ECK120011383	Lrp	lrp	ECK120002523	rrlE	-	Weak
ECK120011383	Lrp	lrp	ECK120002524	rrlG	-	Weak
ECK120011383	Lrp	lrp	ECK120002525	rrlH	-	Weak
ECK120011383	Lrp	lrp	ECK120002526	rrsA	-	Strong
ECK120011383	Lrp	lrp	ECK120002527	rrsB	-	Strong
ECK120011383	Lrp	lrp	ECK120002528	rrsC	-	Strong
ECK120011383	Lrp	lrp	ECK120002529	rrsD	-	Weak
ECK120011383	Lrp	lrp	ECK120002530	rrsE	-	Weak
ECK120011383	Lrp	lrp	ECK120002531	rrsG	-	Weak
ECK120011383	Lrp	lrp	ECK120002532	rrsH	-	Weak
ECK120011383	Lrp	lrp	ECK120002533	rrfF	-	Weak
ECK120011383	Lrp	lrp	ECK120002541	ssrS	-	Strong
ECK120011383	Lrp	lrp	ECK120002545	thrV	-	Weak
ECK120011383	Lrp	lrp	ECK120002624	gadY	+	Weak
ECK120011383	Lrp	lrp	ECK120002647	sroH	-	Weak
ECK120011383	Lrp	lrp	ECK120002700	ldhA	+	Weak
ECK120011383	Lrp	lrp	ECK120002701	yaaX	+	Weak
ECK120011383	Lrp	lrp	ECK120002718	yaeQ	+	Weak
ECK120011383	Lrp	lrp	ECK120002778	yagU	+	Weak
ECK120011383	Lrp	lrp	ECK120002795	ykgE	+	Weak
ECK120011383	Lrp	lrp	ECK120002841	yaiY	+	Weak
ECK120011383	Lrp	lrp	ECK120002864	mscK	-	Weak
ECK120011383	Lrp	lrp	ECK120002920	borD	+	Weak
ECK120011383	Lrp	lrp	ECK120002931	ybdG	-	Weak
ECK120011383	Lrp	lrp	ECK120002932	ybdF	+	Weak
ECK120011383	Lrp	lrp	ECK120002936	ybdL	-	Weak
ECK120011383	Lrp	lrp	ECK120002967	insH3	+	Weak
ECK120011383	Lrp	lrp	ECK120002968	ybeX	-	Weak
ECK120011383	Lrp	lrp	ECK120002993	zitB	+	Weak
ECK120011383	Lrp	lrp	ECK120002994	ybgS	+	Weak
ECK120011383	Lrp	lrp	ECK120002994	ybgS	-	Strong
ECK120011383	Lrp	lrp	ECK120002996	acrZ	+	Weak
ECK120011383	Lrp	lrp	ECK120002996	acrZ	-	Weak
ECK120011383	Lrp	lrp	ECK120002997	pgl	-	Weak
ECK120011383	Lrp	lrp	ECK120003008	ybhQ	+	Weak
ECK120011383	Lrp	lrp	ECK120003008	ybhQ	-	Weak
ECK120011383	Lrp	lrp	ECK120003017	ybiO	-	Weak
ECK120011383	Lrp	lrp	ECK120003023	ybiT	-	Weak
ECK120011383	Lrp	lrp	ECK120003047	ybjN	-	Weak
ECK120011383	Lrp	lrp	ECK120003053	ybjS	-	Strong
ECK120011383	Lrp	lrp	ECK120003060	ybjX	+	Weak
ECK120011383	Lrp	lrp	ECK120003063	clpS	+	Weak
ECK120011383	Lrp	lrp	ECK120003065	lolA	-	Weak
ECK120011383	Lrp	lrp	ECK120003066	ycaM	-	Strong
ECK120011383	Lrp	lrp	ECK120003100	hspQ	+	Weak
ECK120011383	Lrp	lrp	ECK120003153	bssS	+	Weak
ECK120011383	Lrp	lrp	ECK120003169	lolC	+	Strong
ECK120011383	Lrp	lrp	ECK120003214	hlyE	-	Weak
ECK120011383	Lrp	lrp	ECK120003222	dhaK	-	Weak
ECK120011383	Lrp	lrp	ECK120003233	yciT	+	Weak
ECK120011383	Lrp	lrp	ECK120003268	dgcM	+	Weak
ECK120011383	Lrp	lrp	ECK120003268	dgcM	-	Weak
ECK120011383	Lrp	lrp	ECK120003330	ydcK	+	Weak
ECK120011383	Lrp	lrp	ECK120003331	ydcL	+	Weak
ECK120011383	Lrp	lrp	ECK120003377	ydeN	+	Weak
ECK120011383	Lrp	lrp	ECK120003400	sad	+	Weak
ECK120011383	Lrp	lrp	ECK120003449	ydgH	+	Weak
ECK120011383	Lrp	lrp	ECK120003466	dtpA	-	Strong
ECK120011383	Lrp	lrp	ECK120003471	slyA	+	Weak
ECK120011383	Lrp	lrp	ECK120003471	slyA	-	Weak
ECK120011383	Lrp	lrp	ECK120003483	ydhQ	+	Weak
ECK120011383	Lrp	lrp	ECK120003532	astC	+	Weak
ECK120011383	Lrp	lrp	ECK120003532	astC	-	Weak
ECK120011383	Lrp	lrp	ECK120003543	ynjH	+	Weak
ECK120011383	Lrp	lrp	ECK120003554	yeaE	-	Weak
ECK120011383	Lrp	lrp	ECK120003556	yeaG	+	Weak
ECK120011383	Lrp	lrp	ECK120003559	dgcJ	-	Weak
ECK120011383	Lrp	lrp	ECK120003571	leuE	-	Strong
ECK120011383	Lrp	lrp	ECK120003582	yoaH	+	Weak
ECK120011383	Lrp	lrp	ECK120003635	dgcQ	-	Weak
ECK120011383	Lrp	lrp	ECK120003636	yodC	-	Weak
ECK120011383	Lrp	lrp	ECK120003657	cbl	+	Weak
ECK120011383	Lrp	lrp	ECK120003658	nac	+	Weak
ECK120011383	Lrp	lrp	ECK120003729	yfaP	+	Weak
ECK120011383	Lrp	lrp	ECK120003759	alaA	+	Weak
ECK120011383	Lrp	lrp	ECK120003759	alaA	-	Weak
ECK120011383	Lrp	lrp	ECK120003765	yfcC	-	Strong
ECK120011383	Lrp	lrp	ECK120003788	fadI	+	Weak
ECK120011383	Lrp	lrp	ECK120003788	fadI	-	Weak
ECK120011383	Lrp	lrp	ECK120003789	yfcZ	-	Strong
ECK120011383	Lrp	lrp	ECK120003832	zipA	+	Weak
ECK120011383	Lrp	lrp	ECK120003846	intZ	-	Weak
ECK120011383	Lrp	lrp	ECK120003901	csiE	+	Weak
ECK120011383	Lrp	lrp	ECK120003901	csiE	-	Strong
ECK120011383	Lrp	lrp	ECK120003961	glaH	+	Strong
ECK120011383	Lrp	lrp	ECK120003966	alaE	+	Confirmed
ECK120011383	Lrp	lrp	ECK120003966	alaE	-	Weak
ECK120011383	Lrp	lrp	ECK120004021	amiC	-	Weak
ECK120011383	Lrp	lrp	ECK120004027	yqeF	+	Strong
ECK120011383	Lrp	lrp	ECK120004028	yqeG	-	Weak
ECK120011383	Lrp	lrp	ECK120004102	glcA	+	Weak
ECK120011383	Lrp	lrp	ECK120004102	glcA	-	Weak
ECK120011383	Lrp	lrp	ECK120004131	ygiV	+	Weak
ECK120011383	Lrp	lrp	ECK120004131	ygiV	-	Weak
ECK120011383	Lrp	lrp	ECK120004132	ygiW	+	Weak
ECK120011383	Lrp	lrp	ECK120004132	ygiW	-	Weak
ECK120011383	Lrp	lrp	ECK120004133	qseB	-	Weak
ECK120011383	Lrp	lrp	ECK120004139	insC5	+	Weak
ECK120011383	Lrp	lrp	ECK120004149	aer	-	Weak
ECK120011383	Lrp	lrp	ECK120004150	patA	+	Weak
ECK120011383	Lrp	lrp	ECK120004150	patA	-	Strong
ECK120011383	Lrp	lrp	ECK120004230	yhcN	-	Weak
ECK120011383	Lrp	lrp	ECK120004241	yhdV	+	Weak
ECK120011383	Lrp	lrp	ECK120004294	yzgL	+	Strong
ECK120011383	Lrp	lrp	ECK120004296	yhhW	+	Weak
ECK120011383	Lrp	lrp	ECK120004296	yhhW	-	Strong
ECK120011383	Lrp	lrp	ECK120004328	fxsA	+	Weak
ECK120011383	Lrp	lrp	ECK120004328	fxsA	-	Weak
ECK120011383	Lrp	lrp	ECK120004329	yjeH	+	Weak
ECK120011383	Lrp	lrp	ECK120004349	yjfP	+	Weak
ECK120011383	Lrp	lrp	ECK120004359	ytfB	+	Weak
ECK120011383	Lrp	lrp	ECK120004359	ytfB	-	Weak
ECK120011383	Lrp	lrp	ECK120004366	ytfJ	+	Weak
ECK120011383	Lrp	lrp	ECK120004366	ytfJ	-	Weak
ECK120011383	Lrp	lrp	ECK120004367	ytfK	-	Strong
ECK120011383	Lrp	lrp	ECK120004372	ridA	+	Confirmed
ECK120011383	Lrp	lrp	ECK120004372	ridA	-	Weak
ECK120011383	Lrp	lrp	ECK120004417	yjiC	-	Strong
ECK120011383	Lrp	lrp	ECK120004418	iraD	-	Weak
ECK120011383	Lrp	lrp	ECK120004426	yjiL	+	Weak
ECK120011383	Lrp	lrp	ECK120004426	yjiL	-	Weak
ECK120011383	Lrp	lrp	ECK120004461	ilvG	-	Confirmed
ECK120011383	Lrp	lrp	ECK120016281	yhiM	-	Weak
ECK120011383	Lrp	lrp	ECK120016320	yibT	+	Weak
ECK120011383	Lrp	lrp	ECK120030075	yciZ	+	Weak
ECK120011383	Lrp	lrp	ECK120048853	ilvX	-	Confirmed
ECK120011383	Lrp	lrp	ECK125240970	yoeG	+	Weak
ECK120011390	HyfR	hyfR	ECK120001133	hyfA	+	Weak
ECK120011390	HyfR	hyfR	ECK120001255	hyfB	+	Weak
ECK120011390	HyfR	hyfR	ECK120003872	hyfC	+	Weak
ECK120011390	HyfR	hyfR	ECK120003873	hyfD	+	Weak
ECK120011390	HyfR	hyfR	ECK120003874	hyfE	+	Weak
ECK120011390	HyfR	hyfR	ECK120003875	hyfF	+	Weak
ECK120011390	HyfR	hyfR	ECK120003876	hyfG	+	Weak
ECK120011390	HyfR	hyfR	ECK120003877	hyfH	+	Weak
ECK120011390	HyfR	hyfR	ECK120003878	hyfI	+	Weak
ECK120011390	HyfR	hyfR	ECK120003879	hyfJ	+	Weak
ECK120011390	HyfR	hyfR	ECK120003880	hyfR	+	Weak
ECK120011390	HyfR	hyfR	ECK120003881	focB	+	Weak
ECK120011394	FhlA	fhlA	ECK120000279	fdhF	+	Strong
ECK120011394	FhlA	fhlA	ECK120000295	fhlA	+	Strong
ECK120011394	FhlA	fhlA	ECK120000467	hycA	+	Strong
ECK120011394	FhlA	fhlA	ECK120000468	hycB	+	Strong
