,k_d_RNAP,k_eq_opening,k_escape
b1573,-3.3616747501718454,-2.48466535239184,-2.3876352103776903
b1577,-3.229484079904798,-2.616797688199481,-2.519751829917475
b1578,-2.973112363095773,-2.873137012355611,-2.776082408569471
b1579,-3.2377834542861907,-2.6085006184441055,-2.511455381874048
b1583,-3.903852828053262,-1.9468183520427946,-1.8508421146315281
b1584,-3.8507644488073764,-1.9984751556944276,-1.902174363368907
b1587,-3.2747778826913163,-2.571518236456689,-2.474476248530311
b1588,-3.420673396751877,-2.4257158132109815,-2.3286988685836554
b1589,-3.3931310147317144,-2.4532327669997125,-2.356208992410236
b1590,-3.5392089865433882,-2.307366961049661,-2.210399927123978
b1591,-3.6387973371155917,-2.2081120563825487,-2.1112330722206947
b1593,-3.6354016970353618,-2.2114920713092476,-2.114608991699302
b1594,-3.6444699947493677,-2.2024663525381207,-2.105594426102599
b1596,-3.531174092505015,-2.3153837695474446,-2.2184119207106736
b1597,-3.422939346354744,-2.4234521800881277,-2.3264358572609405
b1599,-3.3597183612098243,-2.4866204322825674,-2.389589938049553
b1600,-3.4551723191671737,-2.391256429864445,-2.2942500893220408
b1601,-3.397825688862335,-2.4485420910010665,-2.351519390834812
b1602,-4.0357746260136365,-1.8230483876618764,-1.7285376462387536
b1603,-4.081353635119352,-1.7839552927377635,-1.690237909799853
b1608,-3.759905282575519,-2.08789957573283,-1.9912503541380913
b1609,-3.6287028709622535,-2.2181611493833366,-2.1212702643706813
b1611,-3.6449977731137557,-2.2019411373184448,-2.1050698815676863
b1612,-3.8313656300958616,-2.0174810575011057,-1.9210872017789475
b1613,-3.7804242108180603,-2.0676258961934137,-1.9710379293021678
b1614,-3.913811428003431,-1.937202076224048,-1.841300162741712
b1615,-3.1189971777115404,-2.727263747932864,-2.630212264023812
b1616,-3.0754477033943877,-2.7708084958838293,-2.67375573551576
b1617,-3.2147585235849903,-2.631519467292859,-2.534472589896194
b1618,-3.721516381428437,-2.1259172103573607,-2.0291738993808863
b1619,-3.8611415018960797,-1.9883334292351686,-1.892087540687821
b1620,-3.469998066554822,-2.3764508114041223,-2.2794498618103223
b1621,-3.3788114706461525,-2.4675408900476885,-2.3705140451687527
b1622,-3.6274381508527833,-2.219420409221092,-2.122528090341129
b1623,-3.619192910332786,-2.2276312207030173,-2.1307298523308895
b4409,-3.739047392720654,-2.1085430281083366,-2.0118396629027795
b1626,-3.7554237878504106,-2.092332219475478,-1.9956707115622676
b1627,-3.6983985540094357,-2.148856251098019,-2.0520670407815516
b1628,-3.683846784607229,-2.1633097332263467,-2.0664951253531445
b1629,-3.6467771609152937,-2.2001704619126374,-2.1033014852883647
b1630,-3.628948627535958,-2.2179164594964274,-2.121025854553016
b1631,-3.6348809540503506,-2.2120104510387564,-2.115126751744719
b1632,-3.622611970119371,-2.224226195250628,-2.1273285174865184
b1633,-3.6219328794036536,-2.224902471507446,-2.1280040538191254
b1634,-3.5412054742102983,-2.3053751268656635,-2.2084093311804947
b1635,-3.8368572371186707,-2.012094876485886,-1.9157261632577256
b1636,-3.6631592076128072,-2.183873999433516,-2.0870273619802466
b1637,-3.9245090758679586,-1.9269044149447954,-1.831087782447162
b1638,-3.8022656009475697,-2.046089547756713,-1.9495767835473161
b1641,-4.150992632111398,-1.7368415999664681,-1.6444179016728606
b1643,-3.495585045997351,-2.3509038498898516,-2.2539136029623084
b1644,-3.4507166099318574,-2.395706484020209,-2.2986986280212
b1645,-3.3303290867427644,-2.5159920348646065,-2.418956783736703
b1646,-3.7649693017033825,-2.0828927104758237,-1.9862578274924647
b1649,-3.465871180137169,-2.380571884775165,-2.283569378843631
b1650,-3.6114277508982275,-2.2353657340066486,-2.138456298212293
b1651,-3.9094692906506583,-1.9413915589467428,-1.8454566551883975
b1653,-3.47663719929463,-2.3698213877384924,-2.272823036635393
b1654,-4.041955898568137,-1.8175617671492232,-1.723149767701708
b1655,-3.6605449753302475,-2.1864738994325954,-2.0896235272033947
b1656,-3.996519772970644,-1.8587870562354025,-1.763717680901954
b1658,-3.87791542289329,-1.9719821480769084,-1.8758333167571946
b1661,-3.982778962634503,-1.871580790285711,-1.7763428636550618
b1664,-3.7708483505327735,-2.0770827181968405,-1.9804651083523865
b1669,-3.2969704192947655,-2.549334553145476,-2.4522949515922723
b1670,-3.346745901992935,-2.4995846461369973,-2.40255193291374
b1671,-3.2658189624966174,-2.58047395050821,-2.4834310981355863
b1672,-3.3373115205854385,-2.5090134797290267,-2.4119792730007186
b1673,-3.207179775495401,-2.6390964162455037,-2.5420490533698574
b1674,-3.1880745645573674,-2.6581974889491318,-2.5611490092588127
b1676,-4.062497299678622,-1.799702955849472,-1.7056397914308206
b1679,-3.7075457542628296,-2.1397762736317163,-2.0430043664429887
b1680,-3.7323287384670376,-2.115199224828957,-2.0184799864501044
b1681,-3.7396689694795806,-2.1079273842843493,-2.0112255244684283
b1682,-3.727294523283251,-2.1201885858466607,-2.0234579192459567
b1683,-3.7393091784035364,-2.108283737914051,-2.011581005951043
b1684,-3.759835533128566,-2.0879685525991643,-1.9913191369161718
b1693,-3.683757699699034,-2.163398247287287,-2.066583491564271
b1696,-3.4453954603924077,-2.4010211055492077,-2.3040114996689516
b1702,-3.9189437584915443,-1.9322572750533642,-1.8363955528520006
b1704,-3.7855971364331045,-2.062520841522226,-1.9659497012433502
b1706,-3.7224525555287595,-2.124988919961215,-2.0282476240795724
b1707,-3.612969110448574,-2.2338303250961045,-2.1369224566774245
b1713,-3.956378715581488,-1.89646149825723,-1.8009357205941632
b1714,-3.912774946334787,-1.9382016284997523,-1.8422917567451182
b1719,-4.112829169544039,-1.7597705876295013,-1.666664091129235
b1723,-3.7953308885931873,-2.0529220277248226,-1.9563841810765812
b1726,-3.742772531908875,-2.104853847627293,-2.0081595999320134
b1727,-3.728109196867779,-2.1193810609813797,-2.022652217391906
b1728,-3.325411609232852,-2.5209068911497696,-2.423870934111616
b1729,-3.955997537282277,-1.8968232230988151,-1.8012936164263058
b1731,-3.603102271406121,-2.24366016382698,-2.1467425426030533
b1732,-3.807950997752428,-2.040491979255133,-1.9440006663942835
b1733,-3.523332924514915,-2.323208239616479,-2.226231941694066
b1734,-3.3721444546561656,-2.4742029632662046,-2.3771747891292274
b1735,-3.467273538497886,-2.379171483061419,-2.282169501033559
b1736,-3.4280060430985917,-2.418390796778988,-2.321375899955441
b1737,-3.337129541904574,-2.509195354922678,-2.4121611203313393
b1738,-3.6443181805226113,-2.2026174312518667,-2.1057453123436343
b1739,-4.095429414449125,-1.772745540589833,-1.6792985084971421
b1740,-3.916445623219325,-1.9346631502502458,-1.8387817009878276
b1741,-3.541720404074606,-2.304861407783861,-2.207895934230592
b1742,-3.5207808990708283,-2.3257550245949927,-2.2287773296612112
b1743,-3.63213380268798,-2.214745277959908,-2.1178583458873885
b1744,-3.3218294972100213,-2.5244871491741616,-2.4274506927921644
b1745,-3.399202704614695,-2.447166272867105,-2.3501438944995763
b1746,-3.4104730683865876,-2.4359061533339594,-2.3388865268506334
b1747,-3.417001432983107,-2.4293840996421836,-2.332366167789686
b1748,-3.436813779820906,-2.409592753548366,-2.3125804573282234
b1749,-3.749192745906519,-2.0984979300246693,-2.0018199465347872
b1757,-3.5603504328282147,-2.2862782493735807,-2.189325231848971
b1758,-3.5296206184128187,-2.31693386250054,-2.2199611130537034
b1760,-3.6413464495206176,-2.2055749225649093,-2.108699076039192
b1761,-4.136487077263887,-1.7444031593712268,-1.6517420703552375
b1762,-3.3050735628259296,-2.5412349964933605,-2.4441963614914815
b1763,-3.707947329908777,-2.139377751221306,-2.0426066286387816
b1764,-3.876005492311311,-1.9738411263262823,-1.877680698702301
b1765,-3.8475582097610306,-2.001612388680396,-1.9052953786434177
b1778,-3.9336309665195626,-1.9181525903930992,-1.8224133813083734
b1780,-3.724836126057799,-2.1226256632552913,-2.0258895561969954
b1781,-3.5990651788006804,-2.247682842058569,-2.1507614168313345
b1782,-4.0055832147894685,-1.850418778511188,-1.75546804247266
b1783,-3.84252333948291,-2.0065422451508734,-1.9102004517194173
b1784,-3.677105487630973,-2.1700088395422457,-2.0731832935961236
b1789,-3.520124704592871,-2.326409886619424,-2.2294318364238035
b1790,-3.498422194704213,-2.3480715935847165,-2.2510826537484423
b1791,-3.3133982805357167,-2.5329141793889045,-2.435876595295119
b1794,-3.7714926820734456,-2.076446137091375,-1.9798304623482983
b1796,-3.306698692138741,-2.5396106110908305,-2.4425721765292785
b1797,-3.389784965587436,-2.4565760449662792,-2.3595515255575297
b1798,-3.46859331999974,-2.3778535605033024,-2.280852076174364
b1804,-3.635343669321628,-2.2115498352490617,-2.1146666864766903
b1805,-3.6221815974369664,-2.2246547827113545,-2.127756635621864
b1806,-3.7204789217611114,-2.1269459951429948,-2.0302004659812893
b1810,-3.7389240521118308,-2.1086651946006567,-2.0119615314314885
b1814,-3.6418061650424955,-2.205117390360197,-2.1082421155369224
b1816,-3.6421639383194586,-2.204761321163543,-2.107886492513813
b1817,-4.013824713944217,-1.8428644960179525,-1.7480269520596086
b1818,-4.006935882552653,-1.8491751470946058,-1.754242638929891
b1819,-4.003757119063748,-1.852099918539518,-1.757124791300576
b1821,-3.302039003611866,-2.5442681888315843,-2.4472291855185424
b1826,-3.790511475298528,-2.0576734188008894,-1.9611188155178707
b1829,-3.929133187343745,-1.9224643972616542,-1.826686456222233
b1838,-3.4336747960169514,-2.412728214499688,-2.315714973291968
b1845,-3.5738714121361492,-2.2727953236286393,-2.175852399043855
b1846,-3.586027284453917,-2.2606768802594632,-2.1637438655011554
b1848,-3.7959374644266735,-2.0523241861271275,-1.9557884871600593
b1849,-3.748980814276491,-2.098707691129813,-2.002029159394837
b1850,-3.8833141064933336,-1.9667316801340275,-1.870616419425855
b1851,-3.6525875425964194,-2.1943893055527686,-2.097527967372777
b1852,-3.925758104421027,-1.9257044204788987,-1.8298981278359625
b1854,-3.9550634466742594,-1.897709912903901,-1.8021709608126542
b1857,-3.8200576329339864,-2.0285852379925484,-1.9321424146596384
b1858,-3.694384391678465,-2.15284227328337,-2.0560458034756635
b1859,-3.590430548914463,-2.25628798065053,-2.159358764593549
b1860,-3.6976327010627195,-2.1496166727704997,-2.052826062060253
b1861,-3.7215171865434153,-2.1259164119996354,-2.0291731027506525
b1862,-3.1757856064151264,-2.670484060077389,-2.573434936089158
b1863,-3.834768014331467,-2.0141434743771525,-1.9177650877366827
b1864,-3.92183209329018,-1.9294779900971337,-1.833639470202129
b1865,-3.897753745527558,-1.9527209348128916,-1.856701470381498
b1866,-3.907326851542269,-1.9434606318915884,-1.8475097851878617
b1876,-3.813285801395801,-2.035243036716341,-1.9387726082834005
b1877,-3.313604065029001,-2.532708494193535,-2.43567093685029
b1878,-3.451678740503471,-2.3947455597806195,-2.2977380270896757
b1879,-3.5137566970305247,-2.332765275326212,-2.2357838595698207
b1880,-3.475001870423579,-2.371454283316567,-2.2744552810885827
b1881,-3.698000782720309,-2.149251197763636,-2.0524612591938896
b1882,-3.692232911139674,-2.1549790002495857,-2.05817872053828
b1883,-3.5165104468845616,-2.3300169136071136,-2.233036935155891
b1884,-3.565648246056544,-2.2809949186599474,-2.184045744439753
b1885,-3.604660381404238,-2.2421077273449117,-2.145191602680047
b1886,-3.6570981392625934,-2.1899022400390615,-2.093047044469264
b1887,-3.779687599087413,-2.0683530513918083,-1.9717627357339456
b1888,-3.6688445279660917,-2.1782207813838967,-2.081382500218692
b1889,-3.6026802458153497,-2.2440806633690675,-2.1471626395366687
b1890,-3.6294425736765845,-2.217424662890793,-2.1205346222868093
b1891,-3.6902950987152026,-2.156903716831364,-2.0601000530925515
b1892,-3.7234730788215877,-2.123977051382909,-2.0272379668081992
b1893,-3.2434970800384777,-2.6027886579590107,-2.5057438705816444
b1894,-3.3770465884825707,-2.469304441455095,-2.3722772387263147
b1896,-3.818226802281754,-2.0303846668049137,-1.9339342566628683
b1897,-3.758120767102954,-2.0896644478505384,-1.9930102892388641
b4460,-3.4053379005432958,-2.441036554101272,-2.344015647213153
b1900,-3.320281922984756,-2.5260339365366997,-2.4289972682132395
b1901,-3.375428636994347,-2.4709211871991448,-2.3738936602180445
b1902,-3.7116993796645215,-2.1356546574201762,-2.0388909702126785
b1904,-3.512254717712948,-2.334264359104179,-2.237282170802889
b1905,-3.8271269444563476,-2.0216413065704315,-1.9252286625764836
b1907,-3.495113375814109,-2.351374716052742,-2.2543842542885453
b1913,-3.751110440337497,-2.096600028374622,-1.9999270416836665
b1914,-3.8646626624866065,-1.9848964877135362,-1.8886700977428548
b1915,-3.660003092065464,-2.1870128449721453,-2.0901617069068386
b1916,-3.6023706118973586,-2.244389180523264,-2.1474708620434595
b1917,-3.751959985180674,-2.0957593402300114,-1.9990885879520617
b1918,-3.7338089803484897,-2.11373248445801,-2.0170166813558077
b1919,-3.816079318013463,-2.0324958623014706,-1.9360366704954604
b1920,-4.054778283535932,-1.8063397634465899,-1.7121418680752631
b1921,-3.712076134858839,-2.135280853047263,-2.0385179229906143
b1922,-3.7161617895920895,-2.1312277154637362,-2.034473122029198
b1923,-4.098009944221146,-1.7707529748685635,-1.6773562532878055
b1924,-3.6375172694051874,-2.2093861897719336,-2.1125056505405464
b1925,-3.6580409065425097,-2.188964486768355,-2.0921105991898865
b1926,-3.6177738379413333,-2.229044566714427,-2.1321416917816003
b1927,-3.780044965240583,-2.0680002666753805,-1.9714110890634156
b1937,-3.5808693241060925,-2.2658185684265577,-2.1688812475101895
b1938,-3.556817260447084,-2.2898020573811215,-2.1928465534005133
b1939,-3.588914091892291,-2.257799440318536,-2.160868903028986
b1940,-3.5651265253249083,-2.2815151892166496,-2.1845656302724
b1941,-3.5106807752395546,-2.3358352996663405,-2.238852310329765
b1942,-3.4830608583913953,-2.3634075593025066,-2.2664118380361167
b1943,-3.5078017765048535,-2.338708891916803,-2.241724459622221
b1944,-3.6416298910742735,-2.2052928263156115,-2.10841733206526
b1945,-3.6052353862978235,-2.2415348319548336,-2.1446192636333974
b1946,-3.5875374929928943,-2.259171548575868,-2.1622398237588634
b1947,-3.4958535101909014,-2.350635844507743,-2.253645720172394
b1948,-3.4455247587090048,-2.4008919630119077,-2.3038823988956216
b1949,-3.444310073025607,-2.402105190739025,-2.3050952357371313
b1950,-3.346506528768282,-2.499823874070526,-2.4027911217389346
b1951,-3.5060170857551216,-2.3404902852544627,-2.2435049727223073
b1967,-3.8266556340393265,-2.0221040491104314,-1.9256893485470825
b1970,-3.516610921949057,-2.3299166371007543,-2.232936711608774
b1973,-3.549094206762044,-2.2975054300265705,-2.200544696742098
b1981,-3.7211641306091816,-2.1262665085183583,-2.0295224426426177
b1982,-3.8357349713359175,-2.0131952400028448,-1.9168213138434562
b1987,-3.6277821183261705,-2.219077921966108,-2.1221859918276205
b1988,-3.454193571706641,-2.3922339200693,-2.295227242640086
b1991,-3.517335446203385,-2.3291935487727233,-2.232214006255111
b1992,-3.410448945028053,-2.4359302538988654,-2.3389106212939974
b1993,-3.56156306504434,-2.285068884871979,-2.18811673474527
b2000,-3.6081069204483964,-2.23867396112205,-2.1417612042200136
b2009,-3.6438549416400314,-2.2030784306977433,-2.1062057257217965
b2011,-3.657756731621985,-2.189247146805909,-2.0923928640762757
b2012,-3.900906767037464,-1.9496682982705902,-1.8536709687058774
b2013,-3.769804283844012,-2.078114303449676,-1.9814935757930447
b4539,-3.749283662811149,-2.098407945280324,-2.0017301972242376
b2017,-3.8145962434589733,-2.0339542134480237,-1.9374890300257177
b2019,-3.8962804344929793,-1.954148198660709,-1.8581185446137325
b2020,-3.865735526409793,-1.9838497433926539,-1.8876293846418946
b2021,-3.8471922818482645,-2.001970547806405,-1.9056517085956812
b2022,-3.8832297843997026,-1.9668136386219777,-1.8706978444477516
b2023,-3.81930596611771,-2.0293239603312934,-1.9328780109368753
b2024,-3.80997466926244,-2.0385004765922465,-1.9420169983194848
b2025,-3.8516868191915528,-1.9975729522469143,-1.9012768893972252
b2026,-3.8695461411877154,-1.980133675243566,-1.8839350846909222
b2029,-4.109458563942699,-1.7621929394933802,-1.6690205002340817
b2042,-4.01799275653167,-1.8390658572706047,-1.7442875186107958
b2058,-3.1015378863784195,-2.7447209722091035,-2.647668930080363
b2059,-3.1298694364053214,-2.7163929083198215,-2.619341807610075
b2060,-3.1166770833167585,-2.729583553063478,-2.632531991040322
b2061,-3.0190097538505194,-2.827242098532285,-2.7301881639425583
b2062,-3.0728223922909117,-2.7734335649977857,-2.6763807392676005
b2063,-3.6018830392198984,-2.244874999580401,-2.147956218393727
b2068,-3.474575025623933,-2.371880497534147,-2.274881326556685
b2074,-3.4827276249202614,-2.363740271918914,-2.2667444113468904
b2075,-3.4134486093938103,-2.432933453315854,-2.335914589768422
b2076,-3.389715473477451,-2.456645480202229,-2.35962094550624
b2077,-3.3441560083852777,-2.5021729804968778,-2.4051398475536696
b2078,-3.3958757778171496,-2.450490325618922,-2.353467174968453
b2079,-3.6481213153735808,-2.198832961906877,-2.101965725434397
b2083,-3.308665516642989,-2.5376446981759635,-2.440606509225015
b2085,-3.3348302347950103,-2.511493365642439,-2.414458781998103
b2091,-3.9750569727266685,-1.8788207118423232,-1.7834938350714922
b2092,-4.086154143931962,-1.780072167638182,-1.6864460502827288
b2093,-4.154886052859861,-1.7351145207452277,-1.642746830035307
b2097,-3.952302640162429,-1.9003328362405685,-1.804766573724371
b2098,-3.3225496636877505,-2.5237673517494588,-2.4267309947692217
b2099,-3.4210776036351445,-2.4253120168826374,-2.3282951824632168
b2100,-3.388142881669416,-2.4582167922640448,-2.361191913572855
b2103,-3.7605992818043803,-2.087213285009965,-1.990565999563844
b2104,-3.8045680808187248,-2.0438221903082767,-1.9473180152136624
b2105,-3.769630546389554,-2.078285973166387,-1.9816647288195375
b2106,-3.689242735413264,-2.1579490436954365,-2.0611435608493642
b2107,-3.786624695800227,-2.061507074326747,-1.964939346802412
b2113,-3.8163437797483617,-2.032235838106466,-1.9357777209733231
b2114,-3.9017068140086737,-1.948894128454211,-1.852902487284976
b2127,-3.609632324567903,-2.2371543097211406,-2.1402430689617105
b2128,-3.504802066813791,-2.341703082666018,-2.244717177024786
b2129,-3.5188458883057594,-2.3276861236309934,-2.2307073856803723
b2130,-3.507523523750314,-2.3389866278660985,-2.242002057620312
b2131,-3.678469369025199,-2.168653331491782,-2.071829958084011
b2132,-3.6875155196078624,-2.1596648246330465,-2.0628563842874494
b2140,-3.4797684162817046,-2.366694907829544,-2.2696978241099344
b2141,-3.4760320656966597,-2.3704256176974323,-2.2734270247981563
b2142,-3.4782702863123243,-2.368190758465604,-2.271193064955679
b2143,-3.631029728952469,-2.215844465453007,-2.118956251172927
b2146,-3.313234007442654,-2.5330783733161812,-2.436040767895299
b2147,-3.3455408473775585,-2.5007889717672103,-2.403756062318745
b2148,-3.4850918742920234,-2.3613797441994135,-2.2643848789309167
b2149,-3.536209555454116,-2.3103595218181225,-2.213390659285309
b2150,-3.6922377857023805,-2.154974158858298,-2.058173887716004
b2151,-3.415916069029789,-2.4304683944682215,-2.333450175564096
b2152,-3.665114765420972,-2.1819293378986164,-2.0850855381730957
b2153,-4.095526735759774,-1.7726700096820218,-1.679224871934996
b2155,-3.7604518204456805,-2.087359105199559,-1.9907114075993748
b2156,-3.923391233255308,-1.927978799829329,-1.8321529825273255
b2159,-3.764949590542464,-2.0829121950553864,-1.986277255304304
b2162,-3.053636434830719,-2.792617881186083,-2.6955646121239263
b2163,-3.229883607798781,-2.616398268244192,-2.5193524390819637
b2167,-3.6377760780260497,-2.209128576649606,-2.1122483507294167
b2168,-3.607978438483141,-2.238801961359007,-2.1418890774778654
b2169,-3.564492235415917,-2.282147723172711,-2.1851976983482593
b4502,-3.2906818326369995,-2.555620491541899,-2.458580176262122
b2171,-3.8303342537475658,-2.018493116983605,-1.922094640734672
b2175,-4.069515641376321,-1.7937581486063063,-1.6998210760831256
b2181,-3.8443972072183246,-2.0047069916034452,-1.9083743256724124
b2184,-3.503064834084113,-2.343437171551296,-2.2464504264545764
b2193,-3.664834400457165,-2.1822081313831894,-2.085363922485017
b2194,-3.471978627878075,-2.3744730996709182,-2.277472912849534
b2195,-3.4498340836853636,-2.396587910813857,-2.299579760135595
b2196,-3.4175712139646173,-2.4288148831501024,-2.3317971028524878
b2197,-3.503541153427473,-2.342961710412587,-2.245975194482076
b2198,-3.405412177444572,-2.440962344949009,-2.343941456259808
b2199,-3.480884478775587,-2.365580558883784,-2.2685839335473563
b2200,-3.400029199282863,-2.446340502531124,-2.3493183187821582
b2201,-3.553413659223481,-2.293196853906821,-2.196239011087423
b2202,-3.5565428984212955,-2.290075701872811,-2.193120007325697
b2203,-3.4012096613258334,-2.4451610822624343,-2.3481391784130796
b2204,-3.313467329031343,-2.532845164195721,-2.435807589073521
b2205,-3.320740008037046,-2.525576083519388,-2.42853947769535
b2206,-3.447754713245149,-2.3986647172751963,-2.301655879331717
b2207,-3.3423493347827593,-2.5039785828366945,-2.406945161512261
b2208,-3.416733387904046,-2.429651879936646,-2.332633876993052
b2211,-3.6278010358500272,-2.2190590859555224,-2.1221671772236284
b2212,-3.3911334080006195,-2.4552287115948253,-2.358204490278664
b2213,-3.5084758859171217,-2.338036038706846,-2.2410519417174473
b2216,-3.7688634218105,-2.0790439991321765,-1.9824204806063495
b2217,-4.014651919728154,-1.8421093905050636,-1.7472834913091877
b2221,-3.010803817312069,-2.8354475326745257,-2.7383934623578483
b2222,-2.9987108615690174,-2.8475397980795547,-2.7504855412565625
b2223,-3.1071046120310517,-2.7391548787353077,-2.642103007335501
b2224,-3.2184481784098002,-2.627830723087501,-2.530784091396875
b2231,-3.9445067943340772,-1.9077565157175445,-1.812115597296005
b2232,-3.793919670082492,-2.054313076675116,-1.9577702670844868
b2234,-3.8350791027103392,-2.013838394486709,-1.9174614397442378
b2235,-3.8382972500881842,-2.010683241045886,-1.914321273800813
b2236,-3.7570551844486997,-2.0907184219922343,-1.994061343628797
b2237,-3.6372851513779043,-2.209617237448103,-2.112736417688771
b2239,-3.595395881070159,-2.251339388614406,-2.154414596174909
b2240,-3.3216947048557333,-2.524621872657658,-2.4275853977256228
b2241,-3.1596977623359996,-2.6865690706271397,-2.58951918172586
b2242,-3.1836641426269017,-2.66260703077319,-2.5655583135346602
b2243,-3.19632922553318,-2.6499445490999674,-2.5528965339283483
b2249,-3.6746533702653235,-2.1724461052936546,-2.075616703867403
b2276,-3.8849700025712175,-1.9651225191615058,-1.86901779404275
b2277,-3.8778369488677678,-1.9720585135800648,-1.875909202945294
b2278,-3.83026963976246,-2.0185565257943066,-1.9221577611305303
b2279,-3.73202833016011,-2.115496910621903,-2.018776979271635
b2280,-3.80644938948883,-2.041970028739122,-1.9454729706266223
b2281,-3.844786936951801,-2.0043253623122097,-1.9079946089964024
b2282,-3.860833969033961,-1.98863371462733,-1.8923861444343464
b2283,-3.9317779552420866,-1.9199281393967051,-1.8241728405612108
b2284,-3.9034928130574142,-1.9471664993349747,-1.8511876629269877
b2285,-3.9340626345674914,-1.91773914030335,-1.8220037063689603
b2286,-3.9417909790916412,-1.9103483773689998,-1.814682286614426
b2287,-4.01066059420811,-1.8457581988730725,-1.7508765920647693
b2288,-4.018123842782295,-1.8389466400015235,-1.744170184893648
b2289,-3.7827623129247923,-2.0653181515334182,-1.9687377175697245
b2290,-3.741904510925249,-2.1057134028225346,-2.009017009974378
b2291,-3.6080382351426663,-2.238742388846,-2.1418295640481535
b2293,-3.873201382253285,-1.9765717929376008,-1.88039459992912
b2294,-3.928025169267088,-1.9235276591468136,-1.8277403437871902
b2296,-3.9492486275761425,-1.9032380896068315,-1.8076421516595491
b2297,-3.865815737628031,-1.9837714936971205,-1.8875515875710138
b2306,-3.6957533070484554,-2.1514828637809447,-2.05468884733406
b2307,-3.6813308451399007,-2.165809689313387,-2.0689909402385775
b2308,-3.7592364014134745,-2.0885610641592494,-1.9919099850658628
b2309,-4.005864744954105,-1.8501598244982074,-1.7552128709589698
b2310,-3.87827307993607,-1.9716341173535457,-1.8754874736945095
b2311,-3.6382721268545763,-2.2086348253058277,-2.111755201451576
b2312,-3.879882559000103,-1.9700682925090736,-1.8739315568647514
b2313,-3.9484549111292546,-1.9039937779489162,-1.8083902186488994
b2316,-4.009590108068382,-1.8467390845505454,-1.7518427417702611
b2317,-3.729644283671999,-2.117859559041555,-2.0211341780699215
b2318,-3.678324991901919,-2.168796818383507,-2.0719732140377487
b2319,-3.7248270683004,-2.1226346431572076,-2.0258985162215044
b2320,-3.814327637242394,-2.034218371125647,-1.9377521088690841
b2321,-3.6170681355624845,-2.229747442609968,-2.1328438239055174
b2323,-3.9753404060273216,-1.878554384412601,-1.78323070112485
b2340,-3.9137523917135377,-1.9372590007089245,-1.8413566325206683
b2341,-3.5249083230487277,-2.321636122979561,-2.2246606997767824
b2342,-3.4940257448397065,-2.3524605030615384,-2.2554695485538527
b2343,-3.847787219644292,-2.0013882518097796,-1.9050723887840064
b2344,-3.7447797569076737,-2.102866403969271,-2.006177165348543
b2346,-3.8467373793269415,-2.0024158227636217,-1.9060947157813284
b2349,-3.5091513705915425,-2.337361818732128,-2.2403780592962383
b2364,-3.480793754282193,-2.3656711435856925,-2.2686744808556716
b2365,-3.231596519996075,-2.614685822212667,-2.517640118811292
b2366,-3.477400298811217,-2.3690594331871853,-2.2720613884398677
b2367,-3.1480947510054653,-2.698170225337578,-2.6011198351860028
b2368,-3.1961742373531137,-2.6500995040512,-2.5530514799117277
b2369,-3.8185010626743288,-2.0301150830704113,-1.9336658035472614
b2370,-3.541085910801789,-2.305494409760818,-2.2085285394417364
b2371,-3.231997817113922,-2.614284635107923,-2.5172389613851696
b2372,-3.1690997175728093,-2.677168732960977,-2.5801192807362345
b2373,-3.223952736039505,-2.6223275679360087,-2.5252813146459063
b2374,-3.266256417811309,-2.5800366471738667,-2.4829938357813695
b2375,-3.277534121882074,-2.5687630243000608,-2.471721313257324
b2378,-3.568643374222316,-2.2780082190345854,-2.181061280348849
b2379,-3.6801020447112163,-2.167030786817642,-2.0702100408515385
b2388,-3.718438828918388,-2.1289692169472296,-2.0322193712344045
b2392,-3.6820679954555944,-2.1650771923787944,-2.068259649288311
b2393,-3.8136794934500133,-2.0348558173161795,-1.9383869598025514
b2398,-3.7079219800010437,-2.1394029081303207,-2.0426317359552177
b2399,-3.652171284108292,-2.19480343012418,-2.0979415345686423
b2400,-3.9468027931428145,-1.9055675630009195,-1.8099482592967622
b2405,-3.4594287521375855,-2.3870055651082627,-2.290000716355028
b2406,-3.328525853285785,-2.5177942967403792,-2.4207587839703275
b2407,-3.122308344299395,-2.723953002291488,-2.6269016320547087
b4546,-3.521721879371072,-2.3248159657038525,-2.2278387830218227
b2411,-3.6698901467574796,-2.177181209069582,-2.080344500408268
b2418,-3.7404668325070247,-2.107137176024114,-2.010437257864333
b2419,-3.4810285942235812,-2.3654366656754715,-2.2684400997866576
b2420,-3.5016159900226933,-2.344883422609393,-2.247895985047952
b2421,-3.862343340881827,-1.9871600788132096,-1.890920794846706
b2422,-3.8908954338973127,-1.9593694148640444,-1.8633033322291068
b2423,-3.7981807332777624,-2.050113561318224,-1.953585881389974
b2424,-3.758822660574878,-2.088970250160444,-1.9923180262958056
b2425,-3.893758329641852,-1.95659272084592,-1.8605458471432055
b2426,-3.7194044770746557,-2.128011523625627,-2.031263713629065
b2427,-3.3717345263994534,-2.4746125950020965,-2.3775843411121644
b2428,-3.4630340813564207,-2.3834050829558073,-2.286401532473579
b2429,-3.3503923567865708,-2.4959404346666565,-2.398908325250218
b2431,-3.821701672429531,-2.0269697660080928,-1.9305338348402583
b2432,-3.731169752511042,-2.1163477396712014,-2.019625835555435
b2435,-3.75349753485004,-2.0942379594456546,-1.9975712839290243
b2436,-3.647517783887118,-2.199433497685538,-2.1025654778968748
