mg_tu_id,mg_tss,mg_tss_strand,strain_id,strain_tss,strain_tss_strand,strain_name,strain_tu_length
ECK120011089,4153190,-1,NC_017660.1,560657,1,KO11FL,2743
ECK120011088,4124509,-1,NC_017660.1,596056,1,KO11FL,1078
ECK120011087,4049899,1,NC_017660.1,922007,1,KO11FL,117
ECK120011085,3965687,1,NC_017660.1,835381,1,KO11FL,403
ECK120011084,3965647,1,NC_017660.1,835341,1,KO11FL,443
ECK120011083,3881861,-1,NC_017660.1,746369,-1,KO11FL,1713
ECK120011081,3719940,1,NC_017660.1,1063952,-1,KO11FL,373
ECK125095420,1988001,-1,NC_017660.1,2820876,1,KO11FL,128
ECK120011104,1330818,1,NC_017660.1,3465488,-1,KO11FL,2827
ECK120011093,4178354,1,NC_017660.1,524483,-1,KO11FL,11259
ECK120015341,1601460,1,NC_017660.1,3291840,-1,KO11FL,6644
ECK120015343,2239391,-1,NC_017660.1,2547345,1,KO11FL,2648
ECK120015344,1251003,1,NC_017660.1,3542812,-1,KO11FL,1982
ECK120015332,546411,-1,NC_017660.1,4459308,1,KO11FL,3150
ECK120011163,4196859,-1,NC_017660.1,518158,1,KO11FL,527
ECK120015357,1806323,1,NC_017660.1,3003856,-1,KO11FL,976
ECK120015482,2493439,-1,NC_017660.1,2318018,1,KO11FL,1435
ECK120015478,1586664,-1,NC_017660.1,3317882,1,KO11FL,2457
ECK120015476,4605694,-1,NC_017660.1,4986465,-1,KO11FL,819
ECK120015474,3581111,1,NC_017660.1,1204902,-1,KO11FL,515
ECK120015373,1263556,-1,NC_017660.1,3532151,1,KO11FL,2661
ECK120015372,3813852,1,NC_017660.1,965810,-1,KO11FL,1238
ECK120015369,1823492,1,NC_017660.1,2986956,-1,KO11FL,910
ECK120015368,607731,1,NC_017660.1,4403961,-1,KO11FL,258
ECK120015367,711939,-1,NC_017660.1,4300387,1,KO11FL,334
ECK120015365,3647982,-1,NC_017660.1,1144633,1,KO11FL,330
ECK120015364,3721065,1,NC_017660.1,1062578,1,KO11FL,984
ECK120015363,1810170,1,NC_017660.1,3000354,-1,KO11FL,631
ECK120015362,1946110,1,NC_017660.1,2861248,-1,KO11FL,743
ECK120015361,1946144,1,NC_017660.1,2861248,-1,KO11FL,709
ECK120015356,900626,-1,NC_017660.1,4079263,1,KO11FL,954
ECK120015333,1982442,-1,NC_017660.1,2826435,1,KO11FL,2346
ECK120015352,8191,1,NC_017660.1,9469,1,KO11FL,1035
ECK120015350,1950617,-1,NC_017660.1,2857484,1,KO11FL,1955
ECK120015349,3072857,-1,NC_017660.1,1722017,1,KO11FL,1426
ECK120015348,3073823,-1,NC_017660.1,1721051,1,KO11FL,3658
ECK120015347,3072857,-1,NC_017660.1,1722017,1,KO11FL,2692
ECK120015345,1250944,-1,NC_017660.1,3544853,1,KO11FL,3248
ECK120030631,3401356,-1,NC_017660.1,1375117,1,KO11FL,1351
ECK120030630,3401193,-1,NC_017660.1,1375280,1,KO11FL,1188
ECK120011086,3966162,1,NC_017660.1,835856,1,KO11FL,1569
ECK120030628,3401356,-1,NC_017660.1,1375117,1,KO11FL,2969
ECK120030132,3573657,-1,NC_017660.1,1212869,1,KO11FL,9574
ECK120030145,3696364,-1,NC_017660.1,1094561,1,KO11FL,367
ECK120030158,2033649,1,NC_017660.1,2772299,-1,KO11FL,82
ECK120030159,1146589,1,NC_017660.1,3633962,-1,KO11FL,163
ECK125135011,4256502,-1,NC_017660.1,456521,1,KO11FL,2459
ECK125135064,368536,-1,NC_017660.1,4637453,1,KO11FL,2108
ECK120030172,2114351,-1,NC_017660.1,2704116,1,KO11FL,917
ECK125140828,1996917,-1,NC_017660.1,2811962,1,KO11FL,807
ECK125145764,3336833,-1,NC_017660.1,1432513,1,KO11FL,1598
ECK125145760,4019978,1,NC_017660.1,891108,1,KO11FL,251
ECK125145759,1015657,1,NC_017660.1,3766869,-1,KO11FL,267
ECK120030122,3343326,1,NC_017660.1,1424677,-1,KO11FL,1343
ECK125142007,1862240,1,NC_017660.1,2947591,-1,KO11FL,1526
ECK125142005,1686654,-1,NC_017660.1,3127199,1,KO11FL,1469
ECK125141553,84024,-1,NC_017660.1,80523,-1,KO11FL,5176
ECK125141552,84304,1,NC_017660.1,85979,1,KO11FL,1008
ECK125141551,84154,1,NC_017660.1,85829,1,KO11FL,1158
ECK125140835,2053566,1,NC_017660.1,2751149,-1,KO11FL,1393
ECK125140834,2719931,1,NC_017660.1,2101157,-1,KO11FL,2682
ECK125140833,4223505,1,NC_017660.1,488544,-1,KO11FL,4006
ECK125140830,1996857,-1,NC_017660.1,2812022,1,KO11FL,747
ECK125140829,1996867,-1,NC_017660.1,2812012,1,KO11FL,757
ECK125140825,1482904,-1,NC_017660.1,3238377,-1,KO11FL,649
ECK125135065,4256457,1,NC_017660.1,456018,-1,KO11FL,548
ECK125142006,1862247,1,NC_017660.1,2947591,-1,KO11FL,1519
ECK120030121,3342226,1,NC_017660.1,1424677,-1,KO11FL,2443
ECK120030120,3340211,1,NC_017660.1,1427094,-1,KO11FL,2041
ECK120029971,3305932,-1,NC_017660.1,1463268,1,KO11FL,1359
ECK120030629,3401129,-1,NC_017660.1,1375344,1,KO11FL,1124
ECK120033755,3471724,-1,NC_017660.1,1319846,1,KO11FL,1579
ECK120029515,2914277,-1,NC_017660.1,1925837,1,KO11FL,3521
ECK125135010,3658054,-1,NC_017660.1,1132924,1,KO11FL,68
ECK125135009,4235872,1,NC_017660.1,473293,-1,KO11FL,3858
ECK125145765,160751,-1,NC_017660.1,160542,-1,KO11FL,1565
ECK125135007,3341719,1,NC_017660.1,1424677,-1,KO11FL,2950
ECK125135006,3342010,1,NC_017660.1,1424677,-1,KO11FL,2659
ECK125135005,3340211,1,NC_017660.1,1424677,-1,KO11FL,4458
ECK125135003,3471583,-1,NC_017660.1,1319987,1,KO11FL,1438
ECK125134719,1212123,-1,NC_017660.1,3583690,1,KO11FL,439
ECK125134714,1610720,-1,NC_017660.1,3289224,1,KO11FL,1491
ECK120029427,1802733,-1,NC_017660.1,3009763,1,KO11FL,7479
ECK120029470,2832307,-1,NC_017660.1,2013929,1,KO11FL,1532
ECK120029471,3927031,-1,NC_017660.1,798703,-1,KO11FL,1019
ECK120029472,3927031,-1,NC_017660.1,796396,-1,KO11FL,3326
ECK120029514,4119358,-1,NC_017660.1,601207,1,KO11FL,513
ECK120029516,1144762,-1,NC_017660.1,3635952,1,KO11FL,3580
ECK125135012,1063828,-1,NC_017660.1,3719801,1,KO11FL,1278
ECK120029517,1144873,-1,NC_017660.1,3635841,1,KO11FL,3691
ECK120029601,2862197,1,NC_017660.1,1980018,-1,KO11FL,1305
ECK120029602,794995,1,NC_017660.1,4219955,-1,KO11FL,2617
ECK120029858,1986799,1,NC_017660.1,2821449,-1,KO11FL,629
ECK120029859,3247548,1,NC_017660.1,1524222,-1,KO11FL,1274
ECK120029970,4235858,1,NC_017660.1,473293,-1,KO11FL,3872
ECK125140764,853064,-1,NC_017660.1,4164647,1,KO11FL,339
ECK125138146,2819370,-1,NC_017660.1,2027040,1,KO11FL,409
ECK125135008,3343299,1,NC_017660.1,1424677,-1,KO11FL,1370
ECK125136342,2819198,-1,NC_017660.1,2027212,1,KO11FL,237
ECK120033566,3529110,1,NC_017660.1,1261048,-1,KO11FL,1542
ECK120033236,91012,1,NC_017660.1,92687,1,KO11FL,16462
ECK120033568,63588,-1,NC_017660.1,62161,-1,KO11FL,3230
ECK120033569,3039851,-1,NC_017660.1,1755293,1,KO11FL,3478
ECK120033570,456605,1,NC_017660.1,4546671,-1,KO11FL,2150
ECK120033571,3096620,1,NC_017660.1,1692457,-1,KO11FL,1783
ECK120033580,2000410,-1,NC_017660.1,2808469,1,KO11FL,869
ECK120033594,1074113,1,NC_017660.1,3708923,-1,KO11FL,767
ECK120033595,1584028,-1,NC_017660.1,3320518,1,KO11FL,1102
ECK120033597,4399801,1,NC_017660.1,4776536,1,KO11FL,4503
ECK120033602,4398982,1,NC_017660.1,4775717,1,KO11FL,5322
ECK120033564,4635243,1,NC_017660.1,5015403,1,KO11FL,2877
ECK120033603,4399052,1,NC_017660.1,4775787,1,KO11FL,5252
ECK120033740,701865,-1,NC_017660.1,4310329,1,KO11FL,1491
ECK120033741,702008,-1,NC_017660.1,4310186,1,KO11FL,1634
ECK120033742,4035356,1,NC_017660.1,906295,1,KO11FL,5278
ECK120033238,914129,-1,NC_017660.1,4065759,1,KO11FL,2947
ECK120033235,90688,1,NC_017660.1,92363,1,KO11FL,16786
ECK120030182,3812703,1,NC_017660.1,966949,-1,KO11FL,1248
ECK120030637,2591560,1,NC_017660.1,2232119,-1,KO11FL,1402
ECK120030183,922751,1,NC_017660.1,4056655,-1,KO11FL,482
ECK120030201,358773,1,NC_017660.1,4645711,-1,KO11FL,1505
ECK120030202,1645903,-1,NC_017660.1,3175575,1,KO11FL,869
ECK125136343,2819189,-1,NC_017660.1,2027221,1,KO11FL,228
ECK120033605,4400220,1,NC_017660.1,4776955,1,KO11FL,4084
ECK120033563,4484273,-1,NC_017660.1,4858537,-1,KO11FL,3291
ECK120030184,2313452,1,NC_017660.1,2471902,-1,KO11FL,3375
ECK120033561,1340135,1,NC_017660.1,3456150,-1,KO11FL,2848
ECK125136341,2819373,-1,NC_017660.1,2027037,1,KO11FL,412
ECK120033562,1384069,1,NC_017660.1,3410871,-1,KO11FL,4191
ECK125136340,3785187,1,NC_017660.1,988644,-1,KO11FL,3873
ECK125136338,2622977,1,NC_017660.1,2197655,-1,KO11FL,3679
ECK125136337,1986148,-1,NC_017660.1,2822729,1,KO11FL,3594
ECK125136335,1344510,-1,NC_017660.1,3454624,1,KO11FL,913
ECK125135788,1996897,-1,NC_017660.1,2811982,1,KO11FL,787
ECK125135744,1862464,-1,NC_017660.1,2948893,1,KO11FL,448
ECK125135647,1440846,-1,NC_017660.1,3330391,1,KO11FL,5086
ECK125135568,1189940,-1,NC_017660.1,3590664,1,KO11FL,1624
ECK125135560,1169019,1,NC_017660.1,3611376,-1,KO11FL,311
ECK120030165,194784,1,NC_017660.1,195301,1,KO11FL,880
ECK120030180,1888061,-1,NC_017660.1,2921320,1,KO11FL,1197
ECK120030627,3401193,-1,NC_017660.1,1375280,1,KO11FL,2806
ECK120033565,3545458,1,NC_017660.1,1244775,-1,KO11FL,741
ECK120033746,160722,-1,NC_017660.1,160542,-1,KO11FL,1536
ECK120033557,1190491,-1,NC_017660.1,3590113,1,KO11FL,2175
ECK120033555,434504,1,NC_017660.1,4570580,-1,KO11FL,2603
ECK120033554,22229,1,NC_017660.1,25457,1,KO11FL,5013
ECK120033244,3212693,1,NC_017660.1,1564409,-1,KO11FL,2195
ECK120033243,893634,1,NC_017660.1,4081936,-1,KO11FL,4295
ECK120033559,662706,-1,NC_017660.1,4350162,1,KO11FL,1070
ECK120033242,1272422,1,NC_017660.1,3521166,-1,KO11FL,779
ECK120033241,457202,1,NC_017660.1,4544184,-1,KO11FL,4040
ECK120033239,2137193,-1,NC_017660.1,2681005,1,KO11FL,3703
ECK120033240,3742720,1,NC_017660.1,1033527,-1,KO11FL,8061
ECK120009763,883649,1,NC_002695.1,1008936,1,O157:H7,1289
ECK120009752,961165,1,NC_002695.1,1090808,1,O157:H7,2551
ECK120009753,738980,1,NC_002695.1,815626,1,O157:H7,1945
ECK120009754,2303577,-1,NC_002695.1,3024911,-1,O157:H7,12219
ECK120009755,739421,1,NC_002695.1,816067,1,O157:H7,1504
ECK120009757,1572072,-1,NC_002695.1,2090149,-1,O157:H7,3168
ECK120009759,3561849,-1,NC_002695.1,4272701,-1,O157:H7,2096
ECK120009760,3561480,-1,NC_002695.1,4272701,-1,O157:H7,1727
ECK120009761,3560891,-1,NC_002695.1,4272701,-1,O157:H7,1138
ECK120009762,3560756,-1,NC_002695.1,4272701,-1,O157:H7,1003
ECK120009764,2838132,-1,NC_002695.1,3558892,-1,O157:H7,2959
ECK120009777,461305,1,NC_002695.1,527357,1,O157:H7,473
ECK120009765,1151575,1,NC_002695.1,1510670,1,O157:H7,1605
ECK120009768,1237509,1,NC_002695.1,1679029,1,O157:H7,2441
ECK120009751,4365392,-1,NC_002695.1,5219469,-1,O157:H7,374
ECK120009771,2704223,-1,NC_002695.1,3421002,-1,O157:H7,3605
ECK120009772,2701813,-1,NC_002695.1,3421002,-1,O157:H7,1195
ECK120009773,4200176,1,NC_002695.1,5009001,1,O157:H7,425
ECK120009403,1058056,1,NC_002695.1,1236409,1,O157:H7,4342
ECK120009774,461442,1,NC_002695.1,527494,1,O157:H7,336
ECK120009404,4466210,-1,NC_002695.1,5318592,-1,O157:H7,3156
ECK120009775,461395,1,NC_002695.1,527447,1,O157:H7,383
ECK120009776,461332,1,NC_002695.1,527384,1,O157:H7,446
ECK120009769,1237538,1,NC_002695.1,1679058,1,O157:H7,2412
ECK120009801,1146649,1,NC_002695.1,1505744,1,O157:H7,891
ECK120009782,2913829,-1,NC_002695.1,3633155,-1,O157:H7,3073
ECK120009746,4640801,-1,NC_002695.1,5496337,-1,O157:H7,1262
ECK120009719,3536755,-1,NC_002695.1,4246667,-1,O157:H7,2282
ECK120009748,1078925,-1,NC_002695.1,1315740,-1,O157:H7,4005
ECK120009401,102867,1,NC_002695.1,107472,1,O157:H7,3589
ECK120009806,2061978,-1,NC_002695.1,2730487,-1,O157:H7,962
ECK120009793,961859,1,NC_002695.1,1091502,1,O157:H7,2313
ECK120009783,2911368,-1,NC_002695.1,3632293,-1,O157:H7,1474
ECK120009784,2911355,-1,NC_002695.1,3632293,-1,O157:H7,1461
ECK120009785,3950218,1,NC_002695.1,4743662,1,O157:H7,6907
ECK120009786,3950290,1,NC_002695.1,4743734,1,O157:H7,6835
ECK120009787,3952388,1,NC_002695.1,4745834,1,O157:H7,4735
ECK120009780,1741201,1,NC_002695.1,2340912,1,O157:H7,1360
ECK120009789,1298309,-1,NC_002695.1,1739489,-1,O157:H7,2863
ECK120009791,1011659,1,NC_002695.1,1141130,1,O157:H7,3800
ECK120009792,961717,1,NC_002695.1,1091360,1,O157:H7,2455
ECK120009781,1741379,1,NC_002695.1,2341090,1,O157:H7,1182
ECK120009795,1349129,-1,NC_002695.1,1847647,-1,O157:H7,2187
ECK120009796,1348944,-1,NC_002695.1,1847647,-1,O157:H7,2002
ECK120009797,3667607,-1,NC_002695.1,4407050,-1,O157:H7,2693
ECK120009798,472556,1,NC_002695.1,538619,1,O157:H7,1745
ECK120009800,3883882,-1,NC_002695.1,4666381,-1,O157:H7,3734
ECK120009802,1146791,1,NC_002695.1,1505886,1,O157:H7,749
ECK120009804,4366843,-1,NC_002695.1,5219923,-1,O157:H7,1371
ECK120009805,121650,-1,NC_002695.1,124633,-1,O157:H7,1506
ECK120009790,1011666,1,NC_002695.1,1141137,1,O157:H7,3793
ECK120009794,1230466,-1,NC_002695.1,1670969,-1,O157:H7,983
ECK120009047,2924524,-1,NC_002695.1,3646566,-1,O157:H7,358
ECK120009083,500051,-1,NC_002695.1,564736,-1,O157:H7,1106
ECK120009056,3546449,1,NC_002695.1,4258623,1,O157:H7,1426
ECK120009057,3546446,1,NC_002695.1,4258620,1,O157:H7,1429
ECK120009058,4551334,-1,NC_002695.1,5404744,-1,O157:H7,1412
ECK120009059,3544667,1,NC_002695.1,4256840,1,O157:H7,1532
ECK120009061,4370616,1,NC_002695.1,5225067,1,O157:H7,2055
ECK120009073,2436890,-1,NC_002695.1,3160435,-1,O157:H7,2808
ECK120009062,3244857,-1,NC_002695.1,3981459,-1,O157:H7,3030
ECK120009063,4554458,1,NC_002695.1,5409280,1,O157:H7,891
ECK120009065,4214159,1,NC_002695.1,5022559,1,O157:H7,1050
ECK120009067,1696152,-1,NC_002695.1,2291206,-1,O157:H7,4567
ECK120009068,1697075,-1,NC_002695.1,2296083,-1,O157:H7,613
ECK120009069,3473685,-1,NC_002695.1,4190051,-1,O157:H7,3540
ECK120009070,4419927,1,NC_002695.1,5273654,1,O157:H7,4459
ECK120009071,4419675,-1,NC_002695.1,5272288,-1,O157:H7,1114
ECK120009072,2437884,-1,NC_002695.1,3160435,-1,O157:H7,3802
ECK120009108,3592378,-1,NC_002695.1,4305029,-1,O157:H7,5008
ECK120009110,3867544,1,NC_002695.1,4658528,1,O157:H7,516
ECK120009045,366377,-1,NC_002695.1,417916,-1,O157:H7,5237
ECK120009156,2093360,1,NC_002695.1,2765425,1,O157:H7,3865
ECK120009145,997563,-1,NC_002695.1,1122748,-1,O157:H7,4287
ECK120009147,1989502,1,NC_002695.1,2590654,1,O157:H7,1390
ECK120009148,122969,1,NC_002695.1,127458,1,O157:H7,4650
ECK120009149,3922270,-1,NC_002695.1,4708952,-1,O157:H7,6762
ECK120009053,2790912,1,NC_002695.1,3513099,1,O157:H7,4741
ECK120009092,3102988,1,NC_002695.1,3844582,1,O157:H7,1380
ECK120009052,4051036,1,NC_002695.1,4846989,1,O157:H7,244
ECK120009048,2535610,1,NC_002695.1,3260001,1,O157:H7,770
ECK120009084,1658003,1,NC_002695.1,2257806,1,O157:H7,7117
ECK120009085,3318562,1,NC_002695.1,4061060,1,O157:H7,1418
ECK120009086,3812577,-1,NC_002695.1,4554202,-1,O157:H7,2234
ECK120009087,3811175,-1,NC_002695.1,4554202,-1,O157:H7,832
ECK120009088,3811995,-1,NC_002695.1,4554202,-1,O157:H7,1652
ECK120009089,3102988,1,NC_002695.1,3844582,1,O157:H7,3982
ECK120009090,3102911,1,NC_002695.1,3844505,1,O157:H7,4059
ECK120009091,3103993,1,NC_002695.1,3845587,1,O157:H7,2977
ECK120009093,3102988,1,NC_002695.1,3844582,1,O157:H7,2524
ECK120009079,2460511,-1,NC_002695.1,3183430,-1,O157:H7,3496
ECK120009094,3103993,1,NC_002695.1,3845587,1,O157:H7,375
ECK120009095,3103993,1,NC_002695.1,3845587,1,O157:H7,1519
ECK120009096,3812577,-1,NC_002695.1,4555068,-1,O157:H7,1368
ECK120009097,3353049,-1,NC_002695.1,4093042,-1,O157:H7,2360
ECK120009099,4262816,1,NC_002695.1,5115970,1,O157:H7,266
ECK120009100,3664864,1,NC_002695.1,4406999,1,O157:H7,97
ECK120009101,3102911,1,NC_002695.1,3844505,1,O157:H7,1457
ECK120009102,3102911,1,NC_002695.1,3844505,1,O157:H7,2601
ECK120009107,957595,1,NC_002695.1,1087238,1,O157:H7,1146
ECK120009081,2219523,-1,NC_002695.1,2944617,-1,O157:H7,3778
ECK120009074,2437912,1,NC_002695.1,3164265,1,O157:H7,1033
ECK120009109,3592426,-1,NC_002695.1,4305029,-1,O157:H7,5056
ECK120009060,3866981,-1,NC_002695.1,4657453,-1,O157:H7,512
ECK120009050,2535480,1,NC_002695.1,3259871,1,O157:H7,900
ECK120009718,3536639,-1,NC_002695.1,4246667,-1,O157:H7,2166
ECK120010924,2495578,1,NC_002695.1,3223711,1,O157:H7,987
ECK120009716,42325,1,NC_002695.1,46738,1,O157:H7,3425
ECK120010954,57241,-1,NC_002695.1,59730,-1,O157:H7,2486
ECK120010941,1346843,-1,NC_002695.1,1845463,-1,O157:H7,2086
ECK120010955,57336,-1,NC_002695.1,57402,-1,O157:H7,4909
ECK120010960,1359373,-1,NC_002695.1,1865735,-1,O157:H7,1571
ECK120010961,2691123,-1,NC_002695.1,3410037,-1,O157:H7,1452
ECK120010962,712942,1,NC_002695.1,792966,1,O157:H7,2301
ECK120010963,605453,-1,NC_002695.1,687287,-1,O157:H7,682
ECK120010968,3658242,1,NC_002695.1,4400377,1,O157:H7,840
ECK120010970,3656960,1,NC_002695.1,4399095,1,O157:H7,607
ECK120010978,3658345,1,NC_002695.1,4400480,1,O157:H7,5182
ECK120010981,833073,1,NC_002695.1,957513,1,O157:H7,3137
ECK120010942,3038834,-1,NC_002695.1,3776261,-1,O157:H7,722
ECK120010940,63358,-1,NC_002695.1,64619,-1,O157:H7,3671
ECK120010909,841648,-1,NC_002695.1,963700,-1,O157:H7,2399
ECK120010921,787632,-1,NC_002695.1,870715,-1,O157:H7,789
ECK120010910,1544124,-1,NC_002695.1,2061908,-1,O157:H7,1452
ECK120010911,1544163,-1,NC_002695.1,2061908,-1,O157:H7,1491
ECK120010912,2483448,-1,NC_002695.1,3208775,-1,O157:H7,2810
ECK120010913,2718675,1,NC_002695.1,3438873,1,O157:H7,479
ECK120010914,511573,1,NC_002695.1,577262,1,O157:H7,2295
ECK120010915,137045,1,NC_002695.1,141417,1,O157:H7,1588
ECK120010917,3000257,1,NC_002695.1,3738588,1,O157:H7,3711
ECK120010918,3039822,1,NC_002695.1,3777971,1,O157:H7,554
ECK120010951,196470,1,NC_002695.1,199814,1,O157:H7,1428
ECK120010950,2736006,1,NC_002695.1,3456125,1,O157:H7,877
ECK120010949,3247643,1,NC_002695.1,3987275,1,O157:H7,1179
ECK120010948,197821,1,NC_002695.1,201165,1,O157:H7,2539
ECK120009819,3884065,1,NC_002695.1,4670298,1,O157:H7,787
ECK120009820,1813742,-1,NC_002695.1,2413134,-1,O157:H7,321
ECK120009150,3922134,-1,NC_002695.1,4708952,-1,O157:H7,6626
ECK120009821,4201712,-1,NC_002695.1,5010088,-1,O157:H7,449
ECK120009826,1335781,1,NC_002695.1,1836488,1,O157:H7,2725
ECK120009836,3519380,-1,NC_002695.1,4224830,-1,O157:H7,6746
ECK120009827,1335424,1,NC_002695.1,1836131,1,O157:H7,3082
ECK120009828,131519,1,NC_002695.1,135891,1,O157:H7,2753
ECK120009829,4393937,1,NC_002695.1,5247662,1,O157:H7,10368
ECK120009830,4394035,1,NC_002695.1,5247760,1,O157:H7,10270
ECK120009831,2255290,1,NC_002695.1,2990218,1,O157:H7,724
ECK120010919,1800818,-1,NC_002695.1,2399076,-1,O157:H7,1455
ECK120009832,1084865,1,NC_002695.1,1327816,1,O157:H7,1230
ECK120009834,427205,1,NC_002695.1,490834,1,O157:H7,3271
ECK120009835,426055,1,NC_002695.1,489685,1,O157:H7,1730
ECK120010905,1174028,-1,NC_002695.1,1529643,-1,O157:H7,3510
ECK120010908,4467280,1,NC_002695.1,5322818,1,O157:H7,3041
ECK120009808,3730807,-1,NC_002695.1,4474087,-1,O157:H7,2890
ECK120010953,57156,-1,NC_002695.1,59730,-1,O157:H7,2401
ECK120010943,200455,1,NC_002695.1,203798,1,O157:H7,2893
ECK120010944,200960,1,NC_002695.1,204303,1,O157:H7,1036
ECK120010945,3101798,-1,NC_002695.1,3842498,-1,O157:H7,894
ECK120010946,3101744,-1,NC_002695.1,3842498,-1,O157:H7,840
ECK120010947,3201104,1,NC_002695.1,3940632,1,O157:H7,723
ECK120009833,1084938,1,NC_002695.1,1327889,1,O157:H7,1157
ECK120009717,3536707,-1,NC_002695.1,4246667,-1,O157:H7,2234
ECK120010922,3581016,-1,NC_002695.1,4300182,-1,O157:H7,89
ECK120010925,493709,1,NC_002695.1,559604,1,O157:H7,1301
ECK120009743,4640535,-1,NC_002695.1,5496337,-1,O157:H7,996
ECK120009744,4640599,-1,NC_002695.1,5496337,-1,O157:H7,1060
ECK120009745,4640688,-1,NC_002695.1,5496337,-1,O157:H7,1149
ECK120009724,3600813,-1,NC_002695.1,4319131,-1,O157:H7,926
ECK120009721,4542694,1,NC_002695.1,5397601,1,O157:H7,7000
ECK120009747,4640681,-1,NC_002695.1,5496337,-1,O157:H7,1142
ECK120009699,3322278,-1,NC_002695.1,4064570,-1,O157:H7,206
ECK120009682,2466308,1,NC_002695.1,3192907,1,O157:H7,75
ECK120009684,3215597,1,NC_002695.1,3955128,1,O157:H7,119
ECK120009686,4175381,1,NC_002695.1,4984398,1,O157:H7,1804
ECK120009687,4392313,1,NC_002695.1,5246038,1,O157:H7,345
ECK120009689,697163,-1,NC_002695.1,776553,-1,O157:H7,773
ECK120009690,926006,-1,NC_002695.1,1056920,-1,O157:H7,163
ECK120009695,2043562,-1,NC_002695.1,2712036,-1,O157:H7,94
ECK120009696,2518253,-1,NC_002695.1,3244785,-1,O157:H7,251
ECK120009698,3318297,-1,NC_002695.1,4055682,-1,O157:H7,5113
ECK120009701,4362627,-1,NC_002695.1,3851959,1,O157:H7,118
ECK120009720,3777289,1,NC_002695.1,4524133,1,O157:H7,3728
ECK120009706,2709632,-1,NC_002695.1,3427707,-1,O157:H7,2298
ECK120009707,1755467,1,NC_002695.1,2355179,1,O157:H7,1643
ECK120009708,4551518,1,NC_002695.1,5406340,1,O157:H7,2843
ECK120009709,1488190,1,NC_002695.1,2005698,1,O157:H7,1481
ECK120009715,34218,1,NC_002695.1,38591,1,O157:H7,477
ECK120009742,4640512,-1,NC_002695.1,5496337,-1,O157:H7,973
ECK120009741,4640508,-1,NC_002695.1,5496337,-1,O157:H7,969
ECK120009740,3318297,-1,NC_002695.1,4060529,-1,O157:H7,266
ECK120009739,3318375,-1,NC_002695.1,4051496,-1,O157:H7,9377
ECK120010926,2753486,1,NC_002695.1,3473495,1,O157:H7,460
ECK120010927,4390638,-1,NC_002695.1,5239772,-1,O157:H7,4591
ECK120010928,396553,1,NC_002695.1,456332,1,O157:H7,2413
ECK120010929,1923385,-1,NC_002695.1,2524144,-1,O157:H7,1072
ECK120010930,1890561,-1,NC_002695.1,2491780,-1,O157:H7,610
ECK120010931,4112869,1,NC_002695.1,4912828,1,O157:H7,852
ECK120010932,2456999,-1,NC_002695.1,3182742,-1,O157:H7,672
ECK120009809,3734906,1,NC_002695.1,4481076,1,O157:H7,1251
ECK120009807,1190508,-1,NC_002695.1,1610041,-1,O157:H7,2192
ECK120009681,2062252,1,NC_002695.1,2713109,1,O157:H7,83
ECK120009734,1319944,-1,NC_002695.1,1817436,-1,O157:H7,3528
ECK120010933,2551243,-1,NC_002695.1,3272749,-1,O157:H7,1597
ECK120009725,4442261,-1,NC_002695.1,5297018,-1,O157:H7,723
ECK120009727,1933109,-1,NC_002695.1,2533916,-1,O157:H7,1024
ECK120009728,1932799,-1,NC_002695.1,2533916,-1,O157:H7,714
ECK120009729,973404,1,NC_002695.1,1103046,1,O157:H7,7382
ECK120009730,4042030,-1,NC_002695.1,4836858,-1,O157:H7,1124
ECK120009731,4042121,-1,NC_002695.1,4836858,-1,O157:H7,1215
ECK120009732,1932784,-1,NC_002695.1,2533916,-1,O157:H7,699
ECK120009733,2710186,-1,NC_002695.1,3427707,-1,O157:H7,2852
ECK120009736,385205,1,NC_002695.1,446207,1,O157:H7,3441
ECK120009722,4541871,1,NC_002695.1,5396779,1,O157:H7,1014
ECK120009737,1266899,1,NC_002695.1,1712781,1,O157:H7,2168
ECK120009738,1267854,1,NC_002695.1,1713736,1,O157:H7,1213
ECK120009726,4379003,-1,NC_002695.1,5232063,-1,O157:H7,1220
ECK120009152,4619567,1,NC_002695.1,5477408,1,O157:H7,2092
ECK120009004,4287391,-1,NC_002695.1,5136401,-1,O157:H7,4139
ECK120009154,236017,1,NC_002695.1,239567,1,O157:H7,781
ECK120009319,3222551,1,NC_002695.1,3962082,1,O157:H7,3620
ECK120009320,2934119,1,NC_002695.1,3656519,1,O157:H7,5980
ECK120009321,3105651,1,NC_002695.1,3847245,1,O157:H7,1319
ECK120009322,3847198,-1,NC_002695.1,4632908,-1,O157:H7,1422
ECK120009323,4341887,1,NC_002695.1,5196336,1,O157:H7,2903
ECK120009324,1699313,1,NC_002695.1,2298942,1,O157:H7,2816
ECK120009325,2825791,1,NC_002695.1,3549712,1,O157:H7,4989
ECK120009327,2933854,-1,NC_002695.1,3654265,-1,O157:H7,1989
ECK120009313,710716,-1,NC_002695.1,790142,-1,O157:H7,598
ECK120009328,1978395,-1,NC_002695.1,2579128,-1,O157:H7,1195
ECK120009329,3737470,1,NC_002695.1,4483552,1,O157:H7,2150
ECK120009331,1292958,-1,NC_002695.1,1737506,-1,O157:H7,497
ECK120009332,2339457,-1,NC_002695.1,3062563,-1,O157:H7,2664
