,TU,tss,best score,name,ID,Sigma70_Prib_score,Sigma54_Prib_score,Sigma32_Prib_score,Sigma24_Prib_score,Sigma38_Prib_score,Sigma28_Prib_score
2382,ECK120011075,2909797,,pyrG,b2780,-4.353758592323231,-5.03585332773391,-8.397905067160005,-7.199749951793509,-4.996857335779234,-11.146094183409605
2383,ECK120034163,2909713,,pyrG,b2780,-3.2902888010427516,-2.5140421210104593,-8.484786587940233,-12.990250011036775,-5.542326351017538,-10.468207950800448
2384,ECK120009783,2911368,,mazG,b2781,-3.2902888010427516,-4.686725589430561,-7.66334102772438,-12.419892055100036,-7.488236500072852,-10.704146785100058
2385,ECK120009784,2911355,,mazG,b2781,-3.8498903180444985,-4.686725589430561,-5.645447997872926,-10.486424376005631,-6.5183651757066325,-8.41665444066045
2386,ECK120009782,2913829,,mazF,b2782,-4.859338652571563,-4.686725589430561,-10.907818359268642,-16.936441853292795,-7.380605835880486,-9.722720665116302
2387,ECK120009783,2911368,,mazF,b2782,-3.2902888010427516,-4.686725589430561,-7.66334102772438,-12.419892055100036,-7.488236500072852,-10.704146785100058
2388,ECK120009784,2911355,,mazF,b2782,-3.8498903180444985,-4.686725589430561,-5.645447997872926,-10.486424376005631,-6.5183651757066325,-8.41665444066045
2389,ECK120029515,2914277,,mazF,b2782,-5.403253034761231,-7.044233744862735,-11.149433578198083,-8.161242226699827,-10.12729382968811,-11.828084998602632
2390,ECK120009782,2913829,,mazE,b2783,-4.859338652571563,-4.686725589430561,-10.907818359268642,-16.936441853292795,-7.380605835880486,-9.722720665116302
2391,ECK120009783,2911368,,mazE,b2783,-3.2902888010427516,-4.686725589430561,-7.66334102772438,-12.419892055100036,-7.488236500072852,-10.704146785100058
2392,ECK120009784,2911355,,mazE,b2783,-3.8498903180444985,-4.686725589430561,-5.645447997872926,-10.486424376005631,-6.5183651757066325,-8.41665444066045
2393,ECK120029515,2914277,,mazE,b2783,-5.403253034761231,-7.044233744862735,-11.149433578198083,-8.161242226699827,-10.12729382968811,-11.828084998602632
2394,ECK120009782,2913829,,relA,b2784,-4.859338652571563,-4.686725589430561,-10.907818359268642,-16.936441853292795,-7.380605835880486,-9.722720665116302
2395,ECK120029515,2914277,,relA,b2784,-5.403253034761231,-7.044233744862735,-11.149433578198083,-8.161242226699827,-10.12729382968811,-11.828084998602632
2396,ECK125199572,2913700,,relA,b2784,-7.747518035118413,-6.142012822037403,-9.834899859354868,-15.094470649194648,-7.229173232926723,-10.96663451397909
2397,ECK125199573,2914318,,relA,b2784,-6.577069872211411,-3.5209739979248234,-7.839676396759051,-7.80416901674477,-8.181383680632797,-9.188688955665933
2398,ECK120027419,2915043,,rlmD,b2785,-10.814393674146626,-7.129072624799766,-7.455297026968477,-11.10466053339686,-11.068242965651821,-8.618628910683569
2399,ECK120009047,2924524,,csrB,b4408,-5.209945400127681,-9.164062403908767,-10.281344948141806,-6.977716030566168,-6.046679460277912,-7.607258627170273
2400,ECK120027422,2925321,,queF,b2794,-4.72860434691352,-9.94818136267444,-9.606513980011352,-7.062827087335157,-7.976589267986784,-9.894339533628354
2401,ECK120009327,2933854,,fucO,b2799,-4.657565508479637,-8.58246770925457,-11.257505166389416,-9.914163616860627,-6.776530118875657,-9.70817771065022
2402,ECK120009327,2933854,,fucA,b2800,-4.657565508479637,-8.58246770925457,-11.257505166389416,-9.914163616860627,-6.776530118875657,-9.70817771065022
2403,ECK120009320,2934119,,fucP,b2801,-5.019675467287125,-4.974407661882342,-12.381839899019473,-10.836496663190745,-8.416245740843227,-9.60690718024392
2404,ECK120009320,2934119,,fucI,b2802,-5.019675467287125,-4.974407661882342,-12.381839899019473,-10.836496663190745,-8.416245740843227,-9.60690718024392
2405,ECK120009320,2934119,,fucK,b2803,-5.019675467287125,-4.974407661882342,-12.381839899019473,-10.836496663190745,-8.416245740843227,-9.60690718024392
2406,ECK120009320,2934119,,fucU,b2804,-5.019675467287125,-4.974407661882342,-12.381839899019473,-10.836496663190745,-8.416245740843227,-9.60690718024392
2407,ECK120009320,2934119,,fucR,b2805,-5.019675467287125,-4.974407661882342,-12.381839899019473,-10.836496663190745,-8.416245740843227,-9.60690718024392
2408,ECK120009362,2942639,,gcvA,b2808,-2.4914052356230356,-6.989310682424607,-13.088335097098922,-6.539322571416741,-4.954917686497921,-8.85307854143171
2409,ECK120009114,2942696,,gcvB,b4443,-3.815418412907005,-7.728977878619446,-6.086761659914231,-11.24261066647653,-4.7961866403170825,-10.348274554543721
2410,ECK120009678,2947382,,metZ,b2814,-3.815418412907005,-3.5209739979248234,-7.616532845444841,-16.960784645772637,-6.977410876306861,-11.583649616440775
2411,ECK120009678,2947382,,metW,b2815,-3.815418412907005,-3.5209739979248234,-7.616532845444841,-16.960784645772637,-6.977410876306861,-11.583649616440775
2412,ECK120009678,2947382,,metV,b2816,-3.815418412907005,-3.5209739979248234,-7.616532845444841,-16.960784645772637,-6.977410876306861,-11.583649616440775
2413,ECK120020424,2949156,,argA,b2818,-5.072871506425248,-6.037301867948372,-12.242198625147973,-11.288022544675444,-9.415587448490916,-6.4834415401803795
2414,ECK120027428,2959011,,recD,b2819,-3.8498903180444985,-4.392812967228144,-9.115593356636067,-12.406851310069886,-5.648064867057866,-9.857100909091157
2415,ECK120027428,2959011,,recB,b2820,-3.8498903180444985,-4.392812967228144,-9.115593356636067,-12.406851310069886,-5.648064867057866,-9.857100909091157
2416,ECK120009165,2959011,,ptrA,b2821,-3.8498903180444985,-4.392812967228144,-9.115593356636067,-12.406851310069886,-5.648064867057866,-9.857100909091157
2417,ECK120027428,2959011,,ptrA,b2821,-3.8498903180444985,-4.392812967228144,-9.115593356636067,-12.406851310069886,-5.648064867057866,-9.857100909091157
2418,ECK120016589,2962507,,recC,b2822,-8.350708822006958,-4.820256982055084,-5.1405151430740865,-9.947394647236692,-10.636227305302063,-13.194283181585334
2419,ECK120027429,2964220,,recC,b2822,-9.170682352298137,-8.091883372308814,-6.154544677518903,-16.307160910813945,-13.047518550733956,-5.123050172803599
2420,ECK120027429,2964220,,ppdC,b2823,-9.170682352298137,-8.091883372308814,-6.154544677518903,-16.307160910813945,-13.047518550733956,-5.123050172803599
2421,ECK120027429,2964220,,ygdB,b2824,-9.170682352298137,-8.091883372308814,-6.154544677518903,-16.307160910813945,-13.047518550733956,-5.123050172803599
2422,ECK120027429,2964220,,ppdB,b2825,-9.170682352298137,-8.091883372308814,-6.154544677518903,-16.307160910813945,-13.047518550733956,-5.123050172803599
2423,ECK120027429,2964220,,ppdA,b2826,-9.170682352298137,-8.091883372308814,-6.154544677518903,-16.307160910813945,-13.047518550733956,-5.123050172803599
2424,ECK120009483,2966121,,thyA,b2827,-3.2042682793473984,-2.7050973577731687,-5.485545214839318,-12.649817314412092,-4.751734877746249,-10.119857424758575
2425,ECK125230243,2965254,,thyA,b2827,-8.689485299334958,-3.3914030065163976,-7.955531335695471,-12.790688886874118,-11.951207759054126,-11.079560890648052
2426,ECK120009483,2966121,,lgt,b2828,-3.2042682793473984,-2.7050973577731687,-5.485545214839318,-12.649817314412092,-4.751734877746249,-10.119857424758575
2427,ECK125230242,2966121,,lgt,b2828,-3.2042682793473984,-2.7050973577731687,-5.485545214839318,-12.649817314412092,-4.751734877746249,-10.119857424758575
2428,ECK120027430,2968993,,ptsP,b2829,-4.657565508479637,-5.6920959513584055,-10.096799115676339,-10.880716183515672,-8.211236643782478,-11.405626500407035
2429,ECK120027430,2968993,,rppH,b2830,-4.657565508479637,-5.6920959513584055,-10.096799115676339,-10.880716183515672,-8.211236643782478,-11.405626500407035
2430,ECK120021186,2976189,,omrA,b4444,-6.503638808938102,-3.3914030065163976,-5.651157849876832,-10.072437039289344,-6.302230254546898,-9.015867705936357
2431,ECK120021185,2976385,,omrB,b4445,-4.230724410852615,-2.7050973577731687,-10.218652073261312,-15.477677286701871,-5.807787551995562,-9.553662665725108
2432,ECK120009186,2976569,,galR,b2837,-7.917708013448052,-5.165462898645051,-7.669050879728286,-11.89182462489954,-7.143680145051679,-9.172688614319494
2433,ECK120009376,2978951,,lysA,b2838,-4.353758592323231,-9.451744476360549,-6.242274387122622,-6.659802049187312,-6.847457305030223,-9.879072061497565
2434,ECK120009377,2978950,,lysR,b2839,-5.072871506425248,-7.99831081240303,-4.053554395089734,-10.304545119790992,-8.627130088126645,-10.974462704477563
2435,ECK125165388,2982208,,ygeA,b2840,-4.353758592323231,-6.565496435648246,-5.990290091673652,-6.95337323808633,-7.178081571769012,-13.476345809121787
2436,ECK120009269,2982208,,araE,b2841,-4.353758592323231,-6.565496435648246,-5.990290091673652,-6.95337323808633,-7.178081571769012,-13.476345809121787
2437,ECK125165388,2982208,,araE,b2841,-4.353758592323231,-6.565496435648246,-5.990290091673652,-6.95337323808633,-7.178081571769012,-13.476345809121787
2438,ECK120027447,2991879,,ygeH,b2852,-4.657565508479637,-4.820256982055084,-8.01542947727654,-10.634339469808491,-5.784889949759714,-8.926195130102522
2439,ECK120011118,2999064,,glyU,b2864,-2.4914052356230356,-3.2516410641412383,-8.909994114972768,-11.478025081615266,-4.954917686497921,-10.044649947271434
2440,ECK120010917,3000257,,xdhA,b2866,-7.6664757514097985,-2.5140421210104593,-8.484786587940233,-15.814646502142512,-10.271425522115607,-10.05268438998861
2441,ECK125095429,3000265,,xdhA,b2866,-5.006624508453564,-2.5140421210104593,-8.484786587940233,-6.709066059103003,-6.345172448833908,-9.589900785494317
2442,ECK120010917,3000257,,xdhB,b2867,-7.6664757514097985,-2.5140421210104593,-8.484786587940233,-15.814646502142512,-10.271425522115607,-10.05268438998861
2443,ECK125095429,3000265,,xdhB,b2867,-5.006624508453564,-2.5140421210104593,-8.484786587940233,-6.709066059103003,-6.345172448833908,-9.589900785494317
2444,ECK120010917,3000257,,xdhC,b2868,-7.6664757514097985,-2.5140421210104593,-8.484786587940233,-15.814646502142512,-10.271425522115607,-10.05268438998861
2445,ECK125095429,3000265,,xdhC,b2868,-5.006624508453564,-2.5140421210104593,-8.484786587940233,-6.709066059103003,-6.345172448833908,-9.589900785494317
2446,ECK120021172,3005847,,ygeV,b2869,-4.060455087151848,-7.5954464859949224,-6.592767471985775,-10.65174131977518,-9.928691387290018,-10.486482699550475
2447,ECK120027465,3015992,,ygfK,b2878,-6.641245690349846,-4.454297212582428,-6.255993257406656,-8.353632240717346,-8.223701330296612,-10.159374026651724
2448,ECK120027465,3015992,,ssnA,b2879,-6.641245690349846,-4.454297212582428,-6.255993257406656,-8.353632240717346,-8.223701330296612,-10.159374026651724
2449,ECK125162177,3018950,,ssnA,b2879,-10.859832958551696,-6.4296948944891845,-5.95153438666639,-11.567212043403305,-10.034051902947844,-12.14738039913706
2450,ECK120016556,3039633,,prfB,b2891,-7.038993984579028,-9.451744476360549,-7.891533793743395,-4.35998594530426,-6.95900979093597,-9.356203552803999
2451,ECK120016556,3039633,,recJ,b2892,-7.038993984579028,-9.451744476360549,-7.891533793743395,-4.35998594530426,-6.95900979093597,-9.356203552803999
2452,ECK120033569,3039851,,recJ,b2892,-6.2148135760431655,-5.020927677517236,-3.829638940996943,-6.422857121387852,-6.058999944665952,-10.291116140703773
2453,ECK120010942,3038834,,dsbC,b2893,-8.966421908773658,-5.165462898645051,-10.751133892972804,-5.210164739235535,-11.26239898009278,-6.6012245758367625
2454,ECK120016556,3039633,,dsbC,b2893,-7.038993984579028,-9.451744476360549,-7.891533793743395,-4.35998594530426,-6.95900979093597,-9.356203552803999
2455,ECK120033569,3039851,,dsbC,b2893,-6.2148135760431655,-5.020927677517236,-3.829638940996943,-6.422857121387852,-6.058999944665952,-10.291116140703773
2456,ECK120033569,3039851,,xerD,b2894,-6.2148135760431655,-5.020927677517236,-3.829638940996943,-6.422857121387852,-6.058999944665952,-10.291116140703773
2457,ECK120010918,3039822,,fldB,b2895,-4.72860434691352,-9.94818136267444,-7.353053955383348,-12.782797548789405,-7.976589267986784,-7.7978980776810864
2458,ECK120027471,3041099,,cptA,b2896,-3.929720781493805,-6.310595202948054,-7.694583414290529,-7.0087364041251785,-5.443270454411853,-9.830651404329675
2459,ECK120027471,3041099,,sdhE,b2897,-3.929720781493805,-6.310595202948054,-7.694583414290529,-7.0087364041251785,-5.443270454411853,-9.830651404329675
2460,ECK120021173,3041282,,ygfZ,b2898,-5.498770633022616,-7.3516836474779765,-7.758519063491512,-6.044420685667608,-9.572422205174664,-10.379628794060043
2461,ECK120009361,3050772,,gcvP,b2903,-5.414686628965942,-4.164014358430589,-6.766187439217364,-5.683672992425027,-8.094372303643166,-8.641826284200334
2462,ECK120009361,3050772,,gcvH,b2904,-5.414686628965942,-4.164014358430589,-6.766187439217364,-5.683672992425027,-8.094372303643166,-8.641826284200334
2463,ECK120009361,3050772,,gcvT,b2905,-5.414686628965942,-4.164014358430589,-6.766187439217364,-5.683672992425027,-8.094372303643166,-8.641826284200334
2464,ECK120027475,3055473,,ubiI,b2906,-4.060455087151848,-4.820256982055084,-9.165866833809234,-6.439256515248855,-9.928691387290018,-10.441164224859516
2465,ECK120027475,3055473,,ubiH,b2907,-4.060455087151848,-4.820256982055084,-9.165866833809234,-6.439256515248855,-9.928691387290018,-10.441164224859516
2466,ECK120027475,3055473,,pepP,b2908,-4.060455087151848,-4.820256982055084,-9.165866833809234,-6.439256515248855,-9.928691387290018,-10.441164224859516
2467,ECK120027475,3055473,,ygfB,b2909,-4.060455087151848,-4.820256982055084,-9.165866833809234,-6.439256515248855,-9.928691387290018,-10.441164224859516
2468,ECK120027477,3055974,,ssrS,b2911,-5.531754120317817,-6.442766976056537,-7.374196391957156,-11.832984124876607,-8.969841040997066,-11.972760146174082
2469,ECK120034935,3055759,,ssrS,b2911,-5.531754120317817,-7.349615394413918,-6.623281072434557,-5.687150326409112,-6.788616805007289,-11.979260541072815
2470,ECK125134699,3055974,,ssrS,b2911,-5.531754120317817,-6.442766976056537,-7.374196391957156,-11.832984124876607,-8.969841040997066,-11.972760146174082
2471,ECK125134700,3055759,,ssrS,b2911,-5.531754120317817,-7.349615394413918,-6.623281072434557,-5.687150326409112,-6.788616805007289,-11.979260541072815
2472,ECK120027477,3055974,,fau,b2912,-5.531754120317817,-6.442766976056537,-7.374196391957156,-11.832984124876607,-8.969841040997066,-11.972760146174082
2473,ECK120034935,3055759,,fau,b2912,-5.531754120317817,-7.349615394413918,-6.623281072434557,-5.687150326409112,-6.788616805007289,-11.979260541072815
2474,ECK120035097,3056851,,sibC,b4446,-8.656225214456773,-7.5954464859949224,-10.819536619857205,-8.10188120239866,-6.008458247457713,-10.985504423813975
2475,ECK120008971,3058549,,serA,b2913,-10.057988097964827,-4.820256982055084,-5.1405151430740865,-12.360844206481824,-6.512769190202511,-10.298084810019864
2476,ECK120009414,3058456,,serA,b2913,-4.9993806310203315,-5.165462898645051,-10.267626077857772,-11.308856006128941,-9.028681541020001,-9.72163544590535
2477,ECK120015316,3059353,,rpiA,b2914,-2.4914052356230356,-4.263241975819718,-9.047247328007884,-10.880716183515672,-8.09041190242707,-11.405626500407035
2478,ECK120010883,3059730,,argP,b2916,-6.389336440351301,-3.3914030065163976,-6.563177148364852,-11.781747274591266,-11.616772427043232,-8.34519338122847
2479,ECK120015511,3068126,,yggE,b2922,-5.064079881409825,-3.2516410641412383,-6.1933003825261626,-9.124754057899358,-5.065850207266185,-8.392115705501404
2480,ECK120015512,3068185,,yggE,b2922,-8.138555661496687,-5.470844548196234,-9.06878517435653,-17.257740716166733,-8.71810186633237,-10.562525081863782
2481,ECK120027482,3068836,,argO,b2923,-3.815418412907005,-6.333068058800111,-7.891533793743395,-7.37387874601202,-8.923321025362174,-9.542599824876353
2482,ECK120027483,3069871,,mscS,b2924,-4.528281456631367,-5.558564558733883,-6.908207220130084,-16.40821941583388,-6.576284169797295,-13.176150030052149
2483,ECK120015347,3072857,,fbaA,b2925,-3.815418412907005,-5.020927677517236,-9.792498231094589,-6.8766766821121115,-6.977410876306861,-9.667321984197631
2484,ECK120015348,3073823,,fbaA,b2925,-4.859338652571563,-4.392812967228144,-10.052215209068311,-6.728022274583842,-6.19102176900665,-11.288462085246719
2485,ECK125109841,3072648,,fbaA,b2925,-9.090903465878261,-1.8332583884698475,-7.00382176359419,-15.477677286701871,-10.739150836328232,-9.122498869795637
2486,ECK125109843,3072735,,fbaA,b2925,-8.214643674206833,-4.454297212582428,-11.916885484478543,-16.609546797126463,-8.742401010493507,-7.4337593083417355
2487,ECK120009627,3073823,,pgk,b2926,-4.859338652571563,-4.392812967228144,-10.052215209068311,-6.728022274583842,-6.19102176900665,-11.288462085246719
2488,ECK120015347,3072857,,pgk,b2926,-3.815418412907005,-5.020927677517236,-9.792498231094589,-6.8766766821121115,-6.977410876306861,-9.667321984197631
2489,ECK120015348,3073823,,pgk,b2926,-4.859338652571563,-4.392812967228144,-10.052215209068311,-6.728022274583842,-6.19102176900665,-11.288462085246719
2490,ECK120015349,3072857,,pgk,b2926,-3.815418412907005,-5.020927677517236,-9.792498231094589,-6.8766766821121115,-6.977410876306861,-9.667321984197631
2491,ECK125109840,3072648,,pgk,b2926,-9.090903465878261,-1.8332583884698475,-7.00382176359419,-15.477677286701871,-10.739150836328232,-9.122498869795637
2492,ECK125109841,3072648,,pgk,b2926,-9.090903465878261,-1.8332583884698475,-7.00382176359419,-15.477677286701871,-10.739150836328232,-9.122498869795637
2493,ECK125109842,3072735,,pgk,b2926,-8.214643674206833,-4.454297212582428,-11.916885484478543,-16.609546797126463,-8.742401010493507,-7.4337593083417355
2494,ECK125109843,3072735,,pgk,b2926,-8.214643674206833,-4.454297212582428,-11.916885484478543,-16.609546797126463,-8.742401010493507,-7.4337593083417355
2495,ECK120009627,3073823,,epd,b2927,-4.859338652571563,-4.392812967228144,-10.052215209068311,-6.728022274583842,-6.19102176900665,-11.288462085246719
2496,ECK120015348,3073823,,epd,b2927,-4.859338652571563,-4.392812967228144,-10.052215209068311,-6.728022274583842,-6.19102176900665,-11.288462085246719
2497,ECK120029328,3081707,,tktA,b2935,-4.05620154654448,-4.164014358430589,-13.408722119432293,-5.131107762486271,-7.401225123083221,-9.889745204128271
2498,ECK120027905,3081892,,loiP,b2936,-4.207740943033848,-8.152461492230287,-9.862864686622972,-11.440298743414841,-6.947347851188126,-10.695731462545867
2499,ECK120009144,3083946,,speB,b2937,-3.2902888010427516,-6.991378935488667,-8.946361759143644,-11.4989523409069,-4.352742284143702,-8.90781225950199
2500,ECK120009395,3086048,,speB,b2937,-5.680508902157565,-2.5140421210104593,-12.411430222640396,-16.444229853356912,-7.257502779491966,-9.098536810392112
2501,ECK120009395,3086048,,speA,b2938,-5.680508902157565,-2.5140421210104593,-12.411430222640396,-16.444229853356912,-7.257502779491966,-9.098536810392112
2502,ECK120010896,3086577,,metK,b2942,-7.112344864738811,-7.8687398209946045,-3.7612362141125426,-7.807626287236991,-8.871594001519432,-7.815147711015867
2503,ECK120015171,3088255,,galP,b2943,-5.209945400127681,-8.353132187692438,-6.086761659914231,-5.914511411774023,-6.046679460277912,-11.926871361455246
2504,ECK120009636,3090327,,endA,b2945,-6.437696176891101,-4.263241975819719,-5.981991288858955,-13.296217807911475,-5.389899923888842,-12.499780252444626
2505,ECK120009637,3090275,,endA,b2945,-8.00720152863838,-8.803049058371437,-7.412952096964416,-10.123673889574683,-8.838611145360824,-11.861233334984258
2506,ECK120033571,3096620,,rdgB,b2954,-6.630119573988776,-5.3214671471216315,-3.7248685699416675,-5.918792734785952,-8.123842686924634,-8.973577936665656
2507,ECK120033571,3096620,,yggW,b2955,-6.630119573988776,-5.3214671471216315,-3.7248685699416675,-5.918792734785952,-8.123842686924634,-8.973577936665656
2508,ECK120009268,3100751,,ansB,b2957,-4.604369469341514,-4.263241975819718,-9.047247328007884,-12.637396853582981,-8.783559082987015,-10.870303405040657
2509,ECK120011076,3100790,,ansB,b2957,-4.05620154654448,-4.87778082619327,-12.364695236811121,-10.4580602274705,-7.401225123083221,-10.683046613059972
2510,ECK120010945,3101798,,yggN,b2958,-6.431356588846711,-4.820256982055084,-6.563177148364852,-6.785699285123919,-7.489638041998139,-9.284696362350333
2511,ECK120010946,3101744,,yggN,b2958,-8.00720152863838,-4.392812967228144,-8.315554990447808,-10.123673889574683,-4.542602063501637,-9.080187671723914
2512,ECK120015312,3101640,,yggN,b2958,-7.837877549998744,-4.263241975819719,-10.819536619857205,-11.579156107374443,-10.483968773626843,-8.746432736542255
2513,ECK120009089,3102988,,mutY,b2961,-9.212360335322611,-1.8332583884698475,-7.00382176359419,-12.306482178774257,-8.52015741424229,-8.774603613508951
2514,ECK120009090,3102911,,mutY,b2961,-6.804642438296912,-6.310595202948054,-7.019135998567232,-5.596152764159251,-7.658387521246551,-10.140062397387048
2515,ECK120009092,3102988,,mutY,b2961,-9.212360335322611,-1.8332583884698475,-7.00382176359419,-12.306482178774257,-8.52015741424229,-8.774603613508951
2516,ECK120009093,3102988,,mutY,b2961,-9.212360335322611,-1.8332583884698475,-7.00382176359419,-12.306482178774257,-8.52015741424229,-8.774603613508951
2517,ECK120009101,3102911,,mutY,b2961,-6.804642438296912,-6.310595202948054,-7.019135998567232,-5.596152764159251,-7.658387521246551,-10.140062397387048
2518,ECK120009102,3102911,,mutY,b2961,-6.804642438296912,-6.310595202948054,-7.019135998567232,-5.596152764159251,-7.658387521246551,-10.140062397387048
2519,ECK120009089,3102988,,yggX,b2962,-9.212360335322611,-1.8332583884698475,-7.00382176359419,-12.306482178774257,-8.52015741424229,-8.774603613508951
2520,ECK120009090,3102911,,yggX,b2962,-6.804642438296912,-6.310595202948054,-7.019135998567232,-5.596152764159251,-7.658387521246551,-10.140062397387048
2521,ECK120009091,3103993,,yggX,b2962,-6.101679440488354,-3.7120292346875323,-9.214136300231939,-11.333635397137353,-8.284567916868028,-8.750556453726118
2522,ECK120009092,3102988,,yggX,b2962,-9.212360335322611,-1.8332583884698475,-7.00382176359419,-12.306482178774257,-8.52015741424229,-8.774603613508951
2523,ECK120009093,3102988,,yggX,b2962,-9.212360335322611,-1.8332583884698475,-7.00382176359419,-12.306482178774257,-8.52015741424229,-8.774603613508951
2524,ECK120009094,3103993,,yggX,b2962,-6.101679440488354,-3.7120292346875323,-9.214136300231939,-11.333635397137353,-8.284567916868028,-8.750556453726118
2525,ECK120009095,3103993,,yggX,b2962,-6.101679440488354,-3.7120292346875323,-9.214136300231939,-11.333635397137353,-8.284567916868028,-8.750556453726118
2526,ECK120009101,3102911,,yggX,b2962,-6.804642438296912,-6.310595202948054,-7.019135998567232,-5.596152764159251,-7.658387521246551,-10.140062397387048
2527,ECK120009102,3102911,,yggX,b2962,-6.804642438296912,-6.310595202948054,-7.019135998567232,-5.596152764159251,-7.658387521246551,-10.140062397387048
2528,ECK120009089,3102988,,mltC,b2963,-9.212360335322611,-1.8332583884698475,-7.00382176359419,-12.306482178774257,-8.52015741424229,-8.774603613508951
2529,ECK120009090,3102911,,mltC,b2963,-6.804642438296912,-6.310595202948054,-7.019135998567232,-5.596152764159251,-7.658387521246551,-10.140062397387048
2530,ECK120009091,3103993,,mltC,b2963,-6.101679440488354,-3.7120292346875323,-9.214136300231939,-11.333635397137353,-8.284567916868028,-8.750556453726118
2531,ECK120009093,3102988,,mltC,b2963,-9.212360335322611,-1.8332583884698475,-7.00382176359419,-12.306482178774257,-8.52015741424229,-8.774603613508951
2532,ECK120009095,3103993,,mltC,b2963,-6.101679440488354,-3.7120292346875323,-9.214136300231939,-11.333635397137353,-8.284567916868028,-8.750556453726118
2533,ECK120009102,3102911,,mltC,b2963,-6.804642438296912,-6.310595202948054,-7.019135998567232,-5.596152764159251,-7.658387521246551,-10.140062397387048
2534,ECK120009089,3102988,,nupG,b2964,-9.212360335322611,-1.8332583884698475,-7.00382176359419,-12.306482178774257,-8.52015741424229,-8.774603613508951
2535,ECK120009090,3102911,,nupG,b2964,-6.804642438296912,-6.310595202948054,-7.019135998567232,-5.596152764159251,-7.658387521246551,-10.140062397387048
2536,ECK120009091,3103993,,nupG,b2964,-6.101679440488354,-3.7120292346875323,-9.214136300231939,-11.333635397137353,-8.284567916868028,-8.750556453726118
2537,ECK120009321,3105651,,nupG,b2964,-4.207740943033848,-7.99831081240303,-6.432328626441327,-11.89182462489954,-10.082842067117276,-8.71003453422687
2538,ECK120009316,3109175,,speC,b2965,-4.003151844767114,-5.892766646820556,-6.003044698056788,-11.727458076701556,-6.330783711381808,-7.925481730123623
2539,ECK120009683,3110365,,pheV,b2967,-7.332212037172803,-8.091883372308814,-4.625343949616205,-11.333635397137353,-9.224115510906449,-13.037503536760857
2540,ECK120010952,3112899,,yghF,b2970,-6.761738117182693,-2.5140421210104593,-8.484786587940233,-6.701462409365409,-7.684946794318906,-7.144798398250417
2541,ECK120008962,3128076,,glcA,b2975,-9.290783107022884,-4.392812967228144,-6.89289298515704,-17.2217302786437,-10.43708002642435,-9.227609666386115
2542,ECK120008962,3128076,,glcB,b2976,-9.290783107022884,-4.392812967228144,-6.89289298515704,-17.2217302786437,-10.43708002642435,-9.227609666386115
2543,ECK120008962,3128076,,glcG,b2977,-9.290783107022884,-4.392812967228144,-6.89289298515704,-17.2217302786437,-10.43708002642435,-9.227609666386115
2544,ECK120008962,3128076,,glcF,b4467,-9.290783107022884,-4.392812967228144,-6.89289298515704,-17.2217302786437,-10.43708002642435,-9.227609666386115
2545,ECK120008962,3128076,,glcE,b4468,-9.290783107022884,-4.392812967228144,-6.89289298515704,-17.2217302786437,-10.43708002642435,-9.227609666386115
2546,ECK120008962,3128076,,glcD,b2979,-9.290783107022884,-4.392812967228144,-6.89289298515704,-17.2217302786437,-10.43708002642435,-9.227609666386115
2547,ECK120008963,3128206,,glcC,b2980,-5.065323263067332,-4.87778082619327,-9.405096522875068,-11.232659378636596,-9.941011871678059,-11.517711514948779
2548,ECK120027500,3136403,,pitB,b2987,-4.604369469341514,-4.263241975819718,-12.242198625147973,-6.407326179356977,-7.59397501611318,-6.4834415401803795
2549,ECK120027501,3138610,,gss,b2988,-3.8498903180444985,-4.686725589430561,-11.465549167145317,-11.308239021401777,-6.837648933931702,-7.786976834049169
2550,ECK120021176,3138700,,yghU,b2989,-4.72860434691352,-2.5140421210104593,-7.031742358992816,-16.97245229081583,-3.849454882941692,-11.21299024766206
2551,ECK120009478,3146363,,hybG,b2990,-4.060455087151848,-5.270173852734082,-5.1770885697335975,-10.65174131977518,-7.982781238234705,-8.847848794734434
2552,ECK120009478,3146363,,hybF,b2991,-4.060455087151848,-5.270173852734082,-5.1770885697335975,-10.65174131977518,-7.982781238234705,-8.847848794734434
2553,ECK120009478,3146363,,hybE,b2992,-4.060455087151848,-5.270173852734082,-5.1770885697335975,-10.65174131977518,-7.982781238234705,-8.847848794734434
2554,ECK120009478,3146363,,hybD,b2993,-4.060455087151848,-5.270173852734082,-5.1770885697335975,-10.65174131977518,-7.982781238234705,-8.847848794734434
2555,ECK120009478,3146363,,hybC,b2994,-4.060455087151848,-5.270173852734082,-5.1770885697335975,-10.65174131977518,-7.982781238234705,-8.847848794734434
2556,ECK120009478,3146363,,hybB,b2995,-4.060455087151848,-5.270173852734082,-5.1770885697335975,-10.65174131977518,-7.982781238234705,-8.847848794734434
2557,ECK120009478,3146363,,hybA,b2996,-4.060455087151848,-5.270173852734082,-5.1770885697335975,-10.65174131977518,-7.982781238234705,-8.847848794734434
2558,ECK120009478,3146363,,hybO,b2997,-4.060455087151848,-5.270173852734082,-5.1770885697335975,-10.65174131977518,-7.982781238234705,-8.847848794734434
2559,ECK120008977,3151390,,exbD,b3005,-6.101679440488354,-6.565496435648246,-7.455297026968477,-5.502817754297295,-6.1033436808782495,-11.676310996490244
2560,ECK120009455,3152014,,exbD,b3005,-3.2042682793473984,-5.270173852734082,-8.979296709154537,-11.968366173615337,-5.74337504686219,-9.810328909077962
