locus_tag,Unnamed: 0,name,strand,tss,sigma_factor,box_10_left,box_10_right,box_35_left,box_35_right,left,right
ECK120026525,1751,,1.0,87947.0,Sigma32,87937.0,87942.0,87919.0,87925.0,87947.0,89032.0
ECK120026526,1752,,1.0,106508.0,Sigma70,106494.0,106499.0,106471.0,106476.0,106508.0,107544.0
ECK120026527,1753,,-1.0,,,,,,,111649.0,113219.0
ECK120026528,1754,,-1.0,117705.0,Sigma70,117711.0,117716.0,117735.0,117740.0,114522.0,117705.0
ECK120026529,1755,,-1.0,118663.0,Sigma70,118669.0,118675.0,118692.0,118698.0,117752.0,118663.0
ECK120026530,1756,,1.0,134339.0,Sigma70,134327.0,134333.0,134308.0,134314.0,134339.0,134750.0
ECK120026531,1757,,1.0,,,,,,,142779.0,144472.0
ECK120026532,1758,,1.0,,,,,,,145081.0,146310.0
ECK120026533,1759,yadC,-1.0,,,,,,,149715.0,150953.0
ECK120026534,1760,,1.0,,,,,,,162105.0,164534.0
ECK120026535,1761,,1.0,164721.0,Sigma70,164710.0,164716.0,164687.0,164693.0,164721.0,167264.0
ECK120026536,1762,,1.0,,,,,,,175107.0,176528.0
ECK120026537,1763,,-1.0,179183.0,"Sigma70, Sigma38",179188.0,179193.0,179212.0,179217.0,177001.0,179183.0
ECK120026538,1765,,1.0,179196.0,Sigma70,179187.0,179193.0,179157.0,179163.0,179196.0,180754.0
ECK120026540,1766,,-1.0,,,,,,,183709.0,184095.0
ECK120026541,1767,,-1.0,,,,,,,184257.0,185069.0
ECK120026542,1768,,-1.0,,,,,,,185123.0,189506.0
ECK120026546,1769,,1.0,,,,,,,193521.0,194717.0
ECK120026547,1770,,1.0,,,,,,,211877.0,212266.0
ECK120026548,1771,,1.0,,,,,,,212331.0,213629.0
ECK120026549,1772,,-1.0,214187.0,Sigma70,214201.0,214207.0,214221.0,214227.0,213678.0,214187.0
ECK120026550,1773,,1.0,214280.0,Sigma70,214271.0,214277.0,214242.0,214248.0,214280.0,215979.0
ECK120026551,1774,,-1.0,,,,,,,216179.0,217003.0
ECK120026552,1775,,-1.0,,,,,,,218887.0,219995.0
ECK120026553,1776,,1.0,222806.0,Sigma70,222794.0,222800.0,222776.0,222782.0,222806.0,223408.0
ECK120026554,1777,,1.0,229098.0,Sigma38,229087.0,229097.0,229070.0,229075.0,229098.0,229970.0
ECK120026555,1778,yafDE,1.0,231064.0,Sigma32,231057.0,231062.0,231037.0,231042.0,231064.0,232549.0
ECK120026556,1779,,-1.0,,,,,,,232597.0,233955.0
ECK120026557,1780,,-1.0,,,,,,,234027.0,234782.0
ECK120026558,1781,,1.0,,,,,,,236067.0,236798.0
ECK120026559,1782,,1.0,,,,,,,237335.0,238120.0
ECK120026560,1783,,1.0,,,,,,,238462.0,238586.0
ECK120026561,1784,,1.0,,,,,,,243543.0,244121.0
ECK120026562,1785,,1.0,,,,,,,244327.0,245094.0
ECK120026563,1786,,-1.0,,,,,,,245065.0,245805.0
ECK120026564,1787,,-1.0,246615.0,Sigma70,246627.0,246632.0,246654.0,246659.0,245961.0,246615.0
ECK120026565,1788,,1.0,,,,,,,246712.0,247461.0
ECK120026566,1789,,1.0,,,,,,,247637.0,248134.0
ECK120026567,1790,,1.0,,,,,,,250072.0,250827.0
ECK120026568,1791,dinB-yafNOP,1.0,250880.0,"Sigma70, Sigma38",250869.0,250874.0,250847.0,250852.0,250880.0,253161.0
ECK120026569,1793,yafNOP,1.0,251969.0,Sigma70,251961.0,251966.0,251939.0,251944.0,251969.0,253161.0
ECK120026570,1794,,1.0,,,,,,,253467.0,254202.0
ECK120026572,1795,frsA,1.0,256502.0,Sigma70,256489.0,256494.0,256464.0,256469.0,256502.0,257771.0
ECK120026574,1796,,-1.0,,,,,,,263328.0,266553.0
ECK120026575,1797,,-1.0,,,,,,,267184.0,268960.0
ECK120026576,1798,,-1.0,,,,,,,269289.0,270182.0
ECK120026578,1800,,1.0,,,,,,,272847.0,273992.0
ECK120026579,1801,,1.0,,,,,,,275325.0,277647.0
ECK120026580,1802,,-1.0,,,,,,,277756.0,279875.0
ECK120026581,1803,,-1.0,,,,,,,280114.0,281983.0
ECK120026582,1804,,1.0,,,,,,,282278.0,285168.0
ECK120026583,1805,,1.0,,,,,,,285395.0,288399.0
ECK120026584,1806,,-1.0,,,,,,,288404.0,289162.0
ECK120026585,1807,,-1.0,,,,,,,290649.0,291346.0
ECK120026586,1808,,-1.0,293118.0,Sigma70,293125.0,293130.0,293146.0,293151.0,292322.0,293118.0
ECK120026587,1809,,-1.0,,,,,,,293220.0,294799.0
ECK120026588,1810,,-1.0,,,,,,,295139.0,295579.0
ECK120026589,1811,,-1.0,,,,,,,295696.0,297096.0
ECK120026590,1812,,-1.0,,,,,,,297381.0,297791.0
ECK120026591,1813,,-1.0,,,,,,,297770.0,302573.0
ECK120026592,1814,,-1.0,,,,,,,303853.0,304182.0
ECK120026593,1815,,-1.0,310119.0,Sigma70,310133.0,310139.0,310150.0,310156.0,304495.0,310119.0
ECK120026594,1816,,-1.0,310797.0,Sigma70,310803.0,310808.0,310829.0,310834.0,310084.0,310797.0
ECK120026595,1817,,-1.0,311393.0,Sigma24,311398.0,311404.0,311422.0,311428.0,310746.0,311393.0
ECK120026596,1818,,-1.0,312805.0,Sigma70,312811.0,312816.0,312834.0,312839.0,312374.0,312805.0
ECK120026597,1819,,1.0,,,,,,,314357.0,316453.0
ECK120026598,1820,,-1.0,,,,,,,316450.0,317136.0
ECK120026599,1821,,-1.0,,,,,,,317726.0,318567.0
ECK120026600,1822,,1.0,,,,,,,320227.0,321081.0
ECK120026601,1823,,1.0,,,,,,,321608.0,324453.0
ECK120026602,1824,,-1.0,,,,,,,324696.0,325364.0
ECK120026603,1825,yahA,1.0,332039.0,Sigma70,332029.0,332034.0,332000.0,332008.0,332039.0,333459.0
ECK120026604,1826,,-1.0,,,,,,,333501.0,334433.0
ECK120026605,1827,,-1.0,,,,,,,334525.0,335022.0
ECK120026606,1828,,1.0,,,,,,,335280.0,339743.0
ECK120026607,1829,,1.0,,,,,,,339769.0,340089.0
ECK120026608,1830,,1.0,,,,,,,340165.0,342507.0
ECK120026609,1831,,1.0,,,,,,,344176.0,344991.0
ECK120026610,1832,,1.0,,,,,,,345404.0,345649.0
ECK120026613,1833,,1.0,375386.0,Sigma32,375370.0,375375.0,375353.0,375358.0,375386.0,376670.0
ECK120026614,1834,,1.0,,,,,,,376772.0,377311.0
ECK120026615,1835,,-1.0,,,,,,,377535.0,379881.0
ECK120026616,1836,,-1.0,,,,,,,380069.0,380842.0
ECK120026617,1837,,1.0,,,,,,,381351.0,382579.0
ECK120026619,1839,,-1.0,,,,,,,382739.0,383935.0
ECK120026621,1840,,-1.0,389754.0,Sigma70,389761.0,389766.0,389787.0,389792.0,388753.0,389754.0
ECK120026622,1841,,-1.0,,,,,,,389897.0,390115.0
ECK120026623,1842,,-1.0,,,,,,,391739.0,392901.0
ECK120026625,1843,,1.0,,,,,,,394506.0,395129.0
ECK120026626,1844,,1.0,401319.0,Sigma70,401310.0,401315.0,401283.0,401288.0,401319.0,401646.0
ECK120026627,1845,,1.0,,,,,,,405764.0,406222.0
ECK120026628,1846,,1.0,408148.0,Sigma70,408136.0,408142.0,408108.0,408114.0,408148.0,408461.0
ECK120026629,1847,,1.0,408574.0,Sigma70,408560.0,408566.0,408535.0,408541.0,408574.0,408950.0
ECK120026630,1848,,-1.0,416977.0,Sigma70,416984.0,416989.0,417007.0,417012.0,412607.0,416977.0
ECK120026631,1849,,1.0,419488.0,,,,,,419488.0,422359.0
ECK120026632,1850,,1.0,,,,,,,430605.0,430952.0
ECK120026633,1851,,-1.0,,,,,,,432312.0,432851.0
ECK120026634,1852,nrdR-ribDE-nusB-thiL-pgpA,1.0,432977.0,Sigma70,432963.0,432968.0,432941.0,432946.0,432977.0,437107.0
ECK120026636,1853,,-1.0,,,,,,,443051.0,444515.0
ECK120026637,1854,,-1.0,446687.0,Sigma70,446693.0,446699.0,446716.0,446722.0,445302.0,446687.0
ECK120026638,1855,,-1.0,,,,,,,452070.0,453545.0
ECK120026639,1856,yajG,-1.0,454210.0,Sigma70,454216.0,454221.0,454238.0,454243.0,453557.0,454210.0
ECK120026640,1857,,1.0,454993.0,Sigma70,454982.0,454988.0,454956.0,454962.0,454993.0,456431.0
ECK120026642,1858,,1.0,,,,,,,463937.0,464308.0
ECK120026643,1859,,1.0,464360.0,Sigma24,464347.0,464353.0,464323.0,464329.0,464360.0,464800.0
ECK120026644,1860,,-1.0,,,,,,,464852.0,465547.0
ECK120026645,1861,,-1.0,,,,,,,465612.0,467312.0
ECK120026646,1862,,1.0,,,,,,,467412.0,468230.0
ECK120026647,1863,,1.0,468352.0,Sigma70,468345.0,468350.0,468322.0,468327.0,468352.0,468841.0
ECK120026648,1864,,1.0,,,,,,,468871.0,472417.0
ECK120026649,1865,,1.0,,,,,,,476448.0,476561.0
ECK120026650,1866,,1.0,,,,,,,476672.0,477025.0
ECK120026651,1867,,-1.0,,,,,,,477067.0,478617.0
ECK120026652,1868,,-1.0,479288.0,Sigma70,479293.0,479299.0,479319.0,479325.0,478781.0,479288.0
ECK120026653,1869,,-1.0,,,,,,,479367.0,479918.0
ECK120026654,1870,,-1.0,480794.0,Sigma70,480802.0,480807.0,480825.0,480830.0,480090.0,480794.0
ECK120026655,1871,,1.0,486492.0,Sigma70,486478.0,486484.0,486451.0,486457.0,486492.0,489898.0
ECK120026656,1872,,-1.0,,,,,,,490110.0,490812.0
ECK120026657,1873,,1.0,,,,,,,490882.0,491259.0
ECK120026658,1874,,1.0,492056.0,Sigma70,492043.0,492049.0,492026.0,492032.0,492056.0,494023.0
ECK120026661,1875,,1.0,498031.0,Sigma70,498018.0,498023.0,497992.0,497997.0,498031.0,499017.0
ECK120026662,1876,,-1.0,503295.0,Sigma70,503302.0,503308.0,503330.0,503336.0,501562.0,503295.0
ECK120026663,1877,,-1.0,,,,,,,503476.0,504696.0
ECK120026665,1878,,1.0,,,,,,,513993.0,514400.0
ECK120026666,1879,,-1.0,515823.0,Sigma70,515831.0,515837.0,515850.0,515856.0,514401.0,515823.0
ECK120026667,1880,,1.0,515903.0,Sigma70,515894.0,515900.0,515867.0,515873.0,515903.0,517362.0
ECK120026669,1881,,1.0,,,,,,,519733.0,522830.0
ECK120026670,1882,,1.0,,,,,,,523261.0,529130.0
ECK120026671,1883,,-1.0,,,,,,,529645.0,530016.0
ECK120026672,1884,,1.0,,,,,,,546680.0,551332.0
ECK120026673,1885,,-1.0,,,,,,,553218.0,554437.0
ECK120026674,1886,,-1.0,,,,,,,556032.0,556553.0
ECK120026675,1887,,-1.0,557781.0,Sigma70,557787.0,557793.0,557810.0,557816.0,556661.0,557781.0
ECK120026676,1888,,1.0,,,,,,,558212.0,558754.0
ECK120026677,1889,,1.0,,,,,,,558974.0,562300.0
ECK120026678,1890,,1.0,,,,,,,562336.0,563845.0
ECK120026679,1891,,-1.0,,,,,,,566098.0,566361.0
ECK120026680,1892,,1.0,,,,,,,566376.0,566687.0
ECK120026681,1893,,1.0,,,,,,,566842.0,568004.0
ECK120026683,1894,,1.0,,,,,,,568902.0,570428.0
ECK120026684,1895,,1.0,,,,,,,570893.0,572251.0
ECK120026685,1896,,1.0,,,,,,,572466.0,573870.0
ECK120026686,1897,,1.0,,,,,,,573956.0,574339.0
ECK120026688,1898,,1.0,,,,,,,578327.0,578509.0
ECK120026689,1899,,-1.0,,,,,,,579184.0,579594.0
ECK120026690,1900,,1.0,,,,,,,579880.0,580086.0
ECK120026691,1901,,1.0,,,,,,,580834.0,581379.0
ECK120026692,1902,,1.0,,,,,,,581534.0,582097.0
ECK120026693,1903,,1.0,,,,,,,582875.0,583060.0
ECK120026694,1904,,-1.0,,,,,,,603416.0,604663.0
ECK120026696,1905,,-1.0,,,,,,,605518.0,605886.0
ECK120026697,1906,,-1.0,,,,,,,605951.0,606199.0
ECK120026698,1907,,-1.0,,,,,,,606265.0,607383.0
ECK120026699,1908,,1.0,,,,,,,608065.0,609177.0
ECK120026700,1909,,1.0,,,,,,,632182.0,632379.0
ECK120026701,1910,,-1.0,,,,,,,634747.0,635376.0
ECK120026702,1911,,-1.0,636686.0,Sigma70,636692.0,636697.0,636714.0,636719.0,635349.0,636686.0
ECK120026703,1912,,-1.0,,,,,,,636716.0,637618.0
ECK120026704,1913,,-1.0,,,,,,,643557.0,643967.0
ECK120026705,1914,,-1.0,645034.0,Sigma70,645046.0,645052.0,645060.0,645066.0,644197.0,645034.0
ECK120026706,1915,,-1.0,,,,,,,645117.0,646580.0
ECK120026707,1916,citCDEFXG,-1.0,651952.0,Sigma70,651965.0,651971.0,651989.0,651995.0,646631.0,651952.0
ECK120026708,1917,dpiBA,1.0,651984.0,Sigma70,651970.0,651976.0,651939.0,651945.0,651984.0,654542.0
ECK120026709,1918,cspE,1.0,657250.0,Sigma70,657239.0,657244.0,657214.0,657219.0,657250.0,657501.0
ECK120026710,1919,,1.0,,,,,,,658031.0,658818.0
ECK120026711,1920,,1.0,,,,,,,658947.0,659150.0
ECK120026712,1921,,-1.0,660301.0,Sigma70,660308.0,660314.0,660336.0,660342.0,659251.0,660301.0
ECK120026713,1922,,-1.0,,,,,,,660425.0,661378.0
ECK120026714,1923,,-1.0,,,,,,,661637.0,662278.0
ECK120026715,1924,,-1.0,,,,,,,662379.0,662642.0
ECK120026716,1925,,-1.0,,,,,,,662752.0,663963.0
ECK120026717,1926,,-1.0,669072.0,Sigma70,669078.0,669084.0,669105.0,669111.0,664102.0,669072.0
ECK120026718,1927,,-1.0,,,,,,,669296.0,674783.0
ECK120026719,1928,,1.0,,,,,,,676711.0,678842.0
ECK120026720,1929,,1.0,,,,,,,679508.0,681663.0
ECK120026721,1930,,-1.0,,,,,,,681723.0,683393.0
ECK120026722,1931,,-1.0,,,,,,,683477.0,684412.0
ECK120026723,1932,,-1.0,,,,,,,687997.0,689013.0
ECK120026724,1933,,-1.0,,,,,,,689343.0,691784.0
ECK120026725,1934,,-1.0,,,,,,,691874.0,693378.0
ECK120026726,1935,,-1.0,,,,,,,693531.0,694955.0
ECK120026729,1936,chiP-ybfN,1.0,708236.0,Sigma70,708224.0,708230.0,708201.0,708207.0,708236.0,710116.0
ECK120026730,1937,,1.0,,,,,,,709790.0,710116.0
ECK120026731,1938,,-1.0,,,,,,,712038.0,712802.0
ECK120026732,1939,,1.0,,,,,,,715412.0,715906.0
ECK120026733,1940,,1.0,,,,,,,729134.0,729340.0
ECK120026734,1941,,1.0,,,,,,,729583.0,734102.0
ECK120026735,1942,,1.0,,,,,,,734220.0,736219.0
ECK120026736,1943,,1.0,,,,,,,736445.0,736699.0
ECK120026737,1944,,1.0,,,,,,,736900.0,737961.0
ECK120026738,1945,,1.0,,,,,,,738092.0,738853.0
ECK120026739,1946,,-1.0,,,,,,,746723.0,747769.0
ECK120026740,1947,,-1.0,,,,,,,747921.0,752169.0
ECK120026741,1948,,-1.0,,,,,,,752229.0,752795.0
ECK120026742,1949,,1.0,,,,,,,781068.0,781222.0
ECK120026743,1950,,1.0,,,,,,,781369.0,781444.0
ECK120026744,1951,,1.0,,,,,,,781577.0,781843.0
ECK120026745,1952,,1.0,782061.0,Sigma70,782042.0,782048.0,782023.0,782029.0,782061.0,783885.0
ECK120026746,1953,,-1.0,,,,,,,783882.0,784823.0
ECK120026747,1954,,-1.0,,,,,,,784937.0,785317.0
ECK120026748,1955,,-1.0,,,,,,,792316.0,794644.0
ECK120026749,1956,,1.0,794751.0,Sigma70,794739.0,794744.0,,,794751.0,794922.0
ECK120026750,1957,,1.0,,,,,,,800759.0,801811.0
ECK120026751,1958,,-1.0,807321.0,Sigma70,807332.0,807338.0,807358.0,807364.0,805998.0,807321.0
ECK120026752,1959,,-1.0,,,,,,,807433.0,807909.0
ECK120026753,1960,,1.0,819858.0,Sigma70,819846.0,819851.0,819823.0,819828.0,819858.0,820588.0
ECK120026754,1961,,1.0,,,,,,,820793.0,821506.0
ECK120026755,1962,,-1.0,,,,,,,821542.0,824497.0
ECK120026756,1963,,-1.0,830669.0,Sigma70,830675.0,830680.0,830695.0,830700.0,825002.0,830669.0
ECK120026757,1964,,1.0,,,,,,,836351.0,837436.0
ECK120026758,1965,,-1.0,,,,,,,837665.0,837925.0
ECK120026759,1966,,-1.0,838484.0,Sigma38,838490.0,838497.0,,,838190.0,838484.0
ECK120026760,1967,,-1.0,,,,,,,838530.0,839207.0
ECK120026762,1968,,-1.0,842153.0,Sigma70,842159.0,842164.0,842185.0,842190.0,841796.0,842153.0
ECK120026763,1969,,-1.0,,,,,,,843255.0,845480.0
ECK120026764,1970,,-1.0,,,,,,,849210.0,850097.0
ECK120026765,1971,,1.0,853098.0,Sigma70,853088.0,853094.0,853058.0,853064.0,853098.0,854765.0
ECK120026766,1972,,-1.0,,,,,,,857796.0,859061.0
ECK120026767,1973,,-1.0,,,,,,,859213.0,860028.0
ECK120026768,1974,,-1.0,,,,,,,860174.0,863511.0
ECK120026769,1975,,1.0,866537.0,Sigma70,866522.0,866528.0,866496.0,866502.0,866537.0,872801.0
ECK120026770,1976,,1.0,,,,,,,872979.0,876663.0
ECK120026771,1977,,1.0,,,,,,,878248.0,878631.0
ECK120026772,1978,,1.0,,,,,,,878742.0,879857.0
ECK120026773,1979,deoR,-1.0,,,,,,,881976.0,882734.0
ECK120026774,1980,,-1.0,,,,,,,884946.0,885230.0
ECK120026775,1981,,-1.0,,,,,,,885316.0,887339.0
ECK120026776,1982,rybB,-1.0,888057.0,Sigma24,888064.0,888068.0,888085.0,888090.0,887977.0,888057.0
ECK120026777,1983,,-1.0,,,,,,,888134.0,889819.0
ECK120026778,1984,,1.0,,,,,,,897989.0,899645.0
ECK120026779,1985,,1.0,904517.0,,,,,,904517.0,905743.0
ECK120026780,1986,,-1.0,,,,,,,905740.0,906753.0
ECK120026781,1987,,-1.0,,,,,,,906852.0,911049.0
ECK120026782,1988,,-1.0,914895.0,Sigma70,914902.0,914907.0,914925.0,914930.0,913958.0,914895.0
ECK120026783,1989,,-1.0,,,,,,,926728.0,927432.0
ECK120026784,1990,,-1.0,932078.0,Sigma70,932085.0,932091.0,932104.0,932110.0,931019.0,932078.0
ECK120026785,1991,,1.0,937328.0,Sigma70,937315.0,937320.0,937292.0,937297.0,937328.0,939337.0
ECK120026786,1992,,1.0,939365.0,Sigma70,939352.0,939358.0,939334.0,939340.0,939365.0,940765.0
ECK120026787,1993,,1.0,,,,,,,945871.0,947019.0
ECK120026788,1994,,1.0,,,,,,,947229.0,948659.0
ECK120026789,1995,pflA,-1.0,951154.0,Sigma70,951165.0,951170.0,951182.0,951187.0,950301.0,951154.0
ECK120026790,1996,,-1.0,,,,,,,954872.0,956632.0
ECK120026791,1997,,1.0,,,,,,,956762.0,957454.0
ECK120026792,1998,,1.0,,,,,,,960264.0,961028.0
ECK120026793,1999,,1.0,,,,,,,964320.0,970621.0
ECK120026794,2000,,1.0,970642.0,Sigma70,970627.0,970632.0,970604.0,970609.0,970642.0,971598.0
ECK120026795,2001,,1.0,971672.0,Sigma70,971659.0,971665.0,971635.0,971641.0,971672.0,972645.0
ECK120026796,2002,,1.0,980931.0,Sigma70,980919.0,980925.0,980896.0,980902.0,980931.0,982894.0
ECK120026797,2003,,1.0,983023.0,Sigma70,983010.0,983016.0,982987.0,982993.0,983023.0,984297.0
ECK120026799,2004,,-1.0,989044.0,Sigma70,989050.0,989056.0,989072.0,989078.0,987392.0,989044.0
ECK120026800,2005,,1.0,,,,,,,997868.0,998407.0
ECK120026801,2006,,1.0,,,,,,,998490.0,1004657.0
ECK120026802,2007,,1.0,,,,,,,1005952.0,1006494.0
ECK120026803,2008,,1.0,,,,,,,1015715.0,1015882.0
ECK120026804,2009,,-1.0,,,,,,,1016539.0,1018299.0
ECK120026805,2010,,-1.0,1024365.0,Sigma70,1024371.0,1024377.0,1024389.0,1024395.0,1021730.0,1024365.0
ECK120026806,2011,,-1.0,1027041.0,Sigma70,1027043.0,1027049.0,1027065.0,1027071.0,1026557.0,1027041.0
ECK120026807,2012,yccT,-1.0,1027837.0,,,,,,1027111.0,1027837.0
ECK120026808,2013,,-1.0,,Sigma32,,,,,1028404.0,1028721.0
ECK120026809,2014,,-1.0,,,,,,,1028779.0,1029969.0
ECK120026810,2015,,-1.0,,,,,,,1030339.0,1030668.0
ECK120026811,2016,,-1.0,1031443.0,Sigma70,1031455.0,1031460.0,1031481.0,1031486.0,1030701.0,1031443.0
ECK120026812,2017,,-1.0,,,,,,,1042030.0,1045803.0
ECK120026813,2018,,-1.0,,,,,,,1045849.0,1049332.0
ECK120026814,2019,,-1.0,1050702.0,Sigma70,1050708.0,1050713.0,1050731.0,1050736.0,1049439.0,1050702.0
ECK120026815,2020,,1.0,,,,,,,1049833.0,1050530.0
ECK120026816,2021,,1.0,,,,,,,1051847.0,1052240.0
ECK120026817,2022,,-1.0,,,,,,,1052289.0,1053362.0
ECK120026818,2023,,1.0,,Sigma32,,,,,1064036.0,1065292.0
ECK120026819,2024,,-1.0,1067758.0,Sigma38,1067764.0,1067770.0,1067787.0,1067792.0,1066864.0,1067758.0
ECK120026820,2025,,1.0,1081307.0,Sigma70,,,,,1081307.0,1082185.0
ECK120026821,2026,,1.0,,,,,,,1082243.0,1084647.0
ECK120026822,2027,,-1.0,,,,,,,1094275.0,1095437.0
ECK120026823,2028,,1.0,,,,,,,1095544.0,1096829.0
ECK120026824,2029,,1.0,,,,,,,1097886.0,1098824.0
ECK120026825,2030,,1.0,,,,,,,1098879.0,1100194.0
ECK120026826,2031,,1.0,1100252.0,Sigma70,1100242.0,1100247.0,1100217.0,1100222.0,1100252.0,1100787.0
ECK120026827,2032,,1.0,1105201.0,Sigma70,1105190.0,1105196.0,1105169.0,1105175.0,1105201.0,1105725.0
ECK120026828,2033,,1.0,1105803.0,Sigma70,1105785.0,1105791.0,1105765.0,1105771.0,1105803.0,1107776.0
ECK120026829,2034,,1.0,,,,,,,1113579.0,1113806.0
ECK120026830,2035,,-1.0,,,,,,,1114264.0,1115490.0
ECK120026831,2036,yceJI,-1.0,1119071.0,"Sigma32, Sigma70",1119082.0,1119087.0,1119102.0,1119107.0,1117901.0,1119071.0
ECK120026832,2038,,-1.0,1120609.0,Sigma70,1120615.0,1120621.0,1120638.0,1120644.0,1119307.0,1120609.0
ECK120026833,2039,,-1.0,1121509.0,Sigma70,1121516.0,1121521.0,,,1121242.0,1121509.0
ECK120026834,2040,,-1.0,,,,,,,1122675.0,1123273.0
ECK120026835,2041,,-1.0,1124103.0,Sigma70,1124109.0,1124114.0,1124133.0,1124138.0,1123407.0,1124103.0
ECK120026836,2042,,-1.0,,,,,,,1124118.0,1125326.0
ECK120026837,2043,,1.0,,,,,,,1127839.0,1129374.0
ECK120026838,2044,,1.0,,,,,,,1144502.0,1144822.0
ECK120026839,2045,,1.0,,,,,,,1144940.0,1145899.0
ECK120026840,2046,,1.0,,,,,,,1153300.0,1157574.0
ECK120026841,2047,,1.0,,,,,,,1161885.0,1165685.0
ECK120026842,2048,,1.0,,,,,,,1167599.0,1168138.0
ECK120026843,2049,,-1.0,1170417.0,Sigma70,1170425.0,1170430.0,1170451.0,1170456.0,1169412.0,1170417.0
ECK120026845,2050,,-1.0,,,,,,,1174092.0,1175165.0
ECK120026846,2051,,1.0,,,,,,,1175427.0,1178564.0
ECK120026847,2052,,1.0,,,,,,,1178593.0,1180359.0
ECK120026848,2053,,-1.0,,,,,,,1180479.0,1181725.0
ECK120026849,2054,,-1.0,,,,,,,1187119.0,1188240.0
ECK120026850,2055,,-1.0,,,,,,,1193827.0,1194951.0
ECK120026852,2056,,-1.0,,,,,,,1196867.0,1198237.0
ECK120026853,2057,,-1.0,,,,,,,1199679.0,1201380.0
ECK120026854,2058,,-1.0,,,,,,,1201776.0,1202084.0
ECK120026855,2059,,-1.0,,,,,,,1202259.0,1202933.0
ECK120026856,2060,,1.0,,,,,,,1203024.0,1208545.0
ECK120026857,2061,,-1.0,,,,,,,1208517.0,1209655.0
ECK120026858,2062,,1.0,,,,,,,1209685.0,1210239.0
ECK120026859,2063,,1.0,,,,,,,1210346.0,1211179.0
ECK120026860,2064,,1.0,,,,,,,1211413.0,1211577.0
ECK120026861,2065,,-1.0,1212090.0,Sigma70,1212093.0,1212099.0,1212121.0,1212127.0,1211680.0,1212090.0
ECK120026862,2066,,-1.0,,,,,,,1212703.0,1213107.0
ECK120026863,2067,,-1.0,1214113.0,Sigma70,1214120.0,1214125.0,1214144.0,1214149.0,1213328.0,1214113.0
ECK120026864,2068,,-1.0,,,,,,,1214264.0,1215475.0
ECK120026865,2069,,1.0,,,,,,,1215789.0,1216025.0
ECK120026866,2070,,1.0,,,,,,,1216068.0,1216635.0
ECK120026867,2071,,1.0,,,,,,,1216748.0,1216996.0
ECK120026868,2072,,1.0,,,,,,,1217328.0,1218851.0
ECK120026869,2073,,1.0,,,,,,,1218983.0,1219201.0
ECK120026870,2074,,1.0,,,,,,,1219601.0,1222248.0
ECK120026872,2075,,-1.0,,,,,,,1222305.0,1222988.0
ECK120026873,2076,,1.0,,,,,,,1223564.0,1223907.0
ECK120026874,2077,,1.0,1227609.0,Sigma70,1227600.0,1227606.0,1227572.0,1227578.0,1227609.0,1228007.0
ECK120026875,2078,,1.0,,,,,,,1228079.0,1228738.0
ECK120026876,2079,,1.0,,,,,,,1228815.0,1229276.0
ECK120026877,2080,,-1.0,,,,,,,1232500.0,1233030.0
ECK120026878,2081,,-1.0,,,,,,,1233176.0,1234717.0
ECK120026879,2082,,-1.0,,,,,,,1240335.0,1242071.0
ECK120026880,2083,,-1.0,,,,,,,1242166.0,1243080.0
ECK120026881,2084,,1.0,,,,,,,1244728.0,1244982.0
ECK120026882,2085,,1.0,,,,,,,1245160.0,1245600.0
ECK120026883,2086,,-1.0,,,,,,,1253085.0,1255952.0
ECK120026884,2087,,-1.0,,,,,,,1259124.0,1260803.0
ECK120026885,2088,,1.0,,,,,,,1286709.0,1286984.0
ECK120026886,2089,,-1.0,,,,,,,1287066.0,1287236.0
ECK120026887,2090,,-1.0,1289177.0,,,,,,1288674.0,1289177.0
ECK120026888,2091,,-1.0,,,,,,,1294426.0,1295322.0
ECK120026889,2092,,1.0,,,,,,,1298598.0,1299245.0
ECK120026892,2093,,-1.0,1310892.0,Sigma70,1310894.0,1310900.0,1310922.0,1310928.0,1310569.0,1310892.0
ECK120026893,2094,,-1.0,,,,,,,1311848.0,1312246.0
ECK120026894,2095,,-1.0,1313698.0,Sigma70,1313705.0,1313710.0,1313729.0,1313734.0,1312261.0,1313698.0
ECK120026897,2096,yciGFE,-1.0,1316092.0,Sigma38,1316099.0,1316109.0,1316121.0,1316126.0,1314668.0,1316092.0
ECK120026898,2097,,1.0,1323188.0,Sigma70,1323176.0,1323182.0,1323152.0,1323158.0,1323188.0,1326641.0
ECK120026899,2098,,1.0,,,,,,,1326852.0,1327727.0
ECK120026900,2099,,-1.0,,,,,,,1327767.0,1329112.0
ECK120026902,2100,,1.0,1335090.0,Sigma70,1335077.0,1335083.0,1335054.0,1335059.0,1335090.0,1335458.0
ECK120026903,2101,,1.0,1339309.0,Sigma70,1339297.0,1339302.0,,,1339309.0,1340094.0
ECK120026904,2102,lapAB,1.0,1340135.0,"Sigma32, Sigma70",1340118.0,1340123.0,1340100.0,1340106.0,1340135.0,1341727.0
ECK120026907,2104,,-1.0,1350132.0,Sigma70,1350138.0,1350143.0,1350160.0,1350165.0,1348980.0,1350132.0
ECK120026908,2105,,-1.0,1351118.0,Sigma70,1351126.0,1351132.0,1351143.0,1351149.0,1350251.0,1351118.0
ECK120026909,2106,,-1.0,,,,,,,1351407.0,1351760.0
ECK120026910,2107,,-1.0,,,,,,,1351828.0,1357110.0
